20,1,59.0,70.0,23.091168824543136
20,2,23.0,73.0,9.548528137423856
20,3,33.0,25.0,32.755129855222066
20,4,91.0,18.0,42.27350647362943
40,1,23.0,75.0,23.35218613006977
40,2,23.0,75.0,23.35218613006977
40,3,39.0,25.0,7.945584412271571
40,4,91.0,18.0,19.263961030678928
60,1,26.0,84.0,24.179393923933997
60,2,24.0,68.0,18.355129855222064
60,3,50.0,25.0,1.8727922061357853
60,4,84.0,18.0,14.39116882454314
80,1,65.0,74.0,10.161017305526643
80,2,27.0,57.0,25.370562748477138
80,3,50.0,25.0,29.082337649086288
80,4,50.0,25.0,29.082337649086288
100,1,65.0,74.0,4.8941125496954285
100,2,27.0,55.0,19.503657992645923
100,3,50.0,25.0,23.81543289325507
100,4,58.0,27.0,21.16690475583121
