20,1,41.5,34.25,9.081230643475585
20,2,31.6,69.6,8.357032966310472
20,3,29.0,32.25,6.862488615655402
20,4,70.16666666666667,74.83333333333333,11.11930253608062
40,1,52.81818181818182,46.27272727272727,19.08094978317639
40,2,31.6,69.6,8.357032966310472
40,3,28.1,32.9,9.021640649017229
40,4,68.92307692307692,77.15384615384616,11.695849665940651
60,1,50.94117647058823,48.705882352941174,18.75419214958061
60,2,29.444444444444443,69.55555555555556,6.969953150027641
60,3,27.666666666666668,29.733333333333334,8.505423106596298
60,4,69.72222222222223,72.83333333333333,12.396360477431259
80,1,52.16,49.24,17.56469185610724
80,2,29.727272727272727,68.72727272727273,6.4960254854363075
80,3,28.1,30.6,9.105767403135225
80,4,69.78260869565217,72.78260869565217,12.910920627731258
100,1,50.21875,49.90625,17.170190147097966
100,2,29.615384615384617,69.53846153846153,6.152884540252683
100,3,29.26086956521739,29.82608695652174,9.26862300456525
100,4,68.70967741935483,72.80645161290323,12.619254238005237
