2,1,1,0,1,2,4,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0
2,2,1,0,1,2,4,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0
4,1,1,0,1,2,4,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0
4,2,1,0,1,2,4,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0
6,1,1,0,1,2,4,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0
6,2,1,0,1,2,4,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0
8,1,1,0,1,3,4,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0
8,2,1,0,1,3,4,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0
8,3,1,0,1,3,4,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0
10,1,1,0,1,3,4,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0
10,2,1,0,1,3,4,0.99871,2.3413e-006,0.0012844,0,0,0,0,0,0,0,0,0
10,3,1,0,1,3,4,0.00034521,0.44041,0.55925,0,0,0,0,0,0,0,0,0
12,1,1,0,1,3,4,5.6233e-007,0.99988,0.00011996,0,0,0,0,0,0,0,0,0
12,2,1,0,1,3,4,0.16648,0.001138,0.83239,0,0,0,0,0,0,0,0,0
12,3,1,0,1,3,4,0.99616,8.7573e-007,0.0038432,0,0,0,0,0,0,0,0,0
14,1,1,0,1,4,4,0.00031558,0.73065,0.17041,0.098621,0,0,0,0,0,0,0,0
14,2,1,0,1,4,4,0.98516,0.00048103,0.0057011,0.0086605,0,0,0,0,0,0,0,0
14,3,1,0,1,4,4,0.012714,0.11681,0.85821,0.012263,0,0,0,0,0,0,0,0
14,4,1,0,1,4,4,0.0021563,0.23773,0.086252,0.67386,0,0,0,0,0,0,0,0
16,1,1,0,1,4,4,0.005375,0.00088183,0.9675,0.026246,0,0,0,0,0,0,0,0
16,2,1,0,1,4,4,0.99572,2.1008e-005,0.0038415,0.00041683,0,0,0,0,0,0,0,0
16,3,1,0,1,4,4,0.00090055,0.018236,0.3242,0.65666,0,0,0,0,0,0,0,0
