site_id,response_generator_id,data_type,exam_id,task_number,trial_number,trial_time,num_blue_locations,red_capability_Pc,red_vulnerability_P_1,red_vulnerability_P_2,red_opportunity_U_1,red_opportunity_U_2,red_activity_detected_1,red_activity_detected_2,bluebook_Neutral_prob_1,bluebook_Neutral_prob_2,probs_Pp_time,probs_Pp_1,probs_Pp_2,probs_Pp_3,probs_Pp_normative_1,probs_Pp_normative_2,probs_Pp_normative_3,probs_Pp_normative_inc_1,probs_Pp_normative_inc_2,probs_Pp_normative_inc_3,probs_Ppc_time,probs_Ppc_1,probs_Ppc_2,probs_Ppc_3,probs_Ppc_normative_1,probs_Ppc_normative_2,probs_Ppc_normative_3,probs_Ppc_normative_inc_1,probs_Ppc_normative_inc_2,probs_Ppc_normative_inc_3,probs_Ptpc_time,probs_Ptpc_1,probs_Ptpc_2,probs_Ptpc_3,probs_Ptpc_normative_1,probs_Ptpc_normative_2,probs_Ptpc_normative_3,probs_Ptpc_normative_inc_1,probs_Ptpc_normative_inc_2,probs_Ptpc_normative_inc_3,sigint_time,sigint_location_1,sigint_participant_optimal_location_1,sigint_bayesian_optimal_location_1,blue_action_time,blue_action_1,blue_action_2,blue_action_expected_utility,blue_action_normative_participant_1,blue_action_normative_participant_2,blue_action_normative_participant_expected_utility,blue_action_normative_bayesian_1,blue_action_normative_bayesian_2,blue_action_normative_bayesian_expected_utility
PSU,103,Human_Single,Final-Exam-1,3,1,103569.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,21294.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,17628.0,0.2,0.2,0.6,0.1,0.1,0.8,0.1,0.1,0.8,22433.0,0.3,0.45,0.25,0.06666666666666668,0.39999999999999986,0.5333333333333334,0.14285714285714288,0.4285714285714285,0.4285714285714286,7800.0,2,1,1,9094.0,Do_Not_Divert,Divert,-0.7621485710751446,Do_Not_Divert,Do_Not_Divert,-0.2166473035838151,Do_Not_Divert,Do_Not_Divert,-0.12236193123287674
PSU,103,Human_Single,Final-Exam-1,3,2,71760.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,8018.0,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,13135.0,0.25,0.35,0.4,0.12,0.12,0.76,0.12,0.12,0.76,14883.0,0.25,0.4,0.35,0.12,0.11999999999999997,0.76,0.20169851380042467,0.4755838641188959,0.32271762208067944,5694.0,2,2,1,7347.0,Do_Not_Divert,Divert,-0.8976581886666666,Do_Not_Divert,Divert,-0.8976581886666666,Do_Not_Divert,Do_Not_Divert,-0.4332993872142856
PSU,103,Human_Single,Final-Exam-1,3,3,75613.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,8409.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,21933.0,0.15,0.15,0.7,0.06999999999999999,0.06999999999999999,0.86,0.06999999999999999,0.06999999999999999,0.86,11654.0,0.15,0.15,0.7,0.06999999999999998,0.06999999999999999,0.8600000000000001,0.22911694510739855,0.13603818615751792,0.6348448687350835,7098.0,1,1,1,3447.0,Do_Not_Divert,Do_Not_Divert,-0.08787410556521741,Do_Not_Divert,Do_Not_Divert,-0.08787410556521741,Do_Not_Divert,Do_Not_Divert,-0.04407392833644858
PSU,103,Human_Single,Final-Exam-1,3,4,69951.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,17394.0,0.2,0.4,0.4,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,19032.0,0.01,0.3,0.69,0.08000000000000002,0.16000000000000003,0.76,0.08000000000000002,0.16000000000000003,0.76,12044.0,0.1,0.4,0.5,0.04444444444444447,0.5333333333333333,0.42222222222222217,0.01,0.560377358490566,0.4296226415094338,4353.0,2,2,2,5834.0,Do_Not_Divert,Divert,-0.719505755625,Do_Not_Divert,Divert,-0.719505755625,Do_Not_Divert,Divert,-0.5101203175417299
PSU,103,Human_Single,Final-Exam-1,3,5,83132.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,5195.0,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.6,26098.0,0.15,0.15,0.7,0.08000000000000002,0.08000000000000002,0.84,0.08000000000000002,0.08000000000000002,0.84,11747.0,0.1,0.15,0.75,0.08,0.08000000000000002,0.84,0.22911694510739855,0.13603818615751792,0.6348448687350835,5507.0,1,1,1,5398.0,Do_Not_Divert,Do_Not_Divert,-0.2973510008121827,Do_Not_Divert,Do_Not_Divert,-0.2973510008121827,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,103,Human_Single,Final-Exam-1,3,6,92493.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,9314.0,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.3,0.5,34445.0,0.15,0.25,0.6,0.08000000000000002,0.12,0.8,0.08000000000000002,0.12,0.8,17223.0,0.1,0.2,0.7,0.08,0.12,0.8,0.22911694510739855,0.22673031026252988,0.5441527446300716,6396.0,1,2,2,9875.0,Do_Not_Divert,Divert,-0.8804407464489796,Do_Not_Divert,Do_Not_Divert,-0.3441332039183673,Do_Not_Divert,Do_Not_Divert,-0.22576956735379644
PSU,103,Human_Single,Final-Exam-1,3,7,66877.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,6177.0,0.4,0.2,0.4,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,13011.0,0.35,0.15,0.5,0.16000000000000003,0.08000000000000002,0.76,0.16000000000000003,0.08000000000000002,0.76,11232.0,0.3,0.15,0.55,0.16,0.08000000000000002,0.76,0.4755838641188959,0.12101910828025479,0.4033970276008493,4290.0,1,1,1,3900.0,Divert,Do_Not_Divert,-0.7799281153926703,Divert,Do_Not_Divert,-0.7799281153926703,Do_Not_Divert,Do_Not_Divert,-0.5066620662820097
PSU,103,Human_Single,Final-Exam-1,3,8,92275.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,19001.0,0.4,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.5,19921.0,0.4,0.1,0.5,0.27999999999999997,0.06999999999999999,0.65,0.27999999999999997,0.06999999999999999,0.65,19063.0,0.75,0.1,0.15,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.6666666666666666,0.055555555555555566,0.2777777777777778,9157.0,1,1,1,6615.0,Divert,Do_Not_Divert,-0.2905198158918919,Divert,Do_Not_Divert,-0.2905198158918919,Divert,Do_Not_Divert,-0.3129450858987667
PSU,103,Human_Single,Final-Exam-1,3,9,69373.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,9454.0,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.6,24586.0,0.25,0.05,0.7,0.12,0.04000000000000001,0.84,0.12,0.04000000000000001,0.84,10265.0,0.3,0.05,0.65,0.11999999999999997,0.04000000000000001,0.8400000000000001,0.3595505617977528,0.04269662921348316,0.597752808988764,3463.0,1,1,1,6661.0,Do_Not_Divert,Do_Not_Divert,-0.7203865429340103,Do_Not_Divert,Do_Not_Divert,-0.7203865429340103,Do_Not_Divert,Do_Not_Divert,-0.31587701506109317
PSU,103,Human_Single,Final-Exam-1,3,10,95675.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,10249.0,0.4,0.4,0.2,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,10172.0,0.4,0.45,0.15,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27999999999999997,0.27999999999999997,0.44000000000000006,37705.0,0.4,0.45,0.15,0.27999999999999997,0.2799999999999999,0.44000000000000017,0.30583501006036223,0.579476861167002,0.11468812877263579,6146.0,2,2,1,5663.0,Do_Not_Divert,Divert,-1.248809088195122,Do_Not_Divert,Divert,-1.248809088195122,Do_Not_Divert,Divert,-1.25258013725
PSU,104,Human_Single,Final-Exam-1,3,1,162240.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,19547.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,36691.0,0.5445,0.4455,0.01,0.1,0.1,0.8,0.1,0.1,0.8,17144.0,0.4,0.4,0.2,0.09999999999999999,0.1,0.8,0.6135211267605635,0.37647887323943663,0.01,17925.0,1,1,1,28688.0,Do_Not_Divert,Do_Not_Divert,-0.2600687885714286,Do_Not_Divert,Do_Not_Divert,-0.2600687885714286,Do_Not_Divert,Do_Not_Divert,-0.08274916000000003
PSU,104,Human_Single,Final-Exam-1,3,2,63196.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,11216.0,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,15023.0,0.2,0.2,0.6,0.12,0.12,0.76,0.12,0.12,0.76,11622.0,0.4,0.4,0.2,0.12,0.11999999999999997,0.76,0.1875,0.25000000000000006,0.5625,8782.0,2,1,1,6864.0,Do_Not_Divert,Do_Not_Divert,-1.1554650325714284,Do_Not_Divert,Divert,-1.1102711805714285,Do_Not_Divert,Do_Not_Divert,-0.4332993872142856
PSU,104,Human_Single,Final-Exam-1,3,3,50138.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,6443.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,10795.0,0.1,0.1,0.8,0.06999999999999999,0.06999999999999999,0.86,0.06999999999999999,0.06999999999999999,0.86,14384.0,0.4,0.4,0.2,0.06999999999999999,0.06999999999999998,0.8600000000000001,0.0967741935483871,0.12903225806451615,0.7741935483870968,5132.0,2,1,1,5054.0,Do_Not_Divert,Do_Not_Divert,-0.19248613599999997,Do_Not_Divert,Do_Not_Divert,-0.19248613599999997,Do_Not_Divert,Do_Not_Divert,-0.044073928336448576
PSU,104,Human_Single,Final-Exam-1,3,4,91822.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,8908.0,0.2,0.4,0.4,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,15272.0,0.2,0.4,0.4,0.08000000000000002,0.16000000000000003,0.76,0.08000000000000002,0.16000000000000003,0.76,16318.0,0.2,0.6,0.2,0.04444444444444447,0.5333333333333333,0.42222222222222217,0.11111111111111113,0.6666666666666666,0.2222222222222222,5273.0,2,2,2,32120.0,Do_Not_Divert,Do_Not_Divert,-2.1171701227272726,Do_Not_Divert,Divert,-0.5920083718181819,Do_Not_Divert,Divert,-0.5101203175417299
PSU,104,Human_Single,Final-Exam-1,3,5,33555.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,5959.0,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.6,6910.0,0.4,0.4,0.2,0.08000000000000002,0.08000000000000002,0.84,0.08000000000000002,0.08000000000000002,0.84,4056.0,0.4,0.4,0.2,0.08,0.08000000000000002,0.84,0.4705882352941177,0.3529411764705882,0.17647058823529416,4852.0,1,1,1,3167.0,Do_Not_Divert,Do_Not_Divert,-0.7576535199999999,Do_Not_Divert,Do_Not_Divert,-0.7576535199999999,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,104,Human_Single,Final-Exam-1,3,6,58703.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,8549.0,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.3,0.5,6989.0,0.4,0.4,0.2,0.08000000000000002,0.12,0.8,0.08000000000000002,0.12,0.8,13119.0,0.396,0.594,0.01,0.050000000000000024,0.44999999999999984,0.5000000000000001,0.22222222222222227,0.6666666666666666,0.11111111111111116,4165.0,2,1,2,7972.0,Do_Not_Divert,Do_Not_Divert,-0.8875014206315789,Do_Not_Divert,Divert,-0.6916629776842106,Do_Not_Divert,Divert,-0.5847554746393864
PSU,104,Human_Single,Final-Exam-1,3,7,62478.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,9407.0,0.4,0.2,0.4,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,10623.0,0.4,0.3,0.3,0.16000000000000003,0.08000000000000002,0.76,0.16000000000000003,0.08000000000000002,0.76,5070.0,0.4,0.4,0.2,0.16,0.08000000000000002,0.76,0.4705882352941177,0.2647058823529411,0.2647058823529411,4103.0,1,1,1,10967.0,Do_Not_Divert,Do_Not_Divert,-1.0371389965714286,Divert,Do_Not_Divert,-0.8362757828571428,Do_Not_Divert,Do_Not_Divert,-0.5066620662820097
PSU,104,Human_Single,Final-Exam-1,3,8,42854.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,6208.0,0.4,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.5,9501.0,0.4,0.1,0.5,0.27999999999999997,0.06999999999999999,0.65,0.27999999999999997,0.06999999999999999,0.65,4883.0,0.6,0.2,0.2,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.6666666666666666,0.055555555555555566,0.2777777777777778,5397.0,1,1,1,9329.0,Divert,Do_Not_Divert,-0.5226575625454546,Divert,Do_Not_Divert,-0.5226575625454546,Divert,Do_Not_Divert,-0.3129450858987667
PSU,104,Human_Single,Final-Exam-1,3,9,45786.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,13619.0,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.6,5242.0,0.3,0.1,0.6,0.12,0.04000000000000001,0.84,0.12,0.04000000000000001,0.84,10764.0,0.4,0.4,0.2,0.11999999999999997,0.04000000000000001,0.8400000000000001,0.36363636363636365,0.09090909090909091,0.5454545454545454,3978.0,1,1,1,5164.0,Do_Not_Divert,Do_Not_Divert,-1.0392257982857143,Do_Not_Divert,Do_Not_Divert,-1.0392257982857143,Do_Not_Divert,Do_Not_Divert,-0.31587701506109317
PSU,104,Human_Single,Final-Exam-1,3,10,44288.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,6864.0,0.4,0.4,0.2,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,5570.0,0.495,0.495,0.01,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27999999999999997,0.27999999999999997,0.44000000000000006,10499.0,0.4,0.4,0.2,0.27999999999999997,0.2799999999999999,0.44000000000000017,0.4242857142857143,0.5657142857142858,0.01,4430.0,2,1,1,9360.0,Do_Not_Divert,Divert,-1.3299005874285712,Do_Not_Divert,Divert,-1.3299005874285712,Do_Not_Divert,Divert,-1.25258013725
PSU,105,Human_Single,Final-Exam-1,3,1,158341.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,12293.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,23229.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,37237.0,0.4,0.4,0.2,0.09999999999999999,0.1,0.8,0.12903225806451615,0.0967741935483871,0.7741935483870968,24944.0,1,1,1,6849.0,Do_Not_Divert,Do_Not_Divert,-0.2600687885714286,Do_Not_Divert,Do_Not_Divert,-0.2600687885714286,Do_Not_Divert,Do_Not_Divert,-0.08274916000000003
PSU,105,Human_Single,Final-Exam-1,3,2,96283.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,12418.0,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,10655.0,0.15,0.15,0.7,0.12,0.12,0.76,0.12,0.12,0.76,18814.0,0.594,0.396,0.01,0.12,0.11999999999999997,0.76,0.14285714285714285,0.19047619047619047,0.6666666666666667,9391.0,2,1,1,13822.0,Divert,Divert,-1.3157894736842106,Divert,Do_Not_Divert,-1.0859323120000002,Do_Not_Divert,Do_Not_Divert,-0.4332993872142856
PSU,105,Human_Single,Final-Exam-1,3,3,36114.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,4071.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,5913.0,0.07,0.07,0.86,0.06999999999999999,0.06999999999999999,0.86,0.06999999999999999,0.06999999999999999,0.86,5585.0,0.4,0.4,0.2,0.06999999999999999,0.06999999999999998,0.8600000000000001,0.06840390879478828,0.09120521172638438,0.8403908794788273,5631.0,2,1,1,3401.0,Do_Not_Divert,Do_Not_Divert,-0.19248613599999997,Do_Not_Divert,Do_Not_Divert,-0.19248613599999997,Do_Not_Divert,Do_Not_Divert,-0.044073928336448576
PSU,105,Human_Single,Final-Exam-1,3,4,82758.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,10515.0,0.2,0.4,0.4,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,13572.0,0.1,0.2,0.7,0.08000000000000002,0.16000000000000003,0.76,0.08000000000000002,0.16000000000000003,0.76,27331.0,0.2,0.6,0.2,0.04444444444444447,0.5333333333333333,0.42222222222222217,0.07142857142857144,0.4285714285714285,0.5,3713.0,2,2,2,11794.0,Do_Not_Divert,Divert,-0.5920083718181819,Do_Not_Divert,Divert,-0.5920083718181819,Do_Not_Divert,Divert,-0.5101203175417299
PSU,105,Human_Single,Final-Exam-1,3,5,41059.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,4665.0,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.6,4166.0,0.1,0.1,0.8,0.08000000000000002,0.08000000000000002,0.84,0.08000000000000002,0.08000000000000002,0.84,9110.0,0.2,0.2,0.6,0.08,0.08000000000000002,0.84,0.12903225806451615,0.0967741935483871,0.7741935483870968,3837.0,1,1,1,3557.0,Do_Not_Divert,Do_Not_Divert,-0.4419645533333333,Do_Not_Divert,Do_Not_Divert,-0.4419645533333333,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,105,Human_Single,Final-Exam-1,3,6,35678.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,5273.0,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.3,0.5,7114.0,0.1,0.15,0.75,0.08000000000000002,0.12,0.8,0.08000000000000002,0.12,0.8,5616.0,0.2,0.6,0.2,0.050000000000000024,0.44999999999999984,0.5000000000000001,0.07692307692307694,0.34615384615384615,0.5769230769230769,3120.0,2,2,2,4087.0,Do_Not_Divert,Divert,-0.5259453767272727,Do_Not_Divert,Divert,-0.5259453767272727,Do_Not_Divert,Divert,-0.5847554746393864
PSU,105,Human_Single,Final-Exam-1,3,7,38703.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,5289.0,0.4,0.2,0.4,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,6006.0,0.2,0.1,0.7,0.16000000000000003,0.08000000000000002,0.76,0.16000000000000003,0.08000000000000002,0.76,4696.0,0.4,0.2,0.4,0.16,0.08000000000000002,0.76,0.25000000000000006,0.09375,0.65625,3229.0,1,1,1,8860.0,Divert,Do_Not_Divert,-0.7078650313043479,Divert,Do_Not_Divert,-0.7078650313043479,Do_Not_Divert,Do_Not_Divert,-0.5066620662820097
PSU,105,Human_Single,Final-Exam-1,3,8,53680.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,4540.0,0.4,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.5,11404.0,0.3,0.05,0.65,0.27999999999999997,0.06999999999999999,0.65,0.27999999999999997,0.06999999999999999,0.65,12433.0,0.6,0.2,0.2,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.5625,0.03125000000000001,0.40625,5132.0,1,1,1,7254.0,Divert,Do_Not_Divert,-0.5226575625454546,Divert,Do_Not_Divert,-0.5226575625454546,Divert,Do_Not_Divert,-0.3129450858987667
PSU,105,Human_Single,Final-Exam-1,3,9,41215.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,5538.0,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.6,6864.0,0.15,0.05,0.8,0.12,0.04000000000000001,0.84,0.12,0.04000000000000001,0.84,11841.0,0.4,0.2,0.4,0.11999999999999997,0.04000000000000001,0.8400000000000001,0.19047619047619047,0.047619047619047616,0.7619047619047619,3213.0,1,1,1,3182.0,Do_Not_Divert,Do_Not_Divert,-0.9807557640000001,Divert,Do_Not_Divert,-0.8228071246956522,Do_Not_Divert,Do_Not_Divert,-0.31587701506109317
PSU,105,Human_Single,Final-Exam-1,3,10,55552.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,8970.0,0.4,0.4,0.2,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,4804.0,0.3,0.3,0.4,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27999999999999997,0.27999999999999997,0.44000000000000006,6365.0,0.2,0.4,0.4,0.27999999999999997,0.2799999999999999,0.44000000000000017,0.27272727272727276,0.36363636363636365,0.36363636363636354,3698.0,2,1,1,16801.0,Do_Not_Divert,Divert,-0.9332154855652173,Do_Not_Divert,Divert,-0.9332154855652173,Do_Not_Divert,Divert,-1.25258013725
PSU,106,Human_Single,Final-Exam-1,3,1,78031.0,2,1.0,0.334456797,0.437983013,2,2,0,1,0.1,0.1,13682.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,6615.0,0.495,0.495,0.01,0.1,0.1,0.8,0.1,0.1,0.8,10842.0,0.4,0.5,0.1,0.09999999999999999,0.1,0.8,0.5657142857142858,0.4242857142857143,0.01,12324.0,1,1,1,3604.0,Do_Not_Divert,Do_Not_Divert,-0.25856868350000006,Do_Not_Divert,Do_Not_Divert,-0.25856868350000006,Do_Not_Divert,Do_Not_Divert,-0.08274916000000003
PSU,106,Human_Single,Final-Exam-1,3,2,42339.0,2,0.4,0.153512717,0.056970253,2,3,0,0,0.3,0.3,3713.0,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,5382.0,0.35,0.35,0.3,0.12,0.12,0.76,0.12,0.12,0.76,6474.0,0.4,0.4,0.2,0.12,0.11999999999999997,0.76,0.3134328358208955,0.41791044776119396,0.26865671641791056,6755.0,2,1,1,4524.0,Do_Not_Divert,Do_Not_Divert,-1.1554650325714284,Do_Not_Divert,Divert,-1.1102711805714285,Do_Not_Divert,Do_Not_Divert,-0.4332993872142856
PSU,106,Human_Single,Final-Exam-1,3,3,40435.0,2,0.7,0.443770622,0.387804009,2,2,0,0,0.1,0.1,4227.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,4041.0,0.4,0.4,0.2,0.06999999999999999,0.06999999999999999,0.86,0.06999999999999999,0.06999999999999999,0.86,7285.0,0.35,0.35,0.3,0.06999999999999999,0.06999999999999998,0.8600000000000001,0.3529411764705882,0.4705882352941177,0.17647058823529416,4134.0,2,1,1,2434.0,Do_Not_Divert,Do_Not_Divert,-0.1746633456296296,Do_Not_Divert,Do_Not_Divert,-0.1746633456296296,Do_Not_Divert,Do_Not_Divert,-0.044073928336448576
PSU,106,Human_Single,Final-Exam-1,3,4,48266.0,2,0.4,0.348790791,0.137053679,5,5,0,1,0.2,0.4,5164.0,0.2,0.4,0.4,0.2,0.4,0.3999999999999999,0.2,0.4,0.3999999999999999,4633.0,0.3,0.45,0.25,0.08000000000000002,0.16000000000000003,0.76,0.08000000000000002,0.16000000000000003,0.76,17893.0,0.35,0.55,0.1,0.04444444444444447,0.5333333333333333,0.42222222222222217,0.15789473684210525,0.7105263157894737,0.13157894736842102,4181.0,2,2,2,3120.0,Do_Not_Divert,Divert,-0.8522037203405572,Do_Not_Divert,Divert,-0.8522037203405572,Do_Not_Divert,Divert,-0.5101203175417299
PSU,106,Human_Single,Final-Exam-1,3,5,41575.0,2,0.4,0.337248619,0.331277966,4,4,0,0,0.2,0.2,3588.0,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.2,0.6,4072.0,0.3,0.3,0.4,0.08000000000000002,0.08000000000000002,0.84,0.08000000000000002,0.08000000000000002,0.84,3931.0,0.3,0.3,0.4,0.08,0.08000000000000002,0.84,0.36363636363636365,0.27272727272727276,0.36363636363636354,6021.0,1,1,1,2278.0,Do_Not_Divert,Do_Not_Divert,-0.61195092,Do_Not_Divert,Do_Not_Divert,-0.61195092,Do_Not_Divert,Do_Not_Divert,-0.19642869037037042
PSU,106,Human_Single,Final-Exam-1,3,6,45630.0,2,0.4,0.401825107,0.118863044,4,2,0,1,0.2,0.3,4275.0,0.02,0.3,0.68,0.2,0.3,0.5,0.2,0.3,0.5,14742.0,0.30000000000000004,0.35000000000000003,0.35000000000000003,0.08000000000000002,0.12,0.8,0.01,0.11975806451612903,0.870241935483871,8970.0,0.4,0.55,0.05,0.050000000000000024,0.44999999999999984,0.5000000000000001,0.1764705882352941,0.6176470588235293,0.20588235294117663,3619.0,2,2,2,3385.0,Do_Not_Divert,Divert,-0.7581690332307691,Do_Not_Divert,Divert,-0.7581690332307691,Do_Not_Divert,Divert,-0.5847554746393864
PSU,106,Human_Single,Final-Exam-1,3,7,36036.0,2,0.4,0.099622344,0.457303476,4,5,0,1,0.4,0.2,5710.0,0.4,0.2,0.4,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,9002.0,0.4,0.33,0.27,0.16000000000000003,0.08000000000000002,0.76,0.16000000000000003,0.08000000000000002,0.76,5507.0,0.5,0.4,0.1,0.16,0.08000000000000002,0.76,0.4705882352941177,0.2911764705882353,0.238235294117647,3400.0,1,1,1,2418.0,Divert,Do_Not_Divert,-0.73174131,Divert,Do_Not_Divert,-0.73174131,Do_Not_Divert,Do_Not_Divert,-0.5066620662820097
PSU,106,Human_Single,Final-Exam-1,3,8,39156.0,2,0.7,0.125905771,0.312691703,5,2,1,0,0.4,0.1,4602.0,0.4,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.5,5008.0,0.594,0.396,0.01,0.27999999999999997,0.06999999999999999,0.65,0.27999999999999997,0.06999999999999999,0.65,13104.0,0.693,0.297,0.01,0.6999999999999998,0.029166666666666678,0.2708333333333335,0.8099999999999999,0.18000000000000002,0.01,2964.0,1,1,1,4586.0,Divert,Do_Not_Divert,-0.46510251508860767,Divert,Do_Not_Divert,-0.46510251508860767,Divert,Do_Not_Divert,-0.3129450858987667
PSU,106,Human_Single,Final-Exam-1,3,9,43149.0,2,0.4,0.111816277,0.281968674,3,3,0,0,0.3,0.1,12979.0,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.6,8595.0,0.35,0.2,0.45,0.12,0.04000000000000001,0.84,0.12,0.04000000000000001,0.84,8970.0,0.3,0.25,0.45,0.11999999999999997,0.04000000000000001,0.8400000000000001,0.417910447761194,0.17910447761194032,0.4029850746268657,2933.0,1,1,1,2933.0,Do_Not_Divert,Do_Not_Divert,-0.8140334252432433,Do_Not_Divert,Do_Not_Divert,-0.8140334252432433,Do_Not_Divert,Do_Not_Divert,-0.31587701506109317
PSU,106,Human_Single,Final-Exam-1,3,10,35522.0,2,0.7,0.230668493,0.050440015,4,5,0,0,0.4,0.4,8829.0,0.4,0.5,0.1,0.4,0.4,0.19999999999999996,0.4,0.4,0.19999999999999996,5741.0,0.396,0.594,0.01,0.27999999999999997,0.27999999999999997,0.44000000000000006,0.27999999999999997,0.35,0.3700000000000001,5116.0,0.3465,0.6435,0.01,0.27999999999999997,0.2799999999999999,0.44000000000000017,0.32999999999999996,0.6599999999999999,0.01,3120.0,2,2,1,3027.0,Do_Not_Divert,Divert,-0.7947506496569579,Do_Not_Divert,Divert,-0.7947506496569579,Do_Not_Divert,Divert,-1.25258013725
