site_id,response_generator_id,data_type,exam_id,task_number,trial_number,trial_time,num_blue_locations,red_capability_Pc,red_vulnerability_P_1,red_opportunity_U_1,red_activity_detected_1,red_tactics_most_likely_time,red_tactics_most_likely_tactic,red_tactics_actual_red_tactic,bluebook_Passive_prob_1,bluebook_Aggressive_prob_1,probs_Pp_time,probs_Pp_1,probs_Pp_2,probs_Pp_normative_1,probs_Pp_normative_2,probs_Pp_normative_inc_1,probs_Pp_normative_inc_2,probs_Ppc_time,probs_Ppc_1,probs_Ppc_2,probs_Ppc_normative_1,probs_Ppc_normative_2,probs_Ppc_normative_inc_1,probs_Ppc_normative_inc_2,probs_Ptpc_time,probs_Ptpc_1,probs_Ptpc_2,probs_Ptpc_normative_1,probs_Ptpc_normative_2,probs_Ptpc_normative_inc_1,probs_Ptpc_normative_inc_2,blue_action_time,blue_action_1,blue_action_expected_utility,blue_action_normative_participant_1,blue_action_normative_participant_expected_utility,blue_action_normative_bayesian_1,blue_action_normative_bayesian_expected_utility
PSU,105,Human_Single,Final-Exam-1,2,1,142989.0,1,1.0,0.122406801,4,0,NaN,NaN,Aggressive,0.5,0.8,52494.0,0.8,0.2,0.65,0.35,0.65,0.35,3307.0,0.8,0.2,0.65,0.35,0.8,0.19999999999999996,10389.0,0.4,0.6,0.4814814814814815,0.5185185185185185,0.7272727272727273,0.2727272727272727,33837.0,Divert,-0.6,Divert,-0.6,Divert,-0.5185185185185185
PSU,105,Human_Single,Final-Exam-1,2,2,66316.0,1,0.4,0.121429501,2,1,14976.0,Passive,Aggressive,0.4,0.7,12994.0,0.4,0.6,0.5846153846153846,0.41538461538461535,0.5846153846153846,0.41538461538461535,6099.0,0.2,0.8,0.23384615384615387,0.7661538461538462,0.16000000000000003,0.84,10109.0,0.6,0.4,0.4779874213836477,0.5220125786163523,0.2727272727272727,0.7272727272727273,9578.0,Do_Not_Divert,-0.9085691976,Divert,-0.4,Divert,-0.5220125786163523
PSU,105,Human_Single,Final-Exam-1,2,3,44086.0,1,0.4,0.316709615,2,0,8705.0,Passive,Aggressive,0.2,0.5,4555.0,0.2,0.8,0.4184269662921348,0.5815730337078652,0.4184269662921348,0.5815730337078652,4305.0,0.1,0.9,0.16737078651685394,0.8326292134831461,0.08000000000000002,0.9199999999999999,6880.0,0.4,0.6,0.09132823229350596,0.908671767706494,0.06896551724137931,0.9310344827586207,4820.0,Do_Not_Divert,-0.29326461600000003,Do_Not_Divert,-0.29326461600000003,Do_Not_Divert,-0.06695834743378457
PSU,105,Human_Single,Final-Exam-1,2,4,46644.0,1,0.4,0.128749834,4,1,7956.0,Passive,Aggressive,0.5,0.8,12090.0,0.8,0.2,0.7514192911057331,0.24858070889426687,0.7514192911057331,0.24858070889426687,6786.0,0.4,0.6,0.3005677164422933,0.6994322835577067,0.32000000000000006,0.6799999999999999,6225.0,0.6,0.4,0.563164820918604,0.436835179081396,0.5,0.5,3993.0,Divert,-0.4,Divert,-0.4,Divert,-0.436835179081396
PSU,105,Human_Single,Final-Exam-1,2,5,34180.0,1,0.4,0.462172589,4,1,3463.0,Passive,Aggressive,0.3,0.6,3619.0,0.3,0.7,0.5680646926840526,0.4319353073159474,0.5680646926840526,0.4319353073159474,3182.0,0.15,0.85,0.22722587707362105,0.7727741229263789,0.12,0.88,4930.0,0.6,0.4,0.46868356360196806,0.5313164363980319,0.2093023255813953,0.7906976744186047,4898.0,Do_Not_Divert,-0.1815715727999999,Do_Not_Divert,-0.1815715727999999,Do_Not_Divert,-0.1418326863145302
PSU,105,Human_Single,Final-Exam-1,2,6,37424.0,1,0.4,0.345811268,5,0,3728.0,Passive,Aggressive,0.3,0.6,5351.0,0.3,0.7,0.5821003772397566,0.4178996227602434,0.5821003772397566,0.4178996227602434,3432.0,0.15,0.85,0.23284015089590265,0.7671598491040974,0.12,0.88,4821.0,0.4,0.6,0.13175952985461178,0.8682404701453882,0.10526315789473682,0.8947368421052632,4149.0,Do_Not_Divert,-0.616754928,Divert,-0.6,Do_Not_Divert,-0.20315834837198735
PSU,105,Human_Single,Final-Exam-1,2,7,38704.0,1,0.7,0.311638031,2,1,4976.0,Passive,Aggressive,0.2,0.5,10889.0,0.2,0.8,0.47978478232278043,0.5202152176772196,0.47978478232278043,0.5202152176772196,3947.0,0.15,0.85,0.33584934762594626,0.6641506523740537,0.13999999999999999,0.86,4618.0,0.6,0.4,0.6027091160264504,0.3972908839735496,0.2093023255813953,0.7906976744186047,4618.0,Do_Not_Divert,-0.4520687256,Divert,-0.4,Divert,-0.3972908839735496
PSU,105,Human_Single,Final-Exam-1,2,8,44444.0,1,0.9,0.395225375,2,1,7924.0,Aggressive,Aggressive,0.2,0.5,3838.0,0.2,0.8,0.4795732981819995,0.5204267018180004,0.4795732981819995,0.5204267018180004,5616.0,0.18,0.82,0.43161596836379956,0.5683840316362004,0.18000000000000002,0.82,4603.0,0.6,0.4,0.6949472470751786,0.30505275292482137,0.24770642201834858,0.7522935779816514,9765.0,Do_Not_Divert,-0.2514591,Do_Not_Divert,-0.2514591,Do_Not_Divert,-0.29125134882833675
PSU,105,Human_Single,Final-Exam-1,2,9,80808.0,1,0.4,0.436206103,4,0,39031.0,Passive,Aggressive,0.3,0.6,5211.0,0.3,0.7,0.5906492045295191,0.4093507954704809,0.5906492045295191,0.4093507954704809,4914.0,0.15,0.85,0.23625968181180765,0.7637403181881923,0.12,0.88,2995.0,0.4,0.6,0.13395377957595603,0.866046220424044,0.10526315789473682,0.8947368421052632,2418.0,Do_Not_Divert,-0.20414047039999997,Do_Not_Divert,-0.20414047039999997,Do_Not_Divert,-0.06836346893623393
PSU,105,Human_Single,Final-Exam-1,2,10,42963.0,1,0.4,0.069971517,2,1,4867.0,Passive,Aggressive,0.4,0.7,5694.0,0.7,0.3,0.6952674352257704,0.3047325647742296,0.6952674352257704,0.3047325647742296,4727.0,0.3,0.7,0.27810697409030816,0.7218930259096918,0.27999999999999997,0.72,5538.0,0.6,0.4,0.5361222492873402,0.4638777507126598,0.391304347826087,0.6086956521739131,3042.0,Divert,-0.4,Divert,-0.4,Divert,-0.4638777507126598
PSU,106,Human_Single,Final-Exam-1,2,1,80543.0,1,1.0,0.122406801,4,0,NaN,NaN,Aggressive,0.5,0.8,18237.0,0.65,0.35,0.65,0.35,0.65,0.35,10171.0,0.85,0.15,0.65,0.35,0.65,0.35,6521.0,0.4,0.6,0.4814814814814815,0.5185185185185185,0.7906976744186046,0.2093023255813954,26083.0,Do_Not_Divert,-1.2082982368000001,Divert,-0.6,Divert,-0.5185185185185185
PSU,106,Human_Single,Final-Exam-1,2,2,45786.0,1,0.4,0.121429501,2,1,8595.0,Aggressive,Aggressive,0.4,0.7,8127.0,0.6,0.4,0.5846153846153846,0.41538461538461535,0.5846153846153846,0.41538461538461535,4119.0,0.55,0.45,0.23384615384615387,0.7661538461538462,0.24,0.76,4804.0,0.6,0.4,0.4779874213836477,0.5220125786163523,0.6470588235294118,0.3529411764705882,7925.0,Divert,-0.4,Divert,-0.4,Divert,-0.5220125786163523
PSU,106,Human_Single,Final-Exam-1,2,3,29187.0,1,0.4,0.316709615,2,0,3338.0,Aggressive,Aggressive,0.2,0.5,4150.0,0.5,0.5,0.4184269662921348,0.5815730337078652,0.4184269662921348,0.5815730337078652,2808.0,0.45,0.55,0.16737078651685394,0.8326292134831461,0.2,0.8,4882.0,0.4,0.6,0.09132823229350596,0.908671767706494,0.35294117647058826,0.6470588235294117,2949.0,Do_Not_Divert,-0.29326461600000003,Do_Not_Divert,-0.29326461600000003,Do_Not_Divert,-0.06695834743378457
PSU,106,Human_Single,Final-Exam-1,2,4,19360.0,1,0.4,0.128749834,4,1,1982.0,Aggressive,Aggressive,0.5,0.8,3136.0,0.8,0.2,0.7514192911057331,0.24858070889426687,0.7514192911057331,0.24858070889426687,2980.0,0.75,0.25,0.3005677164422933,0.6994322835577067,0.32000000000000006,0.6799999999999999,2418.0,0.6,0.4,0.563164820918604,0.436835179081396,0.8181818181818182,0.18181818181818177,2075.0,Divert,-0.4,Divert,-0.4,Divert,-0.436835179081396
PSU,106,Human_Single,Final-Exam-1,2,5,28751.0,1,0.4,0.462172589,4,1,2496.0,Aggressive,Aggressive,0.3,0.6,4290.0,0.6,0.4,0.5680646926840526,0.4319353073159474,0.5680646926840526,0.4319353073159474,2699.0,0.55,0.45,0.22722587707362105,0.7727741229263789,0.24,0.76,10796.0,0.6,0.4,0.46868356360196806,0.5313164363980319,0.6470588235294118,0.3529411764705882,2574.0,Divert,-0.4,Do_Not_Divert,-0.1815715727999999,Do_Not_Divert,-0.1418326863145302
PSU,106,Human_Single,Final-Exam-1,2,6,24367.0,1,0.4,0.345811268,5,0,3603.0,Aggressive,Aggressive,0.3,0.6,3182.0,0.6,0.4,0.5821003772397566,0.4178996227602434,0.5821003772397566,0.4178996227602434,3932.0,0.55,0.45,0.23284015089590265,0.7671598491040974,0.24,0.76,4056.0,0.4,0.6,0.13175952985461178,0.8682404701453882,0.44897959183673475,0.5510204081632653,3136.0,Do_Not_Divert,-0.616754928,Divert,-0.6,Do_Not_Divert,-0.20315834837198735
PSU,106,Human_Single,Final-Exam-1,2,7,23603.0,1,0.7,0.311638031,2,1,2137.0,Aggressive,Aggressive,0.2,0.5,2995.0,0.5,0.5,0.47978478232278043,0.5202152176772196,0.47978478232278043,0.5202152176772196,2465.0,0.65,0.35,0.33584934762594626,0.6641506523740537,0.35,0.65,6974.0,0.63,0.37,0.6027091160264504,0.3972908839735496,0.7358490566037735,0.26415094339622647,1872.0,Divert,-0.37,Divert,-0.37,Divert,-0.3972908839735496
PSU,106,Human_Single,Final-Exam-1,2,8,19500.0,1,0.9,0.395225375,2,1,3557.0,Aggressive,Aggressive,0.2,0.5,2714.0,0.5,0.5,0.4795732981819995,0.5204267018180004,0.4795732981819995,0.5204267018180004,2839.0,0.75,0.25,0.43161596836379956,0.5683840316362004,0.45,0.55,3510.0,0.7,0.3,0.6949472470751786,0.30505275292482137,0.8181818181818182,0.18181818181818177,1654.0,Divert,-0.30000000000000004,Do_Not_Divert,-0.29336895,Do_Not_Divert,-0.29125134882833675
PSU,106,Human_Single,Final-Exam-1,2,9,27160.0,1,0.4,0.436206103,4,0,2558.0,Aggressive,Aggressive,0.3,0.6,2824.0,0.6,0.4,0.5906492045295191,0.4093507954704809,0.5906492045295191,0.4093507954704809,2621.0,0.5,0.5,0.23625968181180765,0.7637403181881923,0.24,0.76,3182.0,0.5,0.5,0.13395377957595603,0.866046220424044,0.4,0.6,1934.0,Do_Not_Divert,-0.25517558799999995,Do_Not_Divert,-0.25517558799999995,Do_Not_Divert,-0.06836346893623393
PSU,106,Human_Single,Final-Exam-1,2,10,21200.0,1,0.4,0.069971517,2,1,1903.0,Aggressive,Aggressive,0.4,0.7,4820.0,0.7,0.3,0.6952674352257704,0.3047325647742296,0.6952674352257704,0.3047325647742296,2808.0,0.65,0.35,0.27810697409030816,0.7218930259096918,0.27999999999999997,0.72,2683.0,0.75,0.25,0.5361222492873402,0.4638777507126598,0.7358490566037735,0.26415094339622647,2793.0,Divert,-0.25,Divert,-0.25,Divert,-0.4638777507126598
PSU,107,Human_Single,Final-Exam-1,2,1,89903.0,1,1.0,0.122406801,4,0,NaN,NaN,Aggressive,0.5,0.8,43119.0,0.5,0.5,0.65,0.35,0.65,0.35,3135.0,0.5,0.5,0.65,0.35,0.5,0.5,18392.0,0.2,0.8,0.4814814814814815,0.5185185185185185,0.4,0.6,18783.0,Do_Not_Divert,-0.6041491184000001,Do_Not_Divert,-0.6041491184000001,Divert,-0.5185185185185185
PSU,107,Human_Single,Final-Exam-1,2,2,35677.0,1,0.4,0.121429501,2,1,4758.0,Aggressive,Aggressive,0.4,0.7,3213.0,0.7,0.3,0.5846153846153846,0.41538461538461535,0.5846153846153846,0.41538461538461535,3198.0,0.28,0.72,0.23384615384615387,0.7661538461538462,0.27999999999999997,0.72,7660.0,0.18,0.82,0.4779874213836477,0.5220125786163523,0.368421052631579,0.631578947368421,6006.0,Do_Not_Divert,-0.27257075928,Do_Not_Divert,-0.27257075928,Divert,-0.5220125786163523
PSU,107,Human_Single,Final-Exam-1,2,3,22698.0,1,0.4,0.316709615,2,0,1935.0,Aggressive,Aggressive,0.2,0.5,7472.0,0.5,0.5,0.4184269662921348,0.5815730337078652,0.4184269662921348,0.5815730337078652,2200.0,0.2,0.8,0.16737078651685394,0.8326292134831461,0.2,0.8,3292.0,0.08,0.92,0.09132823229350596,0.908671767706494,0.14285714285714288,0.8571428571428571,3026.0,Do_Not_Divert,-0.0586529232,Do_Not_Divert,-0.0586529232,Do_Not_Divert,-0.06695834743378457
PSU,107,Human_Single,Final-Exam-1,2,4,25194.0,1,0.4,0.128749834,4,1,2122.0,Aggressive,Aggressive,0.5,0.8,2979.0,0.8,0.2,0.7514192911057331,0.24858070889426687,0.7514192911057331,0.24858070889426687,6865.0,0.32,0.68,0.3005677164422933,0.6994322835577067,0.32000000000000006,0.6799999999999999,4836.0,0.19,0.81,0.563164820918604,0.436835179081396,0.4137931034482759,0.5862068965517241,4664.0,Divert,-0.81,Do_Not_Divert,-0.56430025232,Divert,-0.436835179081396
PSU,107,Human_Single,Final-Exam-1,2,5,27878.0,1,0.4,0.462172589,4,1,2294.0,Aggressive,Aggressive,0.3,0.6,2995.0,0.6,0.4,0.5680646926840526,0.4319353073159474,0.5680646926840526,0.4319353073159474,3573.0,0.24,0.76,0.22722587707362105,0.7727741229263789,0.24,0.76,9516.0,0.19,0.81,0.46868356360196806,0.5313164363980319,0.32142857142857134,0.6785714285714286,4399.0,Divert,-0.81,Do_Not_Divert,-0.057497664719999966,Do_Not_Divert,-0.1418326863145302
PSU,107,Human_Single,Final-Exam-1,2,6,26910.0,1,0.4,0.345811268,5,0,1482.0,Aggressive,Aggressive,0.3,0.6,2746.0,0.6,0.4,0.5821003772397566,0.4178996227602434,0.5821003772397566,0.4178996227602434,3027.0,0.24,0.76,0.23284015089590265,0.7671598491040974,0.24,0.76,12464.0,0.09,0.91,0.13175952985461178,0.8682404701453882,0.1739130434782609,0.8260869565217391,3869.0,Do_Not_Divert,-0.13876985879999998,Do_Not_Divert,-0.13876985879999998,Do_Not_Divert,-0.20315834837198735
PSU,107,Human_Single,Final-Exam-1,2,7,34460.0,1,0.7,0.311638031,2,1,2355.0,Aggressive,Aggressive,0.2,0.5,2714.0,0.5,0.5,0.47978478232278043,0.5202152176772196,0.47978478232278043,0.5202152176772196,4384.0,0.35,0.65,0.33584934762594626,0.6641506523740537,0.35,0.65,17738.0,0.21,0.79,0.6027091160264504,0.3972908839735496,0.4468085106382979,0.553191489361702,3510.0,Divert,-0.79,Do_Not_Divert,-0.15822405396,Divert,-0.3972908839735496
PSU,107,Human_Single,Final-Exam-1,2,8,38501.0,1,0.9,0.395225375,2,1,4727.0,Aggressive,Aggressive,0.2,0.5,16177.0,0.5,0.5,0.4795732981819995,0.5204267018180004,0.4795732981819995,0.5204267018180004,2855.0,0.45,0.55,0.43161596836379956,0.5683840316362004,0.45,0.55,7332.0,0.27,0.73,0.6949472470751786,0.30505275292482137,0.5510204081632653,0.44897959183673475,3853.0,Divert,-0.73,Do_Not_Divert,-0.11315659500000001,Do_Not_Divert,-0.29125134882833675
