site_id,subject_id,participant_ID,age,gender,visual_impairment,visual_impairment_kind,education_associate,education_bachelor,education_certificate,education_master,education_other,education_phd,education_associate_discipline,education_master_discipline,education_certificate_discipline,education_bachelor_discipline,education_phd_discipline,education_other_type,education_other-discipline,education_current_discipline,education_current_degree,probability_statistics_training,probability_statistics_usage,geospatial_data_usage,job_title_position_1,number_years_1,employer_2,employer_3,employer_4,employer_5,employer_6,employer_7,employer_8,employer_9,employer_10,employer_1,job_title_position_10,job_title_position_9,job_title_position_8,job_title_position_7,job_title_position_6,job_title_position_5,job_title_position_4,job_title_position_3,job_title_position_2,number_years_10,number_years_9,number_years_8,number_years_7,number_years_6,number_years_5,number_years_4,number_years_3,number_years_2,geospatial_analysis_expertise,spatial_ability_rating,cognitive_reflection_cents,cognitive_reflection_minutes,cognitive_reflection_days,played_video_games_ever,played_video_games_twelve_months,video_game_time,video_game_hours_per_time,bis-bas_1,bis-bas_2,bis-bas_3,bis-bas_11,bis-bas_12,bis-bas_13,bis-bas_14,bis-bas_15,bis-bas_16,bis-bas_17,bis-bas_18,bis-bas_19,bis-bas_10,bis-bas_20,bis-bas_4,bis-bas_5,bis-bas_6,bis-bas_7,bis-bas_8,bis-bas_9,bis-bas_21,bis-bas_22,bis-bas_23,bis-bas_24,cognitive_style_1,cognitive_style_2,cognitive_style_3,cognitive_style_4,cognitive_style_5,cognitive_style_6,cognitive_style_7,cognitive_style_8,cognitive_style_9,cognitive_style_10,cognitive_style_11,cognitive_style_12,cognitive_style_13,spatial_ability_1,spatial_ability_2,spatial_ability_3,spatial_ability_4,spatial_ability_5,spatial_ability_6,spatial_ability_7,spatial_ability_8,spatial_ability_9,spatial_ability_10,spatial_ability_11,spatial_ability_12,spatial_ability_13,spatial_ability_14,spatial_ability_15,water_test_1,water_test_2,water_test_3,water_test_4,water_test_5,water_test_6,SubmitButton1
PSU,127,127,21,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Landscape Contracting,Bachelor,elementary,rarely,occasionally,Christmas tree farmer,7,Ruppert Landscapes,,,,,,,,,Khuns Tree Farm,,,,,,,,,Intern,,,,,,,,,1,novice,good,10,100,12,yes,yes,month,5,very_true,somewhat_true,very_true,somewhat_true,somewhat_true,somewhat_false,very_true,somewhat_true,very_false,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_true,very_true,very_false,somewhat_true,somewhat_true,very_true,very_true,somewhat_true,agree,disagree,disagree,agree,agree,disagree,agree,disagree,agree,agree,disagree,disagree,fox,strongly_agree,strongly_disagree,agree,agree,slightly_agree,strongly_disagree,agree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,disagree,c,c,e,d,a,e,
PSU,128,128,22,Male,No,,Off,On,Off,Off,Off,Off,Food Science,,,Nutrition ,,,,,,elementary,occasionally,rarely,Food Service Manager,1,Boscovs ,Docs Family Fun Center,,,,,,,,NACUFS Intern,,,,,,,,Ref,Phone Audit,,,,,,,,4,1,none,average,10,20,47,yes,yes,month,3 hours per month,very_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_false,very_true,very_true,very_true,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_false,very_true,very_true,very_true,agree,disagree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,disagree,fox,agree,strongly_disagree,strongly_agree,agree,agree,no_agree_disagree,slightly_disagree,disagree,no_agree_disagree,slightly_disagree,slightly_disagree,strongly_disagree,slightly_agree,slightly_agree,no_agree_disagree,d,b,f,g,f,e,
PSU,129,129,20,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Information Sciences and Technology and Security and Risk Analysis,Bachelor,elementary,occasionally,rarely,Volunteer,1,Krispy Kreme,,,,,,,,,Breathing Room Foundation,,,,,,,,,Retail Specialist,,,,,,,,,1,novice,poor,10,100,47,yes,yes,week,3,very_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_false,very_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,very_true,somewhat_true,agree,disagree,disagree,disagree,agree,agree,disagree,agree,agree,agree,disagree,disagree,fox,disagree,strongly_disagree,no_agree_disagree,agree,slightly_agree,no_agree_disagree,slightly_disagree,disagree,no_agree_disagree,strongly_agree,slightly_agree,slightly_disagree,agree,strongly_disagree,slightly_disagree,b,a,c,c,b,b,
PSU,130,130,20,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Geography,Bachelors,intermediate,occasionally,often,GIS Intern,.25,Penn State University Libraries,,,,,,,,,State College Planning Department,,,,,,,,,GIS Intern,,,,,,,,,1,novice,good,10,100,24,yes,yes,year,10,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_false,somewhat_true,very_true,disagree,disagree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,fox,agree,no_agree_disagree,agree,agree,slightly_agree,no_agree_disagree,agree,disagree,agree,disagree,disagree,disagree,slightly_disagree,slightly_agree,disagree,c,c,e,e,a,e,
PSU,131,131,21,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Security and Risk Analysis,Bachelor,elementary,occasionally,occasionally,Busser,1,Penn State Commons Desk,,,,,,,,,The Tavern,,,,,,,,,Commons Desk Coordinator,,,,,,,,,1,novice,average,$.10,100,47,yes,yes,week,2,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,somewhat_false,very_true,somewhat_true,somewhat_true,somewhat_true,very_true,somewhat_true,very_true,very_true,very_true,very_true,very_true,very_true,somewhat_false,somewhat_true,very_true,somewhat_true,very_true,somewhat_true,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,disagree,agree,fox,agree,disagree,slightly_agree,strongly_agree,slightly_agree,strongly_disagree,slightly_agree,slightly_disagree,slightly_agree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,f,a,f,c,b,b,
PSU,132,132,20,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Geography-GIS Option,Bachelor's / Junior,intermediate,often,often,Geospatial Analyst Intern,3 months,Giant Food Stores,,,,,,,,,Terrasim Inc.,,,,,,,,,Cashier/Service Associate,,,,,,,,,4,intermediate,good,0,20,24,yes,yes,week,2 hours per day,very_true,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,very_true,somewhat_true,very_true,somewhat_false,somewhat_true,very_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,agree,disagree,disagree,agree,agree,agree,disagree,disagree,agree,disagree,disagree,agree,fox,agree,disagree,agree,agree,no_agree_disagree,slightly_disagree,strongly_agree,slightly_disagree,agree,disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,slightly_disagree,b,g,f,a,b,f,
PSU,133,133,20,Male,Yes,Contacts  dad is colorblind (so I may be later in life),Off,Off,Off,Off,Off,Off,,,,,,,,Security & Risk Analysis - College of IST,Bachelor,elementary,occasionally,occasionally,Sales Associate,1,Atria Senior Living,Giant Food Stores,,,,,,,,Parkway Pool & Patio,,,,,,,,Associate,Server,,,,,,,,1,1,novice,average,10,100,24,yes,yes,day,2,very_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,very_false,very_false,somewhat_true,somewhat_true,very_true,somewhat_false,somewhat_false,very_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,very_true,somewhat_true,disagree,agree,disagree,agree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,fox,strongly_agree,slightly_disagree,slightly_agree,agree,strongly_agree,disagree,agree,disagree,agree,slightly_disagree,disagree,disagree,slightly_disagree,slightly_agree,disagree,c,f,e,d,a,d,
PSU,134,134,21,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Security Risk Analysis,Bachelor,elementary,rarely,never,Sandwich Artist,1,Barrie Day Camp,,,,,,,,,Subway,,,,,,,,,Senior Counselor,,,,,,,,,2,novice,poor,10,100,24,yes,yes,day,1,very_true,somewhat_true,very_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_false,somewhat_false,somewhat_false,somewhat_false,very_true,very_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,agree,agree,disagree,agree,agree,disagree,agree,agree,disagree,agree,agree,disagree,fox,agree,agree,slightly_disagree,slightly_disagree,slightly_agree,slightly_agree,no_agree_disagree,agree,slightly_disagree,agree,agree,slightly_disagree,disagree,agree,slightly_disagree,a,c,f,c,b,c,
PSU,135,135,20,Male,No,,Off,Off,Off,Off,On,Off,,,,,,High School Diploma,General Studies,Intelligence  National Security  Cybersecurity,Security Risk Analysis  200 level courses,elementary,occasionally,rarely,Cadet,2,Applebees,Franco's Pizza,,,,,,,,Air Force Reserve Officer Training Corps,,,,,,,,Server,Server,,,,,,,,2,2,none,weak,10,100,47,yes,yes,week,3,somewhat_true,somewhat_false,somewhat_true,very_false,very_true,somewhat_true,very_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,very_true,very_true,somewhat_true,very_true,somewhat_false,very_true,somewhat_true,somewhat_true,very_true,somewhat_false,agree,disagree,disagree,disagree,agree,agree,disagree,agree,agree,agree,disagree,disagree,fox,slightly_agree,agree,agree,slightly_agree,disagree,slightly_disagree,disagree,slightly_agree,agree,slightly_disagree,no_agree_disagree,disagree,no_agree_disagree,slightly_disagree,disagree,b,g,g,d,f,f,
PSU,136,136,19,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,SRA/IAM,Bachelor,intermediate,never,never,Group Leader/General Counselor,3,,,,,,,,,,Camp Lakota,,,,,,,,,,,,,,,,,,,novice,good,.05,100,47,yes,yes,day,2.5,somewhat_true,very_false,somewhat_true,very_false,somewhat_true,somewhat_false,somewhat_false,somewhat_false,somewhat_false,very_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,very_true,somewhat_false,somewhat_true,very_true,somewhat_false,somewhat_false,somewhat_false,somewhat_false,somewhat_true,somewhat_true,agree,disagree,disagree,agree,agree,agree,disagree,agree,agree,agree,disagree,disagree,fox,strongly_agree,disagree,no_agree_disagree,strongly_agree,slightly_agree,disagree,no_agree_disagree,disagree,agree,strongly_disagree,no_agree_disagree,disagree,slightly_disagree,slightly_agree,disagree,c,c,e,d,a,e,
PSU,137,137,23,Male,Yes,contact lens. one eye,Off,Off,Off,Off,Off,Off,,,,,,,,Crime Law and Justice + Security and Risk Analysis,Bachelor of Arts,elementary,rarely,never,Receiving Associate,1,Keystone Oaks High School,Castle Shannon Library,,,,,,,,Burlington Coat Factory,,,,,,,,Library Page,Summer Help,,,,,,,,2,1,none,good,10,5,36,yes,yes,day,2,very_false,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,very_false,somewhat_true,somewhat_true,very_true,very_true,somewhat_true,very_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,somewhat_false,somewhat_false,somewhat_false,somewhat_true,somewhat_true,disagree,disagree,agree,disagree,agree,disagree,disagree,agree,agree,disagree,disagree,disagree,fox,disagree,slightly_agree,slightly_disagree,no_agree_disagree,no_agree_disagree,slightly_agree,slightly_disagree,slightly_agree,slightly_disagree,agree,agree,slightly_agree,agree,slightly_disagree,slightly_disagree,f,c,g,g,e,b,
PSU,138,138,29,Male,Yes,corrective lens/contacts,Off,On,Off,On,Off,Off,,Geography,,Geographic Information Science,,,,Geography,PhD,intermediate,occasionally,often,Cartographic Product Engineer,< 1,The Pennsylvania State University,Michigan State University,Michigan State University,Michigan Department of Education,,,,,,Esri,,,,,,Student Assistant,Research Aide,Research Assistant,Graduate Fellow/Research Assistant,,,,,,6,1,2,3,expert,excellent,5,5,47,yes,yes,day,1,very_true,somewhat_true,very_true,somewhat_false,very_true,somewhat_false,very_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_true,very_true,somewhat_false,very_true,somewhat_true,somewhat_true,somewhat_true,very_true,disagree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,disagree,disagree,hedgehog,strongly_agree,slightly_agree,agree,agree,strongly_agree,disagree,strongly_agree,disagree,strongly_agree,disagree,disagree,strongly_disagree,disagree,strongly_agree,disagree,c,c,f,d,a,f,
PSU,139,139,21,Female,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Rehabilitation,Bachelor,elementary,occasionally,rarely,Sales Associate,2,,,,,,,,,,The Family Clothesline,,,,,,,,,,,,,,,,,,,novice,good,5,100,47,yes,yes,year,7,somewhat_true,very_false,very_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_true,very_true,very_true,somewhat_true,very_true,somewhat_true,very_true,very_true,very_true,very_true,very_true,very_true,somewhat_true,somewhat_false,very_false,very_true,very_true,disagree,disagree,agree,disagree,agree,agree,disagree,agree,agree,disagree,disagree,disagree,fox,slightly_agree,disagree,disagree,slightly_agree,disagree,agree,no_agree_disagree,slightly_disagree,slightly_agree,slightly_agree,slightly_disagree,disagree,agree,slightly_disagree,slightly_agree,c,d,c,d,a,b,
PSU,140,140,28,Male,No,,Off,On,Off,On,Off,Off,,Higher Education Administration,,Finance,,,,,,intermediate,rarely,never,Learning Designer,5,,,,,,,,,,Penn State University,,,,,,,,,,,,,,,,,,,none,poor,10,5,36,yes,yes,month,10,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,somewhat_false,very_true,very_true,somewhat_true,somewhat_true,somewhat_false,somewhat_false,very_true,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,agree,agree,disagree,agree,agree,disagree,agree,disagree,agree,agree,disagree,agree,fox,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,agree,slightly_agree,no_agree_disagree,no_agree_disagree,slightly_disagree,slightly_agree,agree,strongly_disagree,disagree,disagree,slightly_disagree,c,c,d,d,a,e,
PSU,141,141,20,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Science,Bachelor,elementary,never,never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,average,10,100,24,yes,yes,day,1,somewhat_true,somewhat_true,somewhat_true,somewhat_true,very_true,somewhat_false,very_true,very_true,somewhat_false,very_true,somewhat_true,somewhat_false,very_true,very_true,very_true,very_true,somewhat_false,very_true,very_false,very_true,somewhat_true,very_true,very_true,somewhat_false,agree,disagree,agree,agree,disagree,agree,disagree,agree,agree,agree,agree,disagree,fox,strongly_agree,slightly_agree,disagree,agree,disagree,disagree,agree,strongly_disagree,agree,disagree,disagree,disagree,disagree,no_agree_disagree,disagree,f,a,d,b,e,d,
PSU,142,142,22,Male,Yes,Vision corrected with contact lenses,Off,Off,Off,Off,Off,Off,,,,,,,,Information Sciences and Technologies,Bachelor of Science,intermediate,occasionally,occasionally,,,Mad Mex Happy Valley,Saloon State College,,,,,,,,,,,,,,,,Door Staff,Server,,,,,,,,1,0,novice,good,.05,100,47,yes,yes,week,5,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,very_true,very_true,very_true,very_true,very_true,very_true,very_true,somewhat_true,very_true,somewhat_true,somewhat_true,very_true,very_true,disagree,agree,disagree,disagree,agree,agree,disagree,agree,agree,agree,agree,disagree,fox,agree,no_agree_disagree,slightly_agree,slightly_agree,strongly_agree,slightly_agree,no_agree_disagree,disagree,agree,slightly_disagree,no_agree_disagree,strongly_disagree,no_agree_disagree,slightly_agree,disagree,c,g,e,b,a,d,
PSU,143,143,20,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Security and Risk Analysis,Bachelor,elementary,rarely,rarely,Specialist/Infantryman,2,Garden State Powerwash,,,,,,,,,Army National Guard,,,,,,,,,Foreman,,,,,,,,,1,novice,weak,10,100,47,yes,yes,month,1,very_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_true,very_true,very_true,very_true,somewhat_false,very_true,somewhat_true,very_true,very_true,somewhat_true,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,fox,agree,agree,strongly_agree,agree,agree,slightly_disagree,no_agree_disagree,slightly_disagree,agree,slightly_disagree,slightly_disagree,disagree,slightly_disagree,slightly_agree,slightly_agree,c,c,d,g,a,e,
PSU,144,144,20,Male,Yes,Nearsightedness  wears glasses to compensate,Off,Off,Off,Off,Off,Off,,,,,,,,Security and Risk Analysis,Bachelor,elementary,rarely,occasionally,IT Consultant/Cybersecurity Analyst,1,,,,,,,,,,Bedford Area High School,,,,,,,,,,,,,,,,,,,novice,average,5,5,16,yes,yes,day,3,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,fox,agree,no_agree_disagree,agree,agree,agree,no_agree_disagree,slightly_agree,disagree,slightly_agree,disagree,slightly_disagree,strongly_disagree,disagree,no_agree_disagree,slightly_disagree,c,c,e,d,a,b,
PSU,145,145,33,Male,No,,On,On,Off,Off,Off,Off,Weather Technology,,,Social Studies (7-12),,,,Geography,Bachelor,elementary,rarely,often,Weather Forecaster / Supervisor,4,Tunkhannock Area School Dist.,Abington Heights School Dist,,,,,,,,United States Air Force,,,,,,,,Substitute Teacher,Substitute Teacher,,,,,,,,3,3,novice,excellent,5,5,47,yes,yes,month,4,very_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,very_false,somewhat_false,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_false,very_true,very_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,somewhat_true,very_true,disagree,disagree,agree,agree,agree,agree,agree,disagree,disagree,agree,disagree,agree,fox,slightly_agree,strongly_disagree,slightly_agree,slightly_disagree,agree,agree,agree,slightly_disagree,agree,agree,slightly_disagree,disagree,agree,slightly_disagree,no_agree_disagree,b,c,c,c,f,b,
PSU,146,146,21,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Security and Risk Analysis: Social Factor and Risk,Bachelor,intermediate,occasionally,rarely,Server,5,Rediffer Commons,The Family Clothesline,,,,,,,,Coatesville Country Club,,,,,,,,Sales Associate,Food Worker,,,,,,,,1,.5,novice,poor,10,20,47,yes,yes,week,5-6,very_true,somewhat_false,somewhat_true,very_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,very_true,somewhat_true,very_true,somewhat_true,very_true,very_true,very_true,somewhat_true,very_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,very_true,somewhat_true,agree,disagree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,hedgehog,slightly_agree,disagree,strongly_agree,agree,slightly_agree,strongly_disagree,no_agree_disagree,disagree,slightly_agree,slightly_disagree,slightly_disagree,strongly_disagree,disagree,slightly_disagree,disagree,c,c,f,d,c,e,
PSU,147,147,21,Female,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Geospatial Information Sciences,Bachelor of Science,elementary,occasionally,often,Intern,.5,,,,,,,,,,The Gould Center,,,,,,,,,,,,,,,,,,,intermediate,excellent,5,100,47,no,no,,0,somewhat_true,somewhat_false,somewhat_true,very_false,somewhat_true,somewhat_true,very_true,somewhat_false,somewhat_false,very_true,somewhat_true,very_true,somewhat_false,somewhat_true,very_true,very_true,very_true,very_true,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_false,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,disagree,fox,slightly_agree,disagree,agree,no_agree_disagree,strongly_disagree,slightly_disagree,strongly_agree,disagree,strongly_agree,strongly_agree,slightly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_disagree,c,g,e,d,a,d,
PSU,148,148,18,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Economics,Bachelor/Undergraduate,intermediate,rarely,rarely,Host,1/2,Worthington Lawnscapes,,,,,,,,,Home Delivery Pizza,,,,,,,,,Laborer,,,,,,,,,1/2,novice,good,10,100,12,yes,yes,day,2,somewhat_true,somewhat_false,very_true,somewhat_true,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,very_true,very_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,agree,disagree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,fox,strongly_agree,agree,strongly_agree,strongly_agree,slightly_disagree,slightly_disagree,disagree,slightly_disagree,agree,disagree,slightly_disagree,slightly_disagree,agree,agree,disagree,d,a,f,d,a,d,
PSU,149,149,23,Female,No,,Off,On,Off,Off,Off,Off,,,,Psychology  B.S.,,,,,n/a; in process of apply to graduate school,intermediate,occasionally,never,,,Strawberry Fields  CRR,Penn State,Centre County Women's Resource Center,MidStep Centers for Child Development,Victoria's Secret,,,,,,,,,,Sales Associate,Intern/Intake Coordinator,Counselor/Advocate,Research Assisstant,Psychiatric Direct Support Specialist,,,,,4,1,2,4,10/12,none,weak,10,100,24,yes,yes,month,2,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_false,somewhat_false,somewhat_false,somewhat_true,somewhat_true,somewhat_true,disagree,agree,disagree,agree,agree,agree,disagree,disagree,agree,disagree,disagree,agree,hedgehog,disagree,agree,disagree,disagree,disagree,slightly_agree,slightly_disagree,agree,disagree,agree,agree,no_agree_disagree,agree,disagree,agree,f,c,a,b,b,d,
PSU,150,150,21,Female,Yes,,Off,Off,Off,Off,Off,Off,,,,,,,,Security and Risk Analysis/IAM option,B.S,elementary,never,never,Customer Service,<1 year,Extra Extra,Bath and Body Works,,,,,,,,Lowe's,,,,,,,,Sales Associate,Cashier,,,,,,,,6 months,3 months,none,poor,10,100,24,no,no,,0,somewhat_true,very_true,very_true,somewhat_false,very_true,very_false,somewhat_true,very_true,very_false,very_true,somewhat_true,somewhat_true,very_true,very_true,very_true,very_true,somewhat_true,somewhat_true,somewhat_false,somewhat_true,very_true,very_true,somewhat_true,somewhat_true,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,fox,disagree,strongly_disagree,disagree,disagree,disagree,disagree,disagree,slightly_disagree,disagree,agree,no_agree_disagree,strongly_disagree,agree,agree,strongly_disagree,d,d,a,f,c,a,
PSU,151,151,20,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Security Risk Analysis- Information and Cyber Security,Bachelor of Science,elementary,rarely,rarely,Consumer Researcher,.25,Platinum Parking,,,,,,,,,Maximum Research,,,,,,,,,Valet Driver,,,,,,,,,1,novice,weak,10,100,24,yes,yes,day,1,very_true,somewhat_true,,somewhat_true,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_true,somewhat_true,very_true,very_true,somewhat_false,very_true,very_true,somewhat_true,very_true,very_true,somewhat_false,very_true,somewhat_true,somewhat_true,very_true,somewhat_true,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,fox,slightly_agree,slightly_agree,no_agree_disagree,slightly_agree,slightly_disagree,no_agree_disagree,no_agree_disagree,slightly_disagree,no_agree_disagree,slightly_agree,no_agree_disagree,slightly_disagree,no_agree_disagree,no_agree_disagree,no_agree_disagree,b,a,c,c,b,c,
PSU,152,152,19,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Computer Science,Bachelor,elementary,occasionally,rarely,Sales Associate,.5,Pitt Theatre,Bedford Area School District,,,,,,,,Rockland Manufacturing,,,,,,,,Assist Marching Band Director,Projectionist,,,,,,,,.5,5,novice,average,5,1,47,yes,yes,week,15,somewhat_true,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,somewhat_true,very_true,somewhat_false,very_true,somewhat_true,somewhat_false,very_true,somewhat_true,somewhat_false,very_true,very_false,somewhat_false,very_false,somewhat_true,very_true,somewhat_true,agree,disagree,agree,disagree,agree,agree,disagree,agree,agree,agree,agree,disagree,fox,slightly_agree,strongly_agree,no_agree_disagree,agree,slightly_agree,slightly_disagree,no_agree_disagree,disagree,slightly_agree,slightly_disagree,agree,strongly_disagree,disagree,slightly_agree,slightly_disagree,c,d,b,e,b,d,
PSU,153,153,20,Male,No,,Off,On,Off,Off,Off,Off,,,,Information Sciences & Technology,,,,Information Sciences & Technology: Integration & Application,Bachelors of Science,elementary,never,rarely,Good Works - General Manager,2,,,,,,,,,,Bob Beggs,,,,,,,,,,,,,,,,,,,novice,average,10,100,47,yes,yes,month,5,somewhat_true,somewhat_false,somewhat_false,somewhat_true,somewhat_true,somewhat_true,very_false,somewhat_false,very_true,somewhat_true,somewhat_true,very_true,somewhat_false,somewhat_true,somewhat_true,very_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,somewhat_false,somewhat_false,somewhat_true,very_true,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,agree,disagree,agree,agree,fox,slightly_disagree,disagree,slightly_agree,strongly_disagree,slightly_disagree,agree,no_agree_disagree,slightly_disagree,no_agree_disagree,agree,disagree,strongly_disagree,no_agree_disagree,slightly_disagree,disagree,c,a,g,c,e,f,
PSU,154,154,20,Male,No,,Off,Off,Off,Off,Off,Off,,,,,,,,Information Sciences and Technology: Design and Development,Masters,elementary,rarely,never,Commons Desk,.5,Dairy Queen,Kepler Pool,,,,,,,,PSU,,,,,,,,Front Desk,Cook,,,,,,,,.5,3,none,poor,10,100,24,yes,yes,week,3,very_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_true,somewhat_false,somewhat_false,very_true,somewhat_true,somewhat_false,somewhat_true,somewhat_true,very_true,very_true,somewhat_true,very_true,somewhat_false,somewhat_true,somewhat_false,very_true,very_true,somewhat_true,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,agree,fox,agree,disagree,slightly_disagree,agree,agree,no_agree_disagree,slightly_agree,slightly_disagree,no_agree_disagree,slightly_agree,slightly_agree,disagree,agree,agree,slightly_agree,b,f,d,e,a,d,
