site_id,response_generator_id,data_type,exam_id,task_number,trial_number,AA_measured,AA_magnitude,AA_exhibited,PDE_measured,PDE_magnitude,PDE_exhibited,RR_measured,RR_magnitude,RR_exhibited,AV_measured,AV_magnitude,AV_exhibited
PSU,103,Human_Single,Final-Exam-1,4,1,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,2,0,NaN,NaN,1,0.08170416594551044,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,3,0,NaN,NaN,1,0.013767464927549877,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,4,0,NaN,NaN,1,0.03201150775297035,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,5,0,NaN,NaN,1,0.0,0,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,6,0,NaN,NaN,1,0.07996709557902193,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,7,0,NaN,NaN,1,0.003137761006614337,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,8,0,NaN,NaN,1,0.015109282070779217,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,9,0,NaN,NaN,1,0.020620659316769707,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,10,0,NaN,NaN,1,0.15667301391160993,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,11,0,NaN,NaN,1,0.19744187243589784,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,12,0,NaN,NaN,1,0.4492380871723285,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,13,0,NaN,NaN,1,0.24065039686200818,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,14,0,NaN,NaN,1,0.10673990023020652,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,15,0,NaN,NaN,1,0.027805036454439547,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,16,0,NaN,NaN,1,0.0313309271879042,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,17,0,NaN,NaN,1,0.20216721964716622,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,18,0,NaN,NaN,1,0.3371837083089635,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,19,0,NaN,NaN,1,0.50601922590971,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,20,0,NaN,NaN,1,0.6644007509483869,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,21,0,NaN,NaN,1,0.5405928743093229,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,22,0,NaN,NaN,1,0.6381957591126678,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,23,0,NaN,NaN,1,0.7547023745692605,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,24,0,NaN,NaN,1,0.6381720122620419,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,25,0,NaN,NaN,1,0.5405928743093229,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,26,0,NaN,NaN,1,0.6381537336511072,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,27,0,NaN,NaN,1,0.7718244385231287,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,28,0,NaN,NaN,1,0.8288746308611582,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,29,0,NaN,NaN,1,0.8532749194795799,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,4,30,0,NaN,NaN,1,0.8532749194795799,1,0,NaN,NaN,0,NaN,NaN
PSU,104,Human_Single,Final-Exam-1,4,1,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN
PSU,104,Human_Single,Final-Exam-1,4,2,0,NaN,NaN,1,-0.8375026981585784,0,0,NaN,NaN,0,NaN,NaN
PSU,104,Human_Single,Final-Exam-1,4,3,0,NaN,NaN,1,-0.9054393991765389,0,0,NaN,NaN,0,NaN,NaN
