site_id,response_generator_id,data_type,exam_id,task_number,trial_number,AA_measured,AA_magnitude,AA_exhibited,PDE_measured,PDE_magnitude,PDE_exhibited,RR_measured,RR_magnitude,RR_exhibited,AV_measured,AV_magnitude,AV_exhibited
PSU,103,Human_Single,Final-Exam-1,5,1,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,2,0,NaN,NaN,1,0.08170416594551044,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,3,0,NaN,NaN,1,0.029049405545331308,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,4,0,NaN,NaN,1,0.002497453630884716,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,5,0,NaN,NaN,1,0.22448734186685249,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,6,0,NaN,NaN,1,0.44522183665872683,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,7,0,NaN,NaN,1,0.22448734186685249,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,8,0,NaN,NaN,1,0.4161724311133953,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,9,0,NaN,NaN,1,0.697181425771727,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,10,0,NaN,NaN,1,0.6364953506916853,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,11,0,NaN,NaN,1,0.45213347104702795,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,12,0,NaN,NaN,1,0.3627186614324106,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,13,0,NaN,NaN,1,0.5662880130941168,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,14,0,NaN,NaN,1,0.48695490363324956,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,15,0,NaN,NaN,1,0.27010736616313413,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,16,0,NaN,NaN,1,0.5961780988007555,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,17,0,NaN,NaN,1,0.4835912225812624,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,18,0,NaN,NaN,1,0.39946846036197936,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,19,0,NaN,NaN,1,0.17904749501507333,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,20,0,NaN,NaN,1,0.46540040498648816,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,21,0,NaN,NaN,1,0.24497943963958213,1,0,NaN,NaN,0,NaN,NaN
PSU,103,Human_Single,Final-Exam-1,5,22,0,NaN,NaN,1,0.059933930607623864,1,0,NaN,NaN,0,NaN,NaN
