site_id,response_generator_id,data_type,exam_id,task_number,trial_number,trial_time,num_blue_locations,red_capability_Pc,red_vulnerability_P_1,red_opportunity_U_1,red_activity_detected_1,red_tactics_probs_time,red_tactics_probs_tactic_1,red_tactics_probs_tactic_2,red_tactics_batch_plot_trials_reviewed,red_tactics_batch_plot_trials_total,red_tactics_actual_red_tactic,bluebook_P-Sensitive_prob_1,bluebook_U-Sensitive_prob_1,probs_Pp_time,probs_Pp_1,probs_Pp_normative_1,blue_action_time,blue_action_1,blue_action_expected_utility,blue_action_normative_participant_1,blue_action_normative_participant_expected_utility,blue_action_normative_bayesian_1,blue_action_normative_bayesian_expected_utility
PSU,026,Human_Single,Sample-Exam-2,5,39,8034.0,1,1.0,0.26757915107172003,2,1,2496.0,10.0,90.0,0,38,U-Sensitive,0.4,0.2,2449.0,0.2,0.30086575319819486,2590.0,Do_Not_Divert,-0.185936679142624,Do_Not_Divert,-0.185936679142624,Do_Not_Divert,-0.27970989508708327
PSU,026,Human_Single,Sample-Exam-2,5,40,8627.0,1,1.0,0.46259323796033636,4,1,1342.0,10.0,90.0,0,39,U-Sensitive,0.4,0.8,3635.0,0.8,0.6139472774774777,2074.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Do_Not_Divert,-0.18372623770799484
PSU,027,Human_Single,Sample-Exam-2,5,1,54959.0,1,1.0,0.31497503765204016,3,0,NaN,NaN,NaN,NaN,0,P-Sensitive,0.4,0.2,37643.0,0.3,0.30000000000000004,15693.0,Divert,-0.7,Do_Not_Divert,-0.3330449322263277,Do_Not_Divert,-0.33304493222632775
PSU,027,Human_Single,Sample-Exam-2,5,2,40372.0,1,0.4,0.5063359234067369,2,0,11731.0,40.0,60.0,0,1,P-Sensitive,0.4,0.2,21450.0,0.3,0.3333333333333333,5522.0,Divert,-0.7,Do_Not_Divert,0.007603108088084331,Do_Not_Divert,0.008447897875649257
PSU,027,Human_Single,Sample-Exam-2,5,3,25070.0,1,0.7,0.5833671913934919,3,1,8253.0,25.0,75.0,0,2,P-Sensitive,0.4,0.2,12246.0,0.2,0.32,2714.0,Do_Not_Divert,0.1000406296721903,Do_Not_Divert,0.1000406296721903,Do_Not_Divert,0.16006500747550448
PSU,027,Human_Single,Sample-Exam-2,5,4,12683.0,1,0.4,0.18294592578280877,2,0,2636.0,25.0,75.0,0,3,P-Sensitive,0.6,0.2,6100.0,0.2,0.5,2808.0,Do_Not_Divert,-0.253643259373753,Do_Not_Divert,-0.253643259373753,Divert,-0.5
PSU,027,Human_Single,Sample-Exam-2,5,5,14071.0,1,0.7,0.600383523270104,2,0,2074.0,25.0,75.0,0,4,P-Sensitive,0.4,0.2,5242.0,0.2,0.3410520256170397,4774.0,Do_Not_Divert,0.08030681861608323,Do_Not_Divert,0.08030681861608323,Do_Not_Divert,0.13694401579937687
PSU,027,Human_Single,Sample-Exam-2,5,6,17659.0,1,0.9,0.35399626921032723,2,1,1872.0,25.0,75.0,0,5,P-Sensitive,0.4,0.2,3510.0,0.2,0.3248154218606679,11029.0,Do_Not_Divert,-0.11680298463173822,Do_Not_Divert,-0.11680298463173822,Do_Not_Divert,-0.1896970536387158
PSU,027,Human_Single,Sample-Exam-2,5,7,13790.0,1,1.0,0.4936615703684375,5,1,4711.0,25.0,75.0,0,6,P-Sensitive,0.4,0.8,4540.0,0.8,0.5833369334991367,3494.0,Divert,-0.19999999999999996,Do_Not_Divert,-0.050707437052500026,Do_Not_Divert,-0.03697440104475734
PSU,027,Human_Single,Sample-Exam-2,5,8,14243.0,1,0.4,0.2934773373366659,5,0,2715.0,25.0,75.0,0,7,P-Sensitive,0.4,0.8,7659.0,0.8,0.5678979180658161,2153.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.43210208193418387
PSU,027,Human_Single,Sample-Exam-2,5,9,23509.0,1,0.7,0.11321259137099404,3,0,1685.0,25.0,75.0,0,8,U-Sensitive,0.6,0.2,9142.0,0.2,0.39694588071716885,11653.0,Divert,-0.8,Do_Not_Divert,-0.46414489035480716,Divert,-0.6030541192828311
PSU,027,Human_Single,Sample-Exam-2,5,10,29890.0,1,0.4,0.03376673619351811,5,0,2481.0,25.0,75.0,0,9,U-Sensitive,0.6,0.8,23884.0,0.8,0.6881006199225657,2418.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.31189938007743434
PSU,027,Human_Single,Sample-Exam-2,5,11,17098.0,1,0.4,0.18404820457740712,3,0,2543.0,25.0,75.0,0,10,U-Sensitive,0.6,0.2,6365.0,0.2,0.426299273976835,7207.0,Do_Not_Divert,-0.3791421545071115,Do_Not_Divert,-0.3791421545071115,Divert,-0.573700726023165
PSU,027,Human_Single,Sample-Exam-2,5,12,9656.0,1,0.7,0.38887270333701096,3,0,1731.0,25.0,75.0,0,11,U-Sensitive,0.4,0.2,4150.0,0.2,0.3091497344998376,2668.0,Do_Not_Divert,-0.13335275599558685,Do_Not_Divert,-0.13335275599558685,Do_Not_Divert,-0.2061298455542865
PSU,027,Human_Single,Sample-Exam-2,5,13,13853.0,1,0.9,0.057387496806439176,2,0,1404.0,25.0,75.0,0,12,U-Sensitive,0.6,0.2,5554.0,0.2,0.40536173084172955,5819.0,Do_Not_Divert,-0.3540900025548487,Do_Not_Divert,-0.3540900025548487,Divert,-0.5946382691582704
PSU,027,Human_Single,Sample-Exam-2,5,14,49140.0,1,1.0,0.2662596063096403,3,0,36005.0,25.0,75.0,13,13,U-Sensitive,0.4,0.2,5569.0,0.2,0.2918186786344388,6864.0,Do_Not_Divert,-0.28048847242843167,Do_Not_Divert,-0.28048847242843167,Do_Not_Divert,-0.40925887698128566
PSU,027,Human_Single,Sample-Exam-2,5,15,11388.0,1,1.0,0.5064099674647828,5,1,1810.0,25.0,75.0,0,14,U-Sensitive,0.4,0.8,6630.0,0.8,0.6344530460867768,2199.0,Divert,-0.19999999999999996,Do_Not_Divert,0.05127973971826272,Do_Not_Divert,0.04066823383348607
PSU,027,Human_Single,Sample-Exam-2,5,16,14742.0,1,0.4,0.1598291374233498,2,1,1638.0,25.0,75.0,0,15,U-Sensitive,0.6,0.2,9688.0,0.2,0.391622221446807,2870.0,Do_Not_Divert,-0.2721366900613202,Do_Not_Divert,-0.2721366900613202,Do_Not_Divert,-0.532873875494977
PSU,027,Human_Single,Sample-Exam-2,5,17,10561.0,1,0.7,0.16660703387149745,2,1,1545.0,25.0,75.0,0,16,U-Sensitive,0.6,0.2,2979.0,0.2,0.3698856196979251,2496.0,Do_Not_Divert,-0.26671437290280203,Do_Not_Divert,-0.26671437290280203,Do_Not_Divert,-0.49326905551748207
PSU,027,Human_Single,Sample-Exam-2,5,18,18689.0,1,0.4,0.21396188864545995,4,0,1763.0,25.0,75.0,0,17,U-Sensitive,0.6,0.8,14103.0,0.8,0.6993843533354758,2199.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.3006156466645242
PSU,027,Human_Single,Sample-Exam-2,5,19,35568.0,1,0.4,0.5406303245778592,2,0,1420.0,25.0,75.0,0,18,U-Sensitive,0.4,0.2,23790.0,0.2,0.30785169833924314,9157.0,Do_Not_Divert,0.032504259662287364,Do_Not_Divert,0.032504259662287364,Do_Not_Divert,0.05003245770147459
PSU,027,Human_Single,Sample-Exam-2,5,20,22573.0,1,0.7,0.5331279305207988,2,0,9079.0,25.0,75.0,19,19,U-Sensitive,0.4,0.2,10437.0,0.2,0.3004328847107362,2418.0,Do_Not_Divert,0.026502344416639012,Do_Not_Divert,0.026502344416639012,Do_Not_Divert,0.03981087892344166
PSU,027,Human_Single,Sample-Exam-2,5,21,15086.0,1,0.4,0.4187358626187436,4,1,1576.0,25.0,75.0,0,20,U-Sensitive,0.4,0.8,7020.0,0.8,0.5616701509435701,5725.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Do_Not_Divert,-0.3651491224738343
PSU,027,Human_Single,Sample-Exam-2,5,22,7940.0,1,0.4,0.024153519977379245,2,1,1607.0,25.0,75.0,0,21,U-Sensitive,0.6,0.2,2917.0,0.2,0.44701190899741206,2870.0,Do_Not_Divert,-0.38067718401809664,Do_Not_Divert,-0.38067718401809664,Divert,-0.552988091002588
PSU,027,Human_Single,Sample-Exam-2,5,23,16801.0,1,0.7,0.4565132762271018,4,0,1607.0,25.0,75.0,0,22,U-Sensitive,0.4,0.8,3167.0,0.8,0.5654696796587653,11559.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Do_Not_Divert,-0.19672339009015963
PSU,027,Human_Single,Sample-Exam-2,5,24,8097.0,1,0.4,0.1338524466475317,2,0,1592.0,25.0,75.0,0,23,U-Sensitive,0.6,0.2,3166.0,0.2,0.4427843610317199,2808.0,Do_Not_Divert,-0.29291804268197463,Do_Not_Divert,-0.29291804268197463,Divert,-0.5572156389682801
PSU,027,Human_Single,Sample-Exam-2,5,25,10545.0,1,0.7,0.2838746088141805,5,0,1997.0,25.0,75.0,0,24,U-Sensitive,0.4,0.8,2948.0,0.8,0.5685640604325018,5070.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.43143593956749815
PSU,027,Human_Single,Sample-Exam-2,5,26,12059.0,1,0.4,0.03420144334578612,2,0,1638.0,25.0,75.0,0,25,U-Sensitive,0.6,0.2,6240.0,0.2,0.4392628440379779,3651.0,Do_Not_Divert,-0.3726388453233711,Do_Not_Divert,-0.3726388453233711,Divert,-0.5607371559620221
PSU,027,Human_Single,Sample-Exam-2,5,27,16131.0,1,0.7,0.16372686269985226,3,1,2777.0,25.0,75.0,0,26,U-Sensitive,0.6,0.2,6006.0,0.2,0.42886351618796825,6240.0,Do_Not_Divert,-0.4035277647601773,Do_Not_Divert,-0.4035277647601773,Divert,-0.5711364838120317
PSU,027,Human_Single,Sample-Exam-2,5,28,15100.0,1,0.4,0.17171667236987354,2,0,7644.0,10.0,90.0,0,27,U-Sensitive,0.6,0.2,4212.0,0.2,0.45806426895304425,2480.0,Do_Not_Divert,-0.2626266621041012,Do_Not_Divert,-0.2626266621041012,Divert,-0.5419357310469557
PSU,027,Human_Single,Sample-Exam-2,5,29,10671.0,1,0.4,0.22717295455317754,2,0,1654.0,10.0,90.0,0,28,U-Sensitive,0.6,0.2,6084.0,0.2,0.48883836117965374,2340.0,Do_Not_Divert,-0.218261636357458,Do_Not_Divert,-0.218261636357458,Divert,-0.5111616388203463
PSU,027,Human_Single,Sample-Exam-2,5,30,7394.0,1,0.7,0.08962620493144347,2,1,1544.0,10.0,90.0,0,29,U-Sensitive,0.6,0.2,2481.0,0.2,0.47763524783857764,2714.0,Do_Not_Divert,-0.32829903605484523,Do_Not_Divert,-0.32829903605484523,Divert,-0.5223647521614223
PSU,027,Human_Single,Sample-Exam-2,5,31,7036.0,1,0.9,0.4106588140702512,2,0,1779.0,10.0,90.0,0,30,U-Sensitive,0.4,0.2,2496.0,0.2,0.33137034612732713,2137.0,Do_Not_Divert,-0.07147294874379906,Do_Not_Divert,-0.07147294874379906,Do_Not_Divert,-0.11842007881986702
PSU,027,Human_Single,Sample-Exam-2,5,32,8346.0,1,1.0,0.3664713149641192,2,0,2434.0,10.0,90.0,0,31,U-Sensitive,0.4,0.2,2667.0,0.2,0.3238689617945177,2527.0,Do_Not_Divert,-0.10682294802870462,Do_Not_Divert,-0.10682294802870462,Do_Not_Divert,-0.17298318636943144
PSU,027,Human_Single,Sample-Exam-2,5,33,9625.0,1,1.0,0.44514585412557806,4,0,1560.0,10.0,90.0,0,32,U-Sensitive,0.4,0.8,4774.0,0.8,0.568426792628952,2449.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Do_Not_Divert,-0.24944452961438662
PSU,027,Human_Single,Sample-Exam-2,5,34,11061.0,1,0.4,0.3602641997703626,4,1,1763.0,10.0,90.0,0,33,U-Sensitive,0.4,0.8,5366.0,0.8,0.5524302767007565,3261.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.4475697232992435
PSU,027,Human_Single,Sample-Exam-2,5,35,10358.0,1,0.4,0.3225367694825212,3,1,2168.0,10.0,90.0,0,34,U-Sensitive,0.4,0.2,3760.0,0.2,0.32930334209480694,3603.0,Divert,-0.8,Do_Not_Divert,-0.2129558766209746,Do_Not_Divert,-0.3506354094500814
PSU,027,Human_Single,Sample-Exam-2,5,36,12870.0,1,0.7,0.370072156321682,2,1,2948.0,10.0,90.0,0,35,U-Sensitive,0.4,0.2,3729.0,0.2,0.323525042369731,5553.0,Do_Not_Divert,-0.1039422749426544,Do_Not_Divert,-0.1039422749426544,Do_Not_Divert,-0.16813964452414248
PSU,027,Human_Single,Sample-Exam-2,5,37,7987.0,1,0.9,0.6221847653178568,2,1,1903.0,10.0,90.0,0,36,U-Sensitive,0.4,0.2,3323.0,0.2,0.3172301349238571,2122.0,Do_Not_Divert,0.09774781225428547,Do_Not_Divert,0.09774781225428547,Do_Not_Divert,0.15504275834969414
PSU,027,Human_Single,Sample-Exam-2,5,38,8986.0,1,1.0,0.05851795340066013,2,0,2637.0,10.0,90.0,0,37,U-Sensitive,0.6,0.2,3010.0,0.2,0.42092661686397814,2528.0,Do_Not_Divert,-0.35318563727947194,Do_Not_Divert,-0.35318563727947194,Divert,-0.5790733831360219
PSU,027,Human_Single,Sample-Exam-2,5,39,18595.0,1,1.0,0.26757915107172003,2,1,12074.0,10.0,90.0,38,38,U-Sensitive,0.4,0.2,3604.0,0.2,0.30086575319819486,2199.0,Do_Not_Divert,-0.185936679142624,Do_Not_Divert,-0.185936679142624,Do_Not_Divert,-0.27970989508708327
PSU,027,Human_Single,Sample-Exam-2,5,40,12558.0,1,1.0,0.46259323796033636,4,1,1934.0,10.0,90.0,0,39,U-Sensitive,0.4,0.8,3245.0,0.8,0.6139472774774777,6771.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Do_Not_Divert,-0.18372623770799484
PSU,028,Human_Single,Sample-Exam-2,5,1,23915.0,1,1.0,0.31497503765204016,3,0,NaN,NaN,NaN,NaN,0,P-Sensitive,0.4,0.2,13229.0,0.6,0.30000000000000004,6973.0,Divert,-0.4,Divert,-0.4,Do_Not_Divert,-0.33304493222632775
PSU,028,Human_Single,Sample-Exam-2,5,2,100542.0,1,0.4,0.5063359234067369,2,0,83569.0,40.0,60.0,1,1,P-Sensitive,0.4,0.2,11809.0,0.35,0.3333333333333333,2137.0,Do_Not_Divert,0.00887029276943172,Do_Not_Divert,0.00887029276943172,Do_Not_Divert,0.008447897875649257
PSU,028,Human_Single,Sample-Exam-2,5,3,38969.0,1,0.7,0.5833671913934919,3,1,20685.0,70.0,30.0,0,2,P-Sensitive,0.4,0.2,6771.0,0.3,0.32,2511.0,Do_Not_Divert,0.15006094450828544,Do_Not_Divert,0.15006094450828544,Do_Not_Divert,0.16006500747550448
PSU,028,Human_Single,Sample-Exam-2,5,4,34382.0,1,0.4,0.18294592578280877,2,0,20436.0,30.0,70.0,1,3,P-Sensitive,0.6,0.2,9407.0,0.8,0.5,2277.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.5
PSU,028,Human_Single,Sample-Exam-2,5,5,39390.0,1,0.7,0.600383523270104,2,0,21700.0,40.0,60.0,1,4,P-Sensitive,0.4,0.2,6349.0,0.35,0.3410520256170397,8814.0,Do_Not_Divert,0.14053693257814562,Do_Not_Divert,0.14053693257814562,Do_Not_Divert,0.13694401579937687
PSU,028,Human_Single,Sample-Exam-2,5,6,31216.0,1,0.9,0.35399626921032723,2,1,13510.0,55.0,45.0,1,5,P-Sensitive,0.4,0.2,8268.0,0.6,0.3248154218606679,7472.0,Do_Not_Divert,-0.35040895389521465,Do_Not_Divert,-0.35040895389521465,Do_Not_Divert,-0.1896970536387158
PSU,028,Human_Single,Sample-Exam-2,5,7,43524.0,1,1.0,0.4936615703684375,5,1,22994.0,40.0,60.0,0,6,P-Sensitive,0.4,0.8,11856.0,0.7,0.5833369334991367,6272.0,Divert,-0.30000000000000004,Do_Not_Divert,-0.04436900742093752,Do_Not_Divert,-0.03697440104475734
PSU,028,Human_Single,Sample-Exam-2,5,8,25444.0,1,0.4,0.2934773373366659,5,0,2200.0,40.0,60.0,0,7,P-Sensitive,0.4,0.8,5397.0,0.75,0.5678979180658161,5585.0,Divert,-0.25,Divert,-0.25,Divert,-0.43210208193418387
PSU,028,Human_Single,Sample-Exam-2,5,9,34226.0,1,0.7,0.11321259137099404,3,0,19390.0,35.0,65.0,0,8,U-Sensitive,0.6,0.2,9142.0,0.75,0.39694588071716885,3011.0,Divert,-0.25,Divert,-0.25,Divert,-0.6030541192828311
PSU,028,Human_Single,Sample-Exam-2,5,10,16006.0,1,0.4,0.03376673619351811,5,0,3760.0,60.0,40.0,0,9,U-Sensitive,0.6,0.8,8314.0,0.95,0.6881006199225657,2247.0,Divert,-0.050000000000000044,Divert,-0.050000000000000044,Divert,-0.31189938007743434
PSU,028,Human_Single,Sample-Exam-2,5,11,19968.0,1,0.4,0.18404820457740712,3,0,6957.0,45.0,55.0,0,10,U-Sensitive,0.6,0.2,7956.0,0.7,0.426299273976835,3464.0,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Divert,-0.573700726023165
PSU,028,Human_Single,Sample-Exam-2,5,12,20389.0,1,0.7,0.38887270333701096,3,0,6131.0,65.0,35.0,0,11,U-Sensitive,0.4,0.2,7441.0,0.6,0.3091497344998376,5569.0,Divert,-0.4,Divert,-0.4,Do_Not_Divert,-0.2061298455542865
PSU,028,Human_Single,Sample-Exam-2,5,13,26879.0,1,0.9,0.057387496806439176,2,0,13697.0,60.0,40.0,0,12,U-Sensitive,0.6,0.2,6677.0,0.75,0.40536173084172955,4383.0,Divert,-0.25,Divert,-0.25,Divert,-0.5946382691582704
PSU,028,Human_Single,Sample-Exam-2,5,14,40669.0,1,1.0,0.2662596063096403,3,0,9095.0,30.0,70.0,0,13,U-Sensitive,0.4,0.2,25053.0,0.7,0.2918186786344388,3557.0,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Do_Not_Divert,-0.40925887698128566
PSU,028,Human_Single,Sample-Exam-2,5,15,16411.0,1,1.0,0.5064099674647828,5,1,1513.0,30.0,70.0,0,14,U-Sensitive,0.4,0.8,5336.0,0.45,0.6344530460867768,5475.0,Do_Not_Divert,0.02884485359152278,Do_Not_Divert,0.02884485359152278,Do_Not_Divert,0.04066823383348607
PSU,028,Human_Single,Sample-Exam-2,5,16,40701.0,1,0.4,0.1598291374233498,2,1,4384.0,70.0,30.0,0,15,U-Sensitive,0.6,0.2,24960.0,0.75,0.391622221446807,7223.0,Divert,-0.25,Divert,-0.25,Do_Not_Divert,-0.532873875494977
PSU,028,Human_Single,Sample-Exam-2,5,17,50887.0,1,0.7,0.16660703387149745,2,1,14071.0,40.0,60.0,0,16,U-Sensitive,0.6,0.2,23837.0,0.65,0.3698856196979251,5273.0,Do_Not_Divert,-0.8668217119341066,Divert,-0.35,Do_Not_Divert,-0.49326905551748207
PSU,028,Human_Single,Sample-Exam-2,5,18,21887.0,1,0.4,0.21396188864545995,4,0,2699.0,40.0,60.0,0,17,U-Sensitive,0.6,0.8,15553.0,0.8,0.6993843533354758,2091.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.3006156466645242
PSU,028,Human_Single,Sample-Exam-2,5,19,28813.0,1,0.4,0.5406303245778592,2,0,12745.0,70.0,30.0,0,18,U-Sensitive,0.4,0.2,9095.0,0.25,0.30785169833924314,2855.0,Do_Not_Divert,0.0406303245778592,Do_Not_Divert,0.0406303245778592,Do_Not_Divert,0.05003245770147459
PSU,028,Human_Single,Sample-Exam-2,5,20,26177.0,1,0.7,0.5331279305207988,2,0,10452.0,60.0,40.0,0,19,U-Sensitive,0.4,0.2,6069.0,0.3,0.3004328847107362,2090.0,Do_Not_Divert,0.03975351662495852,Do_Not_Divert,0.03975351662495852,Do_Not_Divert,0.03981087892344166
PSU,028,Human_Single,Sample-Exam-2,5,21,19266.0,1,0.4,0.4187358626187436,4,1,4212.0,40.0,60.0,0,20,U-Sensitive,0.4,0.8,6240.0,0.7,0.5616701509435701,5195.0,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Do_Not_Divert,-0.3651491224738343
PSU,028,Human_Single,Sample-Exam-2,5,22,57424.0,1,0.4,0.024153519977379245,2,1,3900.0,45.0,55.0,0,21,U-Sensitive,0.6,0.2,7020.0,0.96,0.44701190899741206,3026.0,Divert,-0.040000000000000036,Divert,-0.040000000000000036,Divert,-0.552988091002588
PSU,028,Human_Single,Sample-Exam-2,5,23,20171.0,1,0.7,0.4565132762271018,4,0,2730.0,45.0,55.0,0,22,U-Sensitive,0.4,0.8,7254.0,0.55,0.5654696796587653,4134.0,Divert,-0.44999999999999996,Do_Not_Divert,-0.19134158460075207,Do_Not_Divert,-0.19672339009015963
PSU,028,Human_Single,Sample-Exam-2,5,24,18844.0,1,0.4,0.1338524466475317,2,0,4009.0,40.0,60.0,0,23,U-Sensitive,0.6,0.2,10171.0,0.8,0.4427843610317199,2621.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.5572156389682801
PSU,028,Human_Single,Sample-Exam-2,5,25,21419.0,1,0.7,0.2838746088141805,5,0,8752.0,45.0,55.0,0,24,U-Sensitive,0.4,0.8,7535.0,0.8,0.5685640604325018,2667.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.43143593956749815
PSU,028,Human_Single,Sample-Exam-2,5,26,16396.0,1,0.4,0.03420144334578612,2,0,3947.0,30.0,70.0,0,25,U-Sensitive,0.6,0.2,7488.0,0.8,0.4392628440379779,2371.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.5607371559620221
PSU,028,Human_Single,Sample-Exam-2,5,27,17690.0,1,0.7,0.16372686269985226,3,1,3962.0,45.0,55.0,0,26,U-Sensitive,0.6,0.2,6209.0,0.6,0.42886351618796825,3978.0,Do_Not_Divert,-1.210583294280532,Divert,-0.4,Divert,-0.5711364838120317
PSU,028,Human_Single,Sample-Exam-2,5,28,54179.0,1,0.4,0.17171667236987354,2,0,6022.0,40.0,60.0,0,27,U-Sensitive,0.6,0.2,38704.0,0.55,0.45806426895304425,3322.0,Do_Not_Divert,-0.7222233207862783,Divert,-0.44999999999999996,Divert,-0.5419357310469557
PSU,028,Human_Single,Sample-Exam-2,5,29,23759.0,1,0.4,0.22717295455317754,2,0,6537.0,65.0,35.0,0,28,U-Sensitive,0.6,0.2,5974.0,0.6,0.48883836117965374,3261.0,Divert,-0.4,Divert,-0.4,Divert,-0.5111616388203463
PSU,028,Human_Single,Sample-Exam-2,5,30,18689.0,1,0.7,0.08962620493144347,2,1,4914.0,65.0,35.0,0,29,U-Sensitive,0.6,0.2,8237.0,0.75,0.47763524783857764,2293.0,Divert,-0.25,Divert,-0.25,Divert,-0.5223647521614223
PSU,028,Human_Single,Sample-Exam-2,5,31,19594.0,1,0.9,0.4106588140702512,2,0,7254.0,80.0,20.0,0,30,U-Sensitive,0.4,0.2,6599.0,0.6,0.33137034612732713,2340.0,Divert,-0.4,Do_Not_Divert,-0.21441884623139718,Do_Not_Divert,-0.11842007881986702
PSU,028,Human_Single,Sample-Exam-2,5,32,24008.0,1,1.0,0.3664713149641192,2,0,1747.0,80.0,20.0,0,31,U-Sensitive,0.4,0.2,15896.0,0.5,0.3238689617945177,2761.0,Do_Not_Divert,-0.26705737007176156,Do_Not_Divert,-0.26705737007176156,Do_Not_Divert,-0.17298318636943144
PSU,028,Human_Single,Sample-Exam-2,5,33,13541.0,1,1.0,0.44514585412557806,4,0,5351.0,55.0,45.0,0,32,U-Sensitive,0.4,0.8,5210.0,0.7,0.568426792628952,1623.0,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Do_Not_Divert,-0.24944452961438662
PSU,028,Human_Single,Sample-Exam-2,5,34,14243.0,1,0.4,0.3602641997703626,4,1,3401.0,40.0,60.0,0,33,U-Sensitive,0.4,0.8,7394.0,0.75,0.5524302767007565,1544.0,Divert,-0.25,Divert,-0.25,Divert,-0.4475697232992435
PSU,028,Human_Single,Sample-Exam-2,5,35,12885.0,1,0.4,0.3225367694825212,3,1,1482.0,40.0,60.0,0,34,U-Sensitive,0.4,0.2,5569.0,0.65,0.32930334209480694,2059.0,Divert,-0.35,Divert,-0.35,Do_Not_Divert,-0.3506354094500814
PSU,028,Human_Single,Sample-Exam-2,5,36,17363.0,1,0.7,0.370072156321682,2,1,6615.0,40.0,60.0,0,35,U-Sensitive,0.4,0.2,6411.0,0.5,0.323525042369731,2590.0,Do_Not_Divert,-0.259855687356636,Do_Not_Divert,-0.259855687356636,Do_Not_Divert,-0.16813964452414248
PSU,028,Human_Single,Sample-Exam-2,5,37,12433.0,1,0.9,0.6221847653178568,2,1,2574.0,40.0,60.0,0,36,U-Sensitive,0.4,0.2,6006.0,0.3,0.3172301349238571,1810.0,Do_Not_Divert,0.14662171838142818,Do_Not_Divert,0.14662171838142818,Do_Not_Divert,0.15504275834969414
PSU,028,Human_Single,Sample-Exam-2,5,38,16380.0,1,1.0,0.05851795340066013,2,0,3136.0,70.0,30.0,0,37,U-Sensitive,0.6,0.2,9703.0,0.8,0.42092661686397814,1747.0,Do_Not_Divert,-1.4127425491178878,Divert,-0.19999999999999996,Divert,-0.5790733831360219
PSU,028,Human_Single,Sample-Exam-2,5,39,14056.0,1,1.0,0.26757915107172003,2,1,2590.0,30.0,70.0,0,38,U-Sensitive,0.4,0.2,7550.0,0.45,0.30086575319819486,2621.0,Divert,-0.55,Do_Not_Divert,-0.41835752807090393,Do_Not_Divert,-0.27970989508708327
PSU,028,Human_Single,Sample-Exam-2,5,40,13182.0,1,1.0,0.46259323796033636,4,1,2215.0,30.0,70.0,0,39,U-Sensitive,0.4,0.8,7051.0,0.7,0.6139472774774777,2528.0,Divert,-0.30000000000000004,Do_Not_Divert,-0.20947786742211638,Do_Not_Divert,-0.18372623770799484
PSU,029,Human_Single,Sample-Exam-2,5,1,37081.0,1,1.0,0.31497503765204016,3,0,NaN,NaN,NaN,NaN,0,P-Sensitive,0.4,0.2,18361.0,0.35,0.30000000000000004,17082.0,Do_Not_Divert,-0.3885524209307156,Do_Not_Divert,-0.3885524209307156,Do_Not_Divert,-0.33304493222632775
PSU,029,Human_Single,Sample-Exam-2,5,2,33260.0,1,0.4,0.5063359234067369,2,0,10640.0,40.0,60.0,0,1,P-Sensitive,0.4,0.2,14742.0,0.15,0.3333333333333333,4914.0,Do_Not_Divert,0.0038015540440421657,Do_Not_Divert,0.0038015540440421657,Do_Not_Divert,0.008447897875649257
PSU,029,Human_Single,Sample-Exam-2,5,3,27908.0,1,0.7,0.5833671913934919,3,1,4695.0,35.0,65.0,0,2,P-Sensitive,0.4,0.2,13525.0,0.4,0.32,1732.0,Do_Not_Divert,0.2000812593443806,Do_Not_Divert,0.2000812593443806,Do_Not_Divert,0.16006500747550448
PSU,029,Human_Single,Sample-Exam-2,5,4,19968.0,1,0.4,0.18294592578280877,2,0,4774.0,30.0,70.0,0,3,P-Sensitive,0.6,0.2,11606.0,0.3,0.5,2262.0,Do_Not_Divert,-0.3804648890606295,Do_Not_Divert,-0.3804648890606295,Divert,-0.5
PSU,029,Human_Single,Sample-Exam-2,5,5,20405.0,1,0.7,0.600383523270104,2,0,7004.0,27.0,73.0,0,4,P-Sensitive,0.4,0.2,10140.0,0.2,0.3410520256170397,2356.0,Do_Not_Divert,0.08030681861608323,Do_Not_Divert,0.08030681861608323,Do_Not_Divert,0.13694401579937687
