site_id,response_generator_id,data_type,exam_id,task_number,trial_number,trial_time,num_blue_locations,red_capability_Pc,red_vulnerability_P_1,red_opportunity_U_1,red_activity_detected_1,bluebook_Netural_prob_1,probs_Pp_time,probs_Pp_1,probs_Pp_normative_1,probs_Ppc_time,probs_Ppc_1,probs_Ppc_normative_1,probs_Pt_time,probs_Pt_1,probs_Pt_normative_1,probs_Ptpc_time,probs_Ptpc_1,probs_Ptpc_normative_1,blue_action_time,blue_action_1,blue_action_expected_utility,blue_action_normative_participant_1,blue_action_normative_participant_expected_utility,blue_action_normative_bayesian_1,blue_action_normative_bayesian_expected_utility
PSU,022,Human_Single,Sample-Exam-2,1,1,318288.0,1,1.0,0.1984837238283187,5,0,0.8,74412.0,0.8,0.8,23025.0,0.9,0.8,105472.0,0.8,0.3333333333333333,31403.0,0.85,0.6666666666666665,NaN,Do_Not_Divert,-2.562888347459291,Divert,-0.15000000000000002,Divert,-0.3333333333333335
PSU,022,Human_Single,Sample-Exam-2,1,2,176062.0,1,0.4,0.26680970529200376,5,0,0.4,42557.0,0.4,0.4,34429.0,0.6,0.16000000000000003,26567.0,0.4,0.3333333333333333,33571.0,0.55,0.08695652173913045,NaN,Do_Not_Divert,-1.2825466208939793,Divert,-0.44999999999999996,Do_Not_Divert,-0.2027741693113011
PSU,022,Human_Single,Sample-Exam-2,1,3,111119.0,1,0.7,0.23524518515622073,2,0,0.6,37424.0,0.6,0.6,20109.0,0.6,0.42,11310.0,0.8,0.3333333333333333,8378.0,0.7,0.2658227848101265,NaN,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Do_Not_Divert,-0.2815114486946513
PSU,022,Human_Single,Sample-Exam-2,1,4,90511.0,1,0.4,0.19728054725722843,2,0,0.6,23119.0,0.6,0.6,12152.0,0.5,0.24,14289.0,0.8,0.3333333333333333,8315.0,0.6,0.13636363636363635,NaN,Do_Not_Divert,-0.7265266865826517,Divert,-0.4,Do_Not_Divert,-0.1651197014960572
PSU,022,Human_Single,Sample-Exam-2,1,5,66487.0,1,0.4,0.23191125567221105,3,0,0.6,14727.0,0.6,0.6,14165.0,0.55,0.24,7691.0,0.8,0.3333333333333333,9610.0,0.7,0.13636363636363635,NaN,Do_Not_Divert,-1.1259727261767136,Divert,-0.30000000000000004,Do_Not_Divert,-0.21934533626819094
PSU,022,Human_Single,Sample-Exam-2,1,6,101884.0,1,0.7,0.35108270181177026,5,1,0.4,45895.0,0.4,0.4,11232.0,0.65,0.27999999999999997,8190.0,0.6,0.7499999999999999,10530.0,0.7,0.5384615384615383,NaN,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Divert,-0.4615384615384617
PSU,022,Human_Single,Sample-Exam-2,1,7,78344.0,1,0.4,0.33262288297516973,3,0,0.2,16270.0,0.2,0.2,20202.0,0.45,0.08000000000000002,14181.0,0.8,0.3333333333333333,11825.0,0.6,0.04166666666666666,NaN,Do_Not_Divert,-0.602557621289389,Divert,-0.4,Do_Not_Divert,-0.04184427925620756
PSU,022,Human_Single,Sample-Exam-2,1,8,84396.0,1,0.7,0.4383632554044493,4,1,0.4,24804.0,0.4,0.4,14430.0,0.7,0.27999999999999997,7551.0,0.6,0.7499999999999999,8627.0,0.75,0.5384615384615383,NaN,Do_Not_Divert,-0.3698204675733041,Divert,-0.25,Do_Not_Divert,-0.26551213056544903
PSU,022,Human_Single,Sample-Exam-2,1,9,52853.0,1,0.9,0.35215253250074463,4,0,0.4,5569.0,0.4,0.4,10967.0,0.8,0.36000000000000004,9001.0,0.4,0.3333333333333333,7379.0,0.75,0.21951219512195125,NaN,Do_Not_Divert,-0.8870848049955322,Divert,-0.25,Do_Not_Divert,-0.2596345770718631
PSU,022,Human_Single,Sample-Exam-2,1,10,52010.0,1,1.0,0.48400076703313355,3,0,0.2,5710.0,0.2,0.2,9859.0,0.8,0.2,5663.0,0.4,0.3333333333333333,12215.0,0.8,0.11111111111111109,NaN,Do_Not_Divert,-0.07679631824095896,Do_Not_Divert,-0.07679631824095896,Do_Not_Divert,-0.010666155311244298
PSU,023,Human_Single,Sample-Exam-2,1,1,218432.0,1,1.0,0.1984837238283187,5,0,0.8,48938.0,0.8,0.8,29359.0,1.0,0.8,67017.0,0.4,0.3333333333333333,15850.0,1.0,0.6666666666666665,NaN,Do_Not_Divert,-3.0151627617168133,Divert,0.0,Divert,-0.3333333333333335
PSU,023,Human_Single,Sample-Exam-2,1,2,100636.0,1,0.4,0.26680970529200376,5,0,0.4,13073.0,0.4,0.4,24024.0,0.8,0.16000000000000003,14929.0,0.8,0.3333333333333333,15319.0,0.8,0.08695652173913045,NaN,Do_Not_Divert,-1.86552235766397,Divert,-0.19999999999999996,Do_Not_Divert,-0.2027741693113011
PSU,023,Human_Single,Sample-Exam-2,1,3,102492.0,1,0.7,0.23524518515622073,2,0,0.6,16161.0,0.6,0.6,33540.0,0.65,0.42,20061.0,0.4,0.3333333333333333,11654.0,0.5,0.2658227848101265,NaN,Divert,-0.5,Divert,-0.5,Do_Not_Divert,-0.2815114486946513
PSU,023,Human_Single,Sample-Exam-2,1,4,91120.0,1,0.4,0.19728054725722843,2,0,0.6,10483.0,0.6,0.6,16286.0,0.45,0.24,25366.0,0.4,0.3333333333333333,14289.0,0.4,0.13636363636363635,NaN,Do_Not_Divert,-0.48435112438843453,Do_Not_Divert,-0.48435112438843453,Do_Not_Divert,-0.1651197014960572
PSU,023,Human_Single,Sample-Exam-2,1,5,91946.0,1,0.4,0.23191125567221105,3,0,0.6,17924.0,0.6,0.6,27113.0,0.5,0.24,12012.0,0.8,0.3333333333333333,9485.0,0.75,0.13636363636363635,NaN,Do_Not_Divert,-1.2063993494750502,Divert,-0.25,Do_Not_Divert,-0.21934533626819094
PSU,023,Human_Single,Sample-Exam-2,1,6,74319.0,1,0.7,0.35108270181177026,5,1,0.4,10421.0,0.4,0.4,24975.0,0.6,0.27999999999999997,10437.0,0.6,0.7499999999999999,9641.0,0.74,0.5384615384615383,NaN,Divert,-0.26,Divert,-0.26,Divert,-0.4615384615384617
PSU,023,Human_Single,Sample-Exam-2,1,7,67158.0,1,0.4,0.33262288297516973,3,0,0.2,9501.0,0.2,0.2,11263.0,0.3,0.08000000000000002,21668.0,0.8,0.3333333333333333,11326.0,0.4,0.04166666666666666,NaN,Do_Not_Divert,-0.40170508085959267,Do_Not_Divert,-0.40170508085959267,Do_Not_Divert,-0.04184427925620756
PSU,023,Human_Single,Sample-Exam-2,1,8,91322.0,1,0.7,0.4383632554044493,4,1,0.4,17955.0,0.4,0.4,25007.0,0.6,0.27999999999999997,22074.0,0.8,0.7499999999999999,9890.0,0.74,0.5384615384615383,NaN,Do_Not_Divert,-0.36488952800566005,Divert,-0.26,Do_Not_Divert,-0.26551213056544903
PSU,023,Human_Single,Sample-Exam-2,1,9,54741.0,1,0.9,0.35215253250074463,4,0,0.4,7566.0,0.4,0.4,11326.0,0.76,0.36000000000000004,6723.0,0.41,0.3333333333333333,13073.0,0.7,0.21951219512195125,NaN,Do_Not_Divert,-0.82794581799583,Divert,-0.30000000000000004,Do_Not_Divert,-0.2596345770718631
PSU,023,Human_Single,Sample-Exam-2,1,10,150041.0,1,1.0,0.48400076703313355,3,0,0.2,9438.0,0.2,0.2,16973.0,0.5,0.2,91260.0,0.41,0.3333333333333333,12745.0,0.4,0.11111111111111109,NaN,Do_Not_Divert,-0.03839815912047948,Do_Not_Divert,-0.03839815912047948,Do_Not_Divert,-0.010666155311244298
PSU,024,Human_Single,Sample-Exam-2,1,1,185297.0,1,1.0,0.1984837238283187,5,0,0.8,28954.0,0.8,0.8,22979.0,0.9,0.8,18845.0,0.4,0.3333333333333333,35505.0,1.0,0.6666666666666665,NaN,Do_Not_Divert,-3.0151627617168133,Divert,0.0,Divert,-0.3333333333333335
PSU,024,Human_Single,Sample-Exam-2,1,2,79389.0,1,0.4,0.26680970529200376,5,0,0.4,15288.0,0.4,0.4,13821.0,0.4,0.16000000000000003,7332.0,0.4,0.3333333333333333,4430.0,0.4,0.08695652173913045,NaN,Do_Not_Divert,-0.932761178831985,Divert,-0.6,Do_Not_Divert,-0.2027741693113011
PSU,024,Human_Single,Sample-Exam-2,1,3,73850.0,1,0.7,0.23524518515622073,2,0,0.6,9328.0,0.6,0.6,7769.0,0.65,0.42,12183.0,0.4,0.3333333333333333,22184.0,0.52,0.2658227848101265,NaN,Divert,-0.48,Divert,-0.48,Do_Not_Divert,-0.2815114486946513
PSU,024,Human_Single,Sample-Exam-2,1,4,66846.0,1,0.4,0.19728054725722843,2,0,0.6,6115.0,0.6,0.6,3900.0,0.5,0.24,10562.0,0.4,0.3333333333333333,13806.0,0.45,0.13636363636363635,NaN,Do_Not_Divert,-0.5448950149369889,Do_Not_Divert,-0.5448950149369889,Do_Not_Divert,-0.1651197014960572
PSU,024,Human_Single,Sample-Exam-2,1,5,59701.0,1,0.4,0.23191125567221105,3,0,0.6,6615.0,0.6,0.6,3900.0,0.5,0.24,4477.0,0.4,0.3333333333333333,8159.0,0.45,0.13636363636363635,NaN,Do_Not_Divert,-0.7238396096850301,Divert,-0.55,Do_Not_Divert,-0.21934533626819094
PSU,024,Human_Single,Sample-Exam-2,1,6,65583.0,1,0.7,0.35108270181177026,5,1,0.4,5960.0,0.4,0.4,6770.0,0.55,0.27999999999999997,5195.0,0.6,0.7499999999999999,9688.0,0.6,0.5384615384615383,NaN,Divert,-0.4,Divert,-0.4,Divert,-0.4615384615384617
PSU,024,Human_Single,Sample-Exam-2,1,7,46160.0,1,0.4,0.33262288297516973,3,0,0.2,8502.0,0.2,0.2,4087.0,0.3,0.08000000000000002,3931.0,0.4,0.3333333333333333,7816.0,0.35,0.04166666666666666,NaN,Do_Not_Divert,-0.35149194575214354,Do_Not_Divert,-0.35149194575214354,Do_Not_Divert,-0.04184427925620756
PSU,024,Human_Single,Sample-Exam-2,1,8,73477.0,1,0.7,0.4383632554044493,4,1,0.4,4009.0,0.4,0.4,5662.0,0.55,0.27999999999999997,5491.0,0.6,0.7499999999999999,31559.0,0.6,0.5384615384615383,NaN,Do_Not_Divert,-0.2958563740586433,Do_Not_Divert,-0.2958563740586433,Do_Not_Divert,-0.26551213056544903
PSU,024,Human_Single,Sample-Exam-2,1,9,60013.0,1,0.9,0.35215253250074463,4,0,0.4,5258.0,0.4,0.4,7832.0,0.9,0.36000000000000004,6209.0,0.4,0.3333333333333333,10983.0,0.8,0.21951219512195125,NaN,Do_Not_Divert,-0.9462237919952344,Divert,-0.19999999999999996,Do_Not_Divert,-0.2596345770718631
PSU,024,Human_Single,Sample-Exam-2,1,10,44569.0,1,1.0,0.48400076703313355,3,0,0.2,4041.0,0.2,0.2,5943.0,1.0,0.2,4118.0,0.4,0.3333333333333333,5897.0,1.0,0.11111111111111109,NaN,Do_Not_Divert,-0.0959953978011987,Divert,0.0,Do_Not_Divert,-0.010666155311244298
PSU,025,Human_Single,Sample-Exam-2,1,1,144051.0,1,1.0,0.1984837238283187,5,0,0.8,35381.0,0.8,0.8,36317.0,0.9,0.8,17254.0,0.2,0.3333333333333333,19172.0,0.65,0.6666666666666665,NaN,Do_Not_Divert,-1.9598557951159288,Divert,-0.35,Divert,-0.3333333333333335
PSU,025,Human_Single,Sample-Exam-2,1,2,57517.0,1,0.4,0.26680970529200376,5,0,0.4,8019.0,0.4,0.4,7628.0,0.4,0.16000000000000003,7425.0,0.2,0.3333333333333333,11810.0,0.3,0.08695652173913045,NaN,Do_Not_Divert,-0.6995708841239887,Do_Not_Divert,-0.6995708841239887,Do_Not_Divert,-0.2027741693113011
PSU,025,Human_Single,Sample-Exam-2,1,3,58438.0,1,0.7,0.23524518515622073,2,0,0.6,9001.0,0.6,0.6,9781.0,0.65,0.42,7894.0,0.5,0.3333333333333333,10093.0,0.5,0.2658227848101265,NaN,Divert,-0.5,Divert,-0.5,Do_Not_Divert,-0.2815114486946513
PSU,025,Human_Single,Sample-Exam-2,1,4,54101.0,1,0.4,0.19728054725722843,2,0,0.6,8470.0,0.6,0.6,8736.0,0.5,0.24,7597.0,0.5,0.3333333333333333,12261.0,0.5,0.13636363636363635,NaN,Do_Not_Divert,-0.6054389054855431,Divert,-0.5,Do_Not_Divert,-0.1651197014960572
PSU,025,Human_Single,Sample-Exam-2,1,5,87750.0,1,0.4,0.23191125567221105,3,0,0.6,22963.0,0.6,0.6,10530.0,0.5,0.24,29453.0,0.4,0.3333333333333333,8440.0,0.45,0.13636363636363635,NaN,Do_Not_Divert,-0.7238396096850301,Divert,-0.55,Do_Not_Divert,-0.21934533626819094
PSU,025,Human_Single,Sample-Exam-2,1,6,63461.0,1,0.7,0.35108270181177026,5,1,0.4,9938.0,0.4,0.4,11856.0,0.55,0.27999999999999997,18065.0,0.6,0.7499999999999999,11435.0,0.6,0.5384615384615383,NaN,Divert,-0.4,Divert,-0.4,Divert,-0.4615384615384617
PSU,025,Human_Single,Sample-Exam-2,1,7,50013.0,1,0.4,0.33262288297516973,3,0,0.2,7270.0,0.2,0.2,11185.0,0.3,0.08000000000000002,9485.0,0.4,0.3333333333333333,9079.0,0.35,0.04166666666666666,NaN,Do_Not_Divert,-0.35149194575214354,Do_Not_Divert,-0.35149194575214354,Do_Not_Divert,-0.04184427925620756
PSU,025,Human_Single,Sample-Exam-2,1,8,50388.0,1,0.7,0.4383632554044493,4,1,0.4,7831.0,0.4,0.4,9750.0,0.6,0.27999999999999997,12059.0,0.6,0.7499999999999999,7738.0,0.6,0.5384615384615383,NaN,Do_Not_Divert,-0.2958563740586433,Do_Not_Divert,-0.2958563740586433,Do_Not_Divert,-0.26551213056544903
PSU,025,Human_Single,Sample-Exam-2,1,9,53181.0,1,0.9,0.35215253250074463,4,0,0.4,7145.0,0.4,0.4,13073.0,0.75,0.36000000000000004,7270.0,0.4,0.3333333333333333,8502.0,0.7,0.21951219512195125,NaN,Do_Not_Divert,-0.82794581799583,Divert,-0.30000000000000004,Do_Not_Divert,-0.2596345770718631
PSU,025,Human_Single,Sample-Exam-2,1,10,53071.0,1,1.0,0.48400076703313355,3,0,0.2,7956.0,0.2,0.2,14118.0,0.75,0.2,7519.0,0.4,0.3333333333333333,7067.0,0.6,0.11111111111111109,NaN,Do_Not_Divert,-0.05759723868071922,Do_Not_Divert,-0.05759723868071922,Do_Not_Divert,-0.010666155311244298
PSU,026,Human_Single,Sample-Exam-2,1,1,506455.0,1,1.0,0.1984837238283187,5,0,0.8,34195.0,0.4,0.8,126095.0,0.4,0.8,45256.0,0.4,0.3333333333333333,259865.0,0.16,0.6666666666666665,NaN,Do_Not_Divert,-0.4824260418746901,Do_Not_Divert,-0.4824260418746901,Divert,-0.3333333333333335
PSU,026,Human_Single,Sample-Exam-2,1,2,128154.0,1,0.4,0.26680970529200376,5,0,0.4,10156.0,0.6,0.4,45584.0,0.24,0.16000000000000003,13791.0,0.4,0.3333333333333333,33540.0,0.1,0.08695652173913045,NaN,Do_Not_Divert,-0.23319029470799624,Do_Not_Divert,-0.23319029470799624,Do_Not_Divert,-0.2027741693113011
PSU,026,Human_Single,Sample-Exam-2,1,3,225685.0,1,0.7,0.23524518515622073,2,0,0.6,9734.0,0.2,0.6,138076.0,0.14,0.42,7816.0,0.4,0.3333333333333333,49311.0,0.6,0.2658227848101265,NaN,Divert,-0.4,Divert,-0.4,Do_Not_Divert,-0.2815114486946513
PSU,026,Human_Single,Sample-Exam-2,1,4,64163.0,1,0.4,0.19728054725722843,2,0,0.6,9266.0,0.2,0.6,23525.0,0.08,0.24,3619.0,0.4,0.3333333333333333,17878.0,0.03,0.13636363636363635,NaN,Do_Not_Divert,-0.036326334329132584,Do_Not_Divert,-0.036326334329132584,Do_Not_Divert,-0.1651197014960572
PSU,026,Human_Single,Sample-Exam-2,1,5,71979.0,1,0.4,0.23191125567221105,3,0,0.6,31325.0,0.6,0.6,8471.0,0.24,0.24,16504.0,0.4,0.3333333333333333,7738.0,0.1,0.13636363636363635,NaN,Do_Not_Divert,-0.16085324659667338,Do_Not_Divert,-0.16085324659667338,Do_Not_Divert,-0.21934533626819094
PSU,026,Human_Single,Sample-Exam-2,1,6,51246.0,1,0.7,0.35108270181177026,5,1,0.4,16083.0,0.4,0.4,10639.0,0.28,0.27999999999999997,5210.0,0.6,0.7499999999999999,9345.0,0.18,0.5384615384615383,NaN,Divert,-0.8200000000000001,Do_Not_Divert,-0.26805113673881353,Divert,-0.4615384615384617
PSU,026,Human_Single,Sample-Exam-2,1,7,32713.0,1,0.4,0.33262288297516973,3,0,0.2,4758.0,0.2,0.2,7004.0,0.08,0.08000000000000002,3354.0,0.4,0.3333333333333333,11762.0,0.03,0.04166666666666666,NaN,Do_Not_Divert,-0.030127881064469446,Do_Not_Divert,-0.030127881064469446,Do_Not_Divert,-0.04184427925620756
PSU,026,Human_Single,Sample-Exam-2,1,8,31856.0,1,0.7,0.4383632554044493,4,1,0.4,4259.0,0.4,0.4,5866.0,0.28,0.27999999999999997,8174.0,0.6,0.7499999999999999,7021.0,0.18,0.5384615384615383,NaN,Do_Not_Divert,-0.08875691221759298,Do_Not_Divert,-0.08875691221759298,Do_Not_Divert,-0.26551213056544903
PSU,026,Human_Single,Sample-Exam-2,1,9,42619.0,1,0.9,0.35215253250074463,4,0,0.4,6177.0,0.4,0.4,12980.0,0.36,0.36000000000000004,4882.0,0.4,0.3333333333333333,11950.0,0.16,0.21951219512195125,NaN,Do_Not_Divert,-0.18924475839904686,Do_Not_Divert,-0.18924475839904686,Do_Not_Divert,-0.2596345770718631
PSU,026,Human_Single,Sample-Exam-2,1,10,34070.0,1,1.0,0.48400076703313355,3,0,0.2,5991.0,0.2,0.2,4758.0,0.2,0.2,3417.0,0.4,0.3333333333333333,13681.0,0.08,0.11111111111111109,NaN,Do_Not_Divert,-0.007679631824095896,Do_Not_Divert,-0.007679631824095896,Do_Not_Divert,-0.010666155311244298
PSU,027,Human_Single,Sample-Exam-2,1,1,155157.0,1,1.0,0.1984837238283187,5,0,0.8,25943.0,0.8,0.8,25896.0,0.9,0.8,30888.0,0.4,0.3333333333333333,24539.0,0.75,0.6666666666666665,NaN,Do_Not_Divert,-2.26137207128761,Divert,-0.25,Divert,-0.3333333333333335
PSU,027,Human_Single,Sample-Exam-2,1,2,52245.0,1,0.4,0.26680970529200376,5,0,0.4,7223.0,0.4,0.4,5242.0,0.4,0.16000000000000003,18798.0,0.4,0.3333333333333333,4072.0,0.4,0.08695652173913045,NaN,Do_Not_Divert,-0.932761178831985,Divert,-0.6,Do_Not_Divert,-0.2027741693113011
PSU,027,Human_Single,Sample-Exam-2,1,3,51558.0,1,0.7,0.23524518515622073,2,0,0.6,8689.0,0.6,0.6,6084.0,0.65,0.42,7987.0,0.4,0.3333333333333333,13588.0,0.47,0.2658227848101265,NaN,Divert,-0.53,Do_Not_Divert,-0.497739051906305,Do_Not_Divert,-0.2815114486946513
PSU,027,Human_Single,Sample-Exam-2,1,4,80231.0,1,0.4,0.19728054725722843,2,0,0.6,6957.0,0.6,0.6,4306.0,0.5,0.24,30233.0,0.4,0.3333333333333333,5959.0,0.45,0.13636363636363635,NaN,Do_Not_Divert,-0.5448950149369889,Do_Not_Divert,-0.5448950149369889,Do_Not_Divert,-0.1651197014960572
PSU,027,Human_Single,Sample-Exam-2,1,5,55661.0,1,0.4,0.23191125567221105,3,0,0.6,13135.0,0.6,0.6,13837.0,0.5,0.24,7442.0,0.4,0.3333333333333333,6364.0,0.45,0.13636363636363635,NaN,Do_Not_Divert,-0.7238396096850301,Divert,-0.55,Do_Not_Divert,-0.21934533626819094
PSU,027,Human_Single,Sample-Exam-2,1,6,51574.0,1,0.7,0.35108270181177026,5,1,0.4,9141.0,0.4,0.4,11996.0,0.55,0.27999999999999997,10701.0,0.6,0.7499999999999999,8175.0,0.57,0.5384615384615383,NaN,Divert,-0.43000000000000005,Divert,-0.43000000000000005,Divert,-0.4615384615384617
PSU,027,Human_Single,Sample-Exam-2,1,7,34132.0,1,0.4,0.33262288297516973,3,0,0.2,3729.0,0.2,0.2,2886.0,0.3,0.08000000000000002,7971.0,0.4,0.3333333333333333,5023.0,0.35,0.04166666666666666,NaN,Do_Not_Divert,-0.35149194575214354,Do_Not_Divert,-0.35149194575214354,Do_Not_Divert,-0.04184427925620756
PSU,027,Human_Single,Sample-Exam-2,1,8,27784.0,1,0.7,0.4383632554044493,4,1,0.4,4851.0,0.4,0.4,5663.0,0.55,0.27999999999999997,5538.0,0.6,0.7499999999999999,5787.0,0.57,0.5384615384615383,NaN,Do_Not_Divert,-0.2810635553557111,Do_Not_Divert,-0.2810635553557111,Do_Not_Divert,-0.26551213056544903
PSU,027,Human_Single,Sample-Exam-2,1,9,34819.0,1,0.9,0.35215253250074463,4,0,0.4,3650.0,0.4,0.4,9110.0,0.65,0.36000000000000004,5787.0,0.4,0.3333333333333333,10827.0,0.52,0.21951219512195125,NaN,Do_Not_Divert,-0.6150454647969024,Divert,-0.48,Do_Not_Divert,-0.2596345770718631
PSU,027,Human_Single,Sample-Exam-2,1,10,25740.0,1,1.0,0.48400076703313355,3,0,0.2,3822.0,0.2,0.2,9189.0,0.6,0.2,3463.0,0.4,0.3333333333333333,3916.0,0.5,0.11111111111111109,NaN,Do_Not_Divert,-0.04799769890059935,Do_Not_Divert,-0.04799769890059935,Do_Not_Divert,-0.010666155311244298
PSU,028,Human_Single,Sample-Exam-2,1,1,280910.0,1,1.0,0.1984837238283187,5,0,0.8,49779.0,0.8,0.8,119091.0,0.93,0.8,43258.0,0.4,0.3333333333333333,10328.0,0.75,0.6666666666666665,NaN,Do_Not_Divert,-2.26137207128761,Divert,-0.25,Divert,-0.3333333333333335
PSU,028,Human_Single,Sample-Exam-2,1,2,184829.0,1,0.4,0.26680970529200376,5,0,0.4,15132.0,0.8,0.4,7707.0,0.6,0.16000000000000003,20950.0,0.4,0.3333333333333333,30358.0,0.65,0.08695652173913045,NaN,Do_Not_Divert,-1.5157369156019755,Divert,-0.35,Do_Not_Divert,-0.2027741693113011
PSU,028,Human_Single,Sample-Exam-2,1,3,168090.0,1,0.7,0.23524518515622073,2,0,0.6,9236.0,0.6,0.6,57611.0,0.63,0.42,26894.0,0.4,0.3333333333333333,37955.0,0.55,0.2658227848101265,NaN,Divert,-0.44999999999999996,Divert,-0.44999999999999996,Do_Not_Divert,-0.2815114486946513
PSU,028,Human_Single,Sample-Exam-2,1,4,55505.0,1,0.4,0.19728054725722843,2,0,0.6,6147.0,0.6,0.6,7004.0,0.48,0.24,10015.0,0.4,0.3333333333333333,4009.0,0.45,0.13636363636363635,NaN,Do_Not_Divert,-0.5448950149369889,Do_Not_Divert,-0.5448950149369889,Do_Not_Divert,-0.1651197014960572
PSU,028,Human_Single,Sample-Exam-2,1,5,115440.0,1,0.4,0.23191125567221105,3,0,0.6,16084.0,0.6,0.6,8143.0,0.55,0.24,18189.0,0.4,0.3333333333333333,47019.0,0.5,0.13636363636363635,NaN,Do_Not_Divert,-0.8042662329833669,Divert,-0.5,Do_Not_Divert,-0.21934533626819094
PSU,028,Human_Single,Sample-Exam-2,1,6,60216.0,1,0.7,0.35108270181177026,5,1,0.4,5289.0,0.4,0.4,6506.0,0.6,0.27999999999999997,11123.0,0.6,0.7499999999999999,9235.0,0.75,0.5384615384615383,NaN,Divert,-0.25,Divert,-0.25,Divert,-0.4615384615384617
