8,4,1,4,0,0.25,0.25,0.5,0,0.25,0.25,0.5
8,5,4,2,0,0.15,0.15,0.7,0,0.15,0.15,0.7
8,6,1,2,0,0.5,0,0.5,0,0.5,0,0.5
8,7,1,4,0,0,0,1,0,0,0,1
8,8,1,4,0.3,0,0.35,0.35,0.3,0,0.35,0.35
8,9,2,2,0,0,0,1,0,0,0,1
8,10,1,4,0,0.33,0.33,0.34,0,0.33,0.33,0.34
9,1,1,4,0.21,0.23,0.27,0.29,0.12,0.21,0.27,0.4
9,2,0,4,0.2,0.2,0.27,0.33,0.12,0.13,0.25,0.5
9,3,6,1,0.23,0.15,0.29,0.33,0.15,0.05,0.25,0.55
9,4,0,4,0.15,0.2,0.3,0.35,0.1,0.15,0.25,0.5
9,5,6,2,0.35,0.18,0.17,0.3,0.25,0.18,0.17,0.4
9,6,5,2,0.12,0.3,0.18,0.4,0.05,0.3,0.05,0.6
9,7,0,4,0,0.35,0.1,0.55,0,0.3,0,0.7
9,8,1,4,0.17,0.22,0.29,0.32,0.1,0.1,0.3,0.5
9,9,4,2,0.2,0.35,0.15,0.3,0.1,0.3,0.1,0.5
9,10,0,4,0.1,0.3,0.2,0.4,0.01,0.2,0.13,0.66
10,1,0,4,0.05,0.2,0.1,0.65,0.05,0.1,0.05,0.8
10,2,0,4,0.05,0.05,0.35,0.55,0.05,0.05,0.1,0.8
10,3,6,1,0,0,0.4,0.6,0,0.05,0.3,0.65
10,4,0,4,0.1,0.2,0.3,0.4,0.15,0.2,0.2,0.45
10,5,5,2,0.35,0.1,0.1,0.45,0.3,0.05,0.05,0.6
10,6,4,2,0.05,0.4,0.1,0.45,0.1,0.3,0.1,0.5
10,7,0,4,0.05,0.25,0.05,0.65,0.05,0.25,0.1,0.6
10,8,0,4,0.18,0.19,0.18,0.45,0.1,0.15,0.25,0.5
10,9,4,2,0.2,0.3,0.2,0.3,0.1,0.2,0.2,0.5
10,10,0,4,0.1,0.2,0.2,0.5,0.1,0.2,0.2,0.5
11,1,0,4,0,0,0,1,0,0,0,1
11,2,0,4,0,0,0,1,0,0,0,1
11,3,6,1,0,0,0,1,0,0,0,1
11,4,0,4,0,0,0,1,0,0,0,1
11,5,6,2,0.5,0,0,0.5,0,0,0,1
11,6,6,2,0,0,0,1,0,0,0,1
11,7,0,4,0,0,0,1,0,0,0,1
11,8,1,4,0,0,0,1,0,0,0,1
11,9,6,2,0,0.44,0,0.56,0,0.14,0,0.86
11,10,1,4,0,0.2,0,0.8,0,0.1,0,0.9
12,1,0,4,0.29,0.33,0.16,0.22,0.14,0.2,0.26,0.4
12,2,0,4,0.16,0.23,0.3,0.31,0.07,0.31,0.21,0.41
12,3,5,1,0.24,0.08,0.34,0.34,0.15,0.05,0.2,0.6
12,4,0,4,0.09,0.2,0.36,0.35,0.06,0.13,0.21,0.6
12,5,4,2,0.4,0.1,0.1,0.4,0.22,0.21,0.05,0.52
12,6,2,2,0.12,0.31,0.11,0.46,0.08,0.21,0.07,0.64
12,7,0,4,0.28,0.2,0.1,0.42,0.18,0.13,0.06,0.63
12,8,2,4,0,0,0,1,0.08,0.06,0.15,0.71
12,9,4,2,0.1,0.4,0.1,0.4,0.1,0.4,0.1,0.4
12,10,1,4,0.07,0.33,0.22,0.38,0.05,0.21,0.13,0.61
13,1,1,4,0.05,0.15,0.15,0.65,0.05,0.2,0.1,0.65
13,2,0,4,0.05,0.17,0.17,0.61,0.05,0.13,0.12,0.7
13,3,6,1,0.1,0.1,0.3,0.5,0.05,0.05,0.3,0.6
13,4,1,4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4
13,5,4,2,0.3,0.1,0.1,0.5,0.3,0.1,0.1,0.5
13,6,3,2,0.05,0.2,0.15,0.6,0.05,0.2,0.15,0.6
13,7,1,4,0,0.3,0.1,0.6,0.05,0.25,0.1,0.6
13,8,1,4,0.05,0.2,0.25,0.5,0.05,0.25,0.2,0.5
13,9,4,2,0.05,0.19,0.16,0.6,0.05,0.19,0.16,0.6
13,10,1,4,0.09,0.17,0.13,0.61,0.09,0.17,0.13,0.61
14,1,1,4,0.05,0.12,0.12,0.71,0.05,0.12,0.12,0.71
14,2,0,4,0.07,0.11,0.1,0.72,0.07,0.11,0.1,0.72
14,3,5,1,0.09,0.09,0.09,0.73,0.09,0.09,0.09,0.73
14,4,4,4,0.05,0.12,0.12,0.71,0.05,0.12,0.12,0.71
14,5,3,2,0.13,0.07,0.05,0.75,0.13,0.07,0.05,0.75
14,6,4,2,0.03,0.38,0.07,0.52,0.03,0.3,0.07,0.6
14,7,3,4,0.03,0.37,0.03,0.57,0.03,0.32,0.02,0.63
14,8,3,4,0.05,0.14,0.13,0.68,0.05,0.14,0.13,0.68
14,9,4,2,0.08,0.08,0.39,0.45,0.08,0.08,0.28,0.56
14,10,4,4,0.06,0.24,0.23,0.47,0.04,0.23,0.23,0.5
15,1,0,4,0,0.16,0.09,0.75,0,0.09,0.03,0.88
15,2,0,4,0,0.12,0.11,0.77,0,0.05,0.05,0.9
15,3,6,1,0.07,0.07,0.28,0.58,0,0,0.2,0.8
15,4,0,4,0.03,0.23,0.22,0.52,0,0.11,0.13,0.76
15,5,6,2,0.25,0.07,0.07,0.61,0.13,0.03,0.03,0.81
15,6,2,2,0.05,0.19,0.19,0.57,0.03,0.1,0.1,0.77
15,7,0,4,0,0.25,0.12,0.63,0,0.13,0.06,0.81
15,8,0,4,0.13,0.25,0.1,0.52,0.06,0.14,0.05,0.75
15,9,2,2,0.09,0.25,0.13,0.53,0.06,0.14,0.08,0.72
15,10,0,4,0.09,0.2,0.19,0.52,0.04,0.11,0.1,0.75
16,1,0,4,0,0.35,0.25,0.4,0,0.05,0,0.95
16,2,0,4,0.06,0.05,0.05,0.84,0,0,0,1
16,3,5,1,0,0,0.15,0.85,0,0,0.05,0.95
16,4,1,4,0,0.06,0.05,0.89,0,0.06,0.05,0.89
16,5,6,2,0.1,0.05,0.05,0.8,0.1,0.05,0.05,0.8
16,6,3,2,0,0.4,0,0.6,0,0.4,0,0.6
16,7,1,4,0,0.05,0,0.95,0,0.05,0,0.95
16,8,1,4,0,0.3,0,0.7,0,0.3,0,0.7
16,9,4,2,0,0.2,0.1,0.7,0,0.2,0.1,0.7
16,10,1,4,0,0.05,0.05,0.9,0,0.05,0.05,0.9
17,1,6,4,0.25,0.25,0.25,0.25,0.35,0.28,0.19,0.18
17,2,1,4,0.25,0.25,0.25,0.25,0.16,0.21,0.24,0.39
17,3,5,1,0.25,0.25,0.25,0.25,0.17,0.21,0.25,0.37
17,4,1,4,0.25,0.25,0.25,0.25,0.22,0.24,0.27,0.27
17,5,5,2,0.41,0.13,0.16,0.3,0.44,0.12,0.13,0.31
17,6,3,2,0.25,0.25,0.25,0.25,0.32,0.3,0.28,0.1
17,7,1,4,0.25,0.25,0.25,0.25,0.2,0.19,0.19,0.42
17,8,4,4,0.25,0.25,0.25,0.25,0.1,0.24,0.36,0.3
17,9,1,2,0.25,0.25,0.25,0.25,0.07,0.35,0.16,0.42
17,10,0,4,0.25,0.25,0.25,0.25,0,0.5,0,0.5
18,1,0,4,0.09,0.25,0.16,0.5,0.04,0.16,0.1,0.7
18,2,0,4,0.12,0.23,0.25,0.4,0.04,0.07,0.09,0.8
18,3,6,1,0.1,0.12,0.3,0.48,0.02,0.02,0.16,0.8
18,4,1,4,0.04,0.24,0.24,0.48,0.02,0.09,0.09,0.8
18,5,5,2,0.29,0.13,0.12,0.46,0.09,0.03,0.03,0.85
18,6,3,2,0.06,0.32,0.12,0.5,0.03,0.16,0.06,0.75
18,7,1,4,0.02,0.3,0.02,0.66,0.01,0.15,0.01,0.83
18,8,2,4,0.09,0.09,0.09,0.73,0.02,0.02,0.02,0.94
18,9,4,2,0.04,0.43,0.05,0.48,0.02,0.2,0.03,0.75
18,10,1,4,0.04,0.24,0.23,0.49,0.02,0.1,0.12,0.76
19,1,0,4,0,0.02,0.02,0.96,0,0.01,0.01,0.98
19,2,0,4,0,0.03,0.03,0.94,0,0.01,0.01,0.98
19,3,6,1,0,0,0.15,0.85,0,0,0.05,0.95
19,4,1,4,0,0.1,0.1,0.8,0,0.05,0.05,0.9
19,5,5,2,0.15,0.02,0.03,0.8,0.05,0.02,0.03,0.9
19,6,4,2,0,0.03,0.02,0.95,0,0.03,0.02,0.95
19,7,1,4,0,0.05,0,0.95,0,0.05,0,0.95
19,8,1,4,0.03,0.03,0.03,0.91,0.03,0.03,0.03,0.91
19,9,5,2,0,0.15,0.05,0.8,0,0.08,0.02,0.9
19,10,0,4,0,0,0,1,0,0,0,1
20,1,1,4,0.1,0.25,0.25,0.4,0,0.2,0.2,0.6
20,2,0,4,0.05,0.05,0.15,0.75,0,0,0,1
20,3,5,1,0.1,0.1,0.3,0.5,0.05,0.1,0.3,0.55
20,4,1,4,0.05,0.1,0.25,0.6,0.05,0.05,0.2,0.7
20,5,6,2,0.11,0.1,0.1,0.69,0.15,0,0.05,0.8
20,6,3,2,0.05,0.4,0.1,0.45,0.05,0.3,0.1,0.55
20,7,1,4,0,0.3,0.1,0.6,0,0.2,0,0.8
20,8,1,4,0.15,0.2,0.15,0.5,0.1,0.1,0.1,0.7
20,9,3,2,0.15,0.33,0.2,0.32,0.05,0.3,0.15,0.5
20,10,1,4,0.05,0.15,0.15,0.65,0,0.15,0.15,0.7
21,1,0,4,0.1,0.1,0.4,0.4,0,0.1,0.1,0.8
21,2,0,4,0.4,0.1,0.4,0.1,0.7,0.15,0.15,0
21,3,6,1,0.15,0.05,0.4,0.4,0,0,0.3,0.7
21,4,0,4,0.1,0.2,0.2,0.5,0.1,0.2,0.2,0.5
21,5,5,2,0.41,0.1,0.1,0.39,0.2,0.05,0.05,0.7
21,6,4,2,0.16,0.21,0.23,0.4,0.1,0.15,0.15,0.6
21,7,0,4,0,0.2,0.1,0.7,0,0.2,0.1,0.7
21,8,0,4,0.16,0.17,0.17,0.5,0.16,0.17,0.17,0.5
21,9,5,2,0.25,0.25,0.25,0.25,0.13,0.2,0.17,0.5
21,10,0,4,0.15,0.17,0.18,0.5,0.1,0.2,0.2,0.5
22,1,0,4,0.1,0.3,0.02,0.58,0.1,0.2,0.02,0.68
22,2,0,4,0.02,0.15,0.18,0.65,0.02,0.15,0.18,0.65
22,3,5,1,0.05,0.24,0.01,0.7,0.05,0.24,0.01,0.7
22,4,1,4,0.05,0.17,0.17,0.61,0.05,0.17,0.17,0.61
22,5,6,2,0.05,0.02,0.23,0.7,0.05,0.02,0.23,0.7
22,6,1,2,0.08,0.24,0.18,0.5,0.05,0.2,0.15,0.6
22,7,1,4,0.05,0.1,0.2,0.65,0.05,0.1,0.2,0.65
22,8,1,4,0.15,0.15,0.35,0.35,0.15,0.15,0.2,0.5
22,9,1,2,0.15,0.25,0.2,0.4,0.05,0.2,0.15,0.6
22,10,0,4,0.05,0.15,0.15,0.65,0.05,0.15,0.15,0.65
23,1,0,4,0.75,0.15,0,0.1,1,0,0,0
23,2,0,4,0,0.05,0.05,0.9,0,0,0,1
23,3,6,1,0,0,0.25,0.75,0,0,0,1
23,4,0,4,0.05,0.1,0.21,0.64,0,0.02,0.08,0.9
23,5,2,2,0.1,0.05,0.1,0.75,0,0,0,1
23,6,1,2,0.02,0.4,0.05,0.53,0,0.25,0,0.75
23,7,0,4,0,0.1,0,0.9,0,0.1,0,0.9
23,8,0,4,0.05,0.45,0.05,0.45,0.05,0.1,0.05,0.8
23,9,4,2,0.1,0.25,0.15,0.5,0,0.04,0.01,0.95
23,10,0,4,0.01,0.05,0.09,0.85,0,0.05,0.1,0.85
24,1,0,4,0.1,0.27,0.27,0.36,0.1,0.22,0.22,0.46
24,2,0,4,0.04,0.26,0.3,0.4,0.1,0.15,0.15,0.6
24,3,5,1,0,0,0.25,0.75,0,0,0.25,0.75
24,4,1,4,0.09,0.17,0.16,0.58,0.2,0.2,0.2,0.4
24,5,2,2,0.34,0.08,0.25,0.33,0.26,0.07,0.18,0.49
24,6,3,2,0.09,0.26,0.2,0.45,0.1,0.2,0.2,0.5
24,7,0,4,0.04,0.26,0.04,0.66,0.04,0.31,0.04,0.61
24,8,0,4,0.07,0.06,0.37,0.5,0.02,0.23,0.23,0.52
24,9,2,2,0.05,0.44,0.08,0.43,0.04,0.26,0.19,0.51
24,10,0,4,0.06,0.24,0.24,0.46,0.05,0.2,0.19,0.56
25,1,2,4,0.15,0.25,0.2,0.4,0.1,0.25,0.15,0.5
25,2,3,4,0.05,0.05,0.25,0.65,0.05,0.05,0.15,0.75
25,3,5,1,0.1,0.05,0.35,0.5,0.1,0.05,0.2,0.65
25,4,2,4,0.05,0.1,0.35,0.5,0,0.05,0.25,0.7
25,5,4,2,0.05,0.05,0.4,0.5,0.05,0.05,0.13,0.77
25,6,2,2,0.1,0.4,0.1,0.4,0.1,0.3,0.1,0.5
25,7,2,4,0,0.25,0.05,0.7,0,0.2,0,0.8
25,8,1,4,0,0.1,0.25,0.65,0,0.1,0.15,0.75
25,9,2,2,0,0.2,0.3,0.5,0,0.3,0.1,0.6
25,10,2,4,0,0.3,0.05,0.65,0,0.2,0.05,0.75
26,1,0,4,0.12,0.15,0.18,0.55,0.06,0.07,0.11,0.76
26,2,0,4,0.16,0.14,0.19,0.51,0.05,0.04,0.09,0.82
26,3,6,1,0.16,0.12,0.26,0.46,0,0,0,1
26,4,0,4,0.05,0.13,0.21,0.61,0.05,0,0,0.95
26,5,6,2,0.24,0.13,0.2,0.43,0.12,0.04,0.08,0.76
26,6,6,2,0.07,0.26,0.11,0.56,0.03,0.16,0.06,0.75
26,7,0,4,0.11,0.26,0.03,0.6,0.11,0.26,0.03,0.6
26,8,0,4,0.13,0.13,0.2,0.54,0.13,0.13,0.2,0.54
26,9,4,2,0.08,0.32,0.11,0.49,0.08,0.32,0.11,0.49
26,10,0,4,0.05,0.14,0.13,0.68,0.05,0.14,0.13,0.68
27,1,1,4,0.1,0.25,0.25,0.4,0.1,0.2,0.2,0.5
27,2,1,4,0.1,0.1,0.35,0.45,0.1,0.1,0.15,0.65
27,3,5,1,0.15,0.15,0.35,0.35,0.1,0.1,0.2,0.6
27,4,1,4,0.15,0.2,0.25,0.4,0.1,0.2,0.2,0.5
27,5,5,2,0.25,0.2,0.15,0.4,0.2,0.1,0.1,0.6
27,6,3,2,0.23,0.28,0.05,0.44,0.1,0.25,0.15,0.5
27,7,1,4,0.05,0.35,0.05,0.55,0.05,0.15,0.05,0.75
27,8,2,4,0.1,0.2,0.1,0.6,0.1,0.15,0.15,0.6
27,9,3,2,0.2,0.2,0.3,0.3,0.1,0.25,0.1,0.55
27,10,1,4,0.1,0.25,0.25,0.4,0.1,0.2,0.2,0.5
28,1,1,4,0.07,0.1,0.35,0.48,0,0.03,0.22,0.75
28,2,1,4,0,0,0.2,0.8,0,0,0.1,0.9
28,3,6,1,0,0,0.5,0.5,0,0,0,1
28,4,0,4,0.03,0.04,0.15,0.78,0,0,0.06,0.94
28,5,6,2,0.5,0,0,0.5,0.25,0,0,0.75
28,6,6,2,0,0.25,0,0.75,0,0.25,0,0.75
28,7,0,4,0,0.08,0,0.92,0,0.08,0,0.92
28,8,0,4,0,0.08,0.16,0.76,0,0,0.3,0.7
28,9,4,2,0.25,0.25,0.25,0.25,0.11,0.18,0.11,0.6
28,10,1,4,0,0.05,0.05,0.9,0,0.1,0,0.9
29,1,0,4,0.12,0.3,0.25,0.33,0.12,0.23,0.16,0.49
29,2,0,4,0.06,0.18,0.29,0.47,0.06,0.17,0.27,0.5
29,3,5,1,0.1,0.12,0.38,0.4,0.1,0.12,0.19,0.59
29,4,0,4,0.08,0.19,0.19,0.54,0.08,0.19,0.19,0.54
29,5,0,2,0.28,0.2,0.1,0.42,0.25,0.17,0.09,0.49
29,6,0,2,0.07,0.31,0.14,0.48,0.07,0.31,0.14,0.48
29,7,0,4,0,0.34,0.13,0.53,0,0.27,0.1,0.63
29,8,0,4,0.09,0.22,0.08,0.61,0.09,0.22,0.08,0.61
29,9,0,2,0.09,0.42,0.08,0.41,0.1,0.28,0.08,0.54
29,10,0,4,0.1,0.25,0.25,0.4,0.1,0.2,0.2,0.5
30,1,1,4,0.16,0.21,0.21,0.42,0.16,0.17,0.17,0.5
30,2,1,4,0.05,0.04,0.19,0.72,0.05,0.04,0.08,0.83
30,3,6,1,0.02,0.09,0.38,0.51,0,0,0.32,0.68
30,4,1,4,0.03,0.02,0.4,0.55,0.03,0.02,0.23,0.72
30,5,6,2,0.38,0,0,0.62,0.03,0,0,0.97
30,6,5,2,0.04,0.42,0.08,0.46,0,0.13,0,0.87
30,7,3,4,0,0.03,0,0.97,0,0.03,0,0.97
30,8,3,4,0,0.3,0.04,0.66,0,0.2,0.04,0.76
30,9,5,2,0.11,0.24,0.11,0.54,0.04,0.09,0.07,0.8
30,10,2,4,0,0.18,0.17,0.65,0,0.11,0.11,0.78
31,1,0,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,2,0,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,3,5,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,4,5,4,0.26,0.24,0.24,0.26,0.26,0.24,0.24,0.26
31,5,4,2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,6,5,2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,7,0,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,8,1,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,9,2,2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,10,2,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
32,1,1,4,0.1,0.28,0.22,0.4,0.07,0.18,0.15,0.6
32,2,1,4,0.1,0.3,0.1,0.5,0.05,0.15,0.05,0.75
32,3,6,1,0.13,0.17,0.35,0.35,0.03,0.05,0.3,0.62
32,4,1,4,0.03,0.25,0.2,0.52,0.02,0.2,0.15,0.63
32,5,5,2,0.24,0.15,0.06,0.55,0.17,0.07,0.06,0.7
32,6,4,2,0.05,0.25,0.2,0.5,0.03,0.15,0.09,0.73
32,7,0,4,0.03,0.1,0.06,0.81,0.01,0.06,0.03,0.9
32,8,1,4,0.13,0.15,0.12,0.6,0.05,0.1,0.05,0.8
32,9,4,2,0.15,0.35,0.15,0.35,0.05,0.3,0.05,0.6
32,10,1,4,0.1,0.2,0.2,0.5,0.05,0.1,0.1,0.75
33,1,0,4,0.1,0.15,0.15,0.6,0.1,0.1,0.1,0.7
33,2,0,4,0.1,0.1,0.1,0.7,0.05,0.05,0.1,0.8
33,3,6,1,0.04,0.03,0.36,0.57,0.04,0.03,0.12,0.81
33,4,0,4,0.06,0.08,0.09,0.77,0.03,0.02,0.04,0.91
33,5,6,2,0.21,0.05,0.05,0.69,0.22,0.04,0.03,0.71
33,6,5,2,0.14,0.06,0.09,0.71,0.03,0,0.09,0.88
33,7,0,4,0.06,0.02,0.06,0.86,0.06,0.02,0.05,0.87
33,8,0,4,0.03,0.02,0.2,0.75,0.03,0.02,0.12,0.83
33,9,4,2,0.25,0.25,0.25,0.25,0.1,0.25,0.05,0.6
33,10,0,4,0.09,0.13,0.07,0.71,0.05,0.03,0,0.92
34,1,1,4,0.1,0.25,0.25,0.4,0.05,0.2,0.15,0.6
34,2,0,4,0.05,0.1,0.25,0.6,0.05,0.05,0.2,0.7
34,3,6,1,0.1,0.1,0.2,0.6,0.07,0.08,0.15,0.7
34,4,1,4,0.05,0.15,0.2,0.6,0.05,0.1,0.15,0.7
34,5,5,2,0.2,0.15,0.1,0.55,0.15,0.1,0.05,0.7
34,6,3,2,0.05,0.25,0.1,0.6,0.05,0.15,0.1,0.7
34,7,1,4,0.05,0.2,0.05,0.7,0.05,0.1,0.05,0.8
34,8,0,4,0.1,0.2,0.2,0.5,0.05,0.1,0.15,0.7
34,9,4,2,0.3,0.4,0.2,0.1,0.1,0.2,0.1,0.6
34,10,0,4,0.05,0.13,0.12,0.7,0.01,0.04,0.05,0.9
35,1,1,4,0.44,0.16,0.37,0.03,0.02,0.12,0.22,0.64
35,2,0,4,0.14,0.12,0.29,0.45,0.08,0.06,0.15,0.71
35,3,4,1,0.15,0.1,0.35,0.4,0.11,0.05,0.21,0.63
35,4,3,4,0.14,0.15,0.32,0.39,0.14,0.12,0.26,0.48
35,5,4,2,0.27,0.18,0.18,0.37,0.21,0.15,0.17,0.47
35,6,4,2,0.11,0.33,0.15,0.41,0.08,0.3,0.11,0.51
35,7,1,4,0.1,0.2,0.1,0.6,0.1,0.2,0.1,0.6
35,8,0,4,0.11,0.3,0.12,0.47,0.07,0.23,0.09,0.61
35,9,3,2,0.15,0.35,0.15,0.35,0.08,0.34,0.08,0.5
35,10,0,4,0.02,0.09,0.14,0.75,0.02,0.09,0.14,0.75
36,1,1,4,0.04,0.16,0.09,0.71,0.04,0.16,0.09,0.71
36,2,1,4,0.03,0.12,0.12,0.73,0.03,0.12,0.12,0.73
36,3,5,1,0.08,0.08,0.19,0.65,0.08,0.08,0.19,0.65
36,4,3,4,0.09,0.24,0.23,0.44,0.11,0.17,0.17,0.55
36,5,5,2,0.24,0.18,0.08,0.5,0.24,0.18,0.08,0.5
36,6,3,2,0.14,0.28,0.21,0.37,0.14,0.28,0.21,0.37
36,7,4,4,0.1,0.28,0.14,0.48,0.1,0.28,0.14,0.48
36,8,3,4,0.16,0.35,0.15,0.34,0.13,0.28,0.11,0.48
36,9,1,2,0.23,0.29,0.2,0.28,0.18,0.22,0.15,0.45
36,10,4,4,0.14,0.25,0.25,0.36,0.13,0.22,0.22,0.43
37,1,0,4,0,0.31,0.07,0.62,0,0,0,1
37,2,0,4,0.03,0.05,0.12,0.8,0,0,0,1
37,3,6,1,0,0.06,0.31,0.63,0,0,0,1
37,4,1,4,0.06,0.18,0.18,0.58,0,0,0,1
37,5,6,2,0.3,0.08,0.06,0.56,0.15,0.04,0.03,0.78
37,6,2,2,0.07,0.26,0.16,0.51,0.05,0.18,0.1,0.67
37,7,1,4,0.02,0.3,0.05,0.63,0.02,0.18,0.03,0.77
37,8,2,4,0.11,0.21,0.06,0.62,0.07,0.13,0.04,0.76
