53,1,1,1,0.4,0.25,0.33,0.02
53,2,5,2,0.03,0.43,0.32,0.22
53,3,0,4,0.1,0.33,0.05,0.52
53,4,5,4,0.33,0.37,0.01,0.29
53,5,0,3,0.56,0.08,0.26,0.1
53,6,1,2,0.05,0.44,0.22,0.29
53,7,6,1,0.13,0.05,0.52,0.3
53,8,5,2,0.27,0.24,0.11,0.38
53,9,6,3,0.25,0.09,0.37,0.29
53,10,2,4,0.03,0.12,0.59,0.26
54,1,0,1,0.4,0.25,0.33,0.02
54,2,0,2,0.03,0.43,0.32,0.22
54,3,0,4,0.1,0.33,0.05,0.52
54,4,0,4,0.33,0.37,0.01,0.29
54,5,0,3,0.56,0.08,0.26,0.1
54,6,0,2,0.05,0.44,0.22,0.29
54,7,5,1,0.13,0.05,0.52,0.3
54,8,0,2,0.27,0.24,0.11,0.38
54,9,1,3,0.25,0.09,0.37,0.29
54,10,6,4,0.03,0.12,0.59,0.26
55,1,0,1,0.4,0.25,0.33,0.02
55,2,3,2,0.03,0.43,0.32,0.22
55,3,1,4,0.1,0.33,0.05,0.52
55,4,1,4,0.33,0.37,0.01,0.29
55,5,1,3,0.56,0.08,0.26,0.1
55,6,0,2,0.05,0.44,0.22,0.29
55,7,3,1,0.13,0.05,0.52,0.3
55,8,2,2,0.27,0.24,0.11,0.38
55,9,1,3,0.25,0.09,0.37,0.29
55,10,4,4,0.03,0.12,0.59,0.26
56,1,2,1,0.4,0.25,0.33,0.02
56,2,1,2,0.03,0.43,0.32,0.22
56,3,2,4,0.1,0.33,0.05,0.52
56,4,4,4,0.33,0.37,0.01,0.29
56,5,5,3,0.56,0.08,0.26,0.1
56,6,1,2,0.05,0.44,0.22,0.29
56,7,5,1,0.13,0.05,0.52,0.3
56,8,3,2,0.27,0.24,0.11,0.38
56,9,1,3,0.25,0.09,0.37,0.29
56,10,5,4,0.03,0.12,0.59,0.26
57,1,0,1,0.4,0.25,0.33,0.02
57,2,5,2,0.03,0.43,0.32,0.22
57,3,0,4,0.1,0.33,0.05,0.52
57,4,6,4,0.33,0.37,0.01,0.29
57,5,6,3,0.56,0.08,0.26,0.1
57,6,1,2,0.05,0.44,0.22,0.29
57,7,6,1,0.13,0.05,0.52,0.3
57,8,4,2,0.27,0.24,0.11,0.38
57,9,1,3,0.25,0.09,0.37,0.29
57,10,5,4,0.03,0.12,0.59,0.26
58,1,0,1,0.4,0.25,0.33,0.02
58,2,0,2,0.03,0.43,0.32,0.22
58,3,6,4,0.1,0.33,0.05,0.52
58,4,3,4,0.33,0.37,0.01,0.29
58,5,6,3,0.56,0.08,0.26,0.1
58,6,0,2,0.05,0.44,0.22,0.29
58,7,6,1,0.13,0.05,0.52,0.3
58,8,5,2,0.27,0.24,0.11,0.38
58,9,5,3,0.25,0.09,0.37,0.29
58,10,6,4,0.03,0.12,0.59,0.26
59,1,1,1,0.4,0.25,0.33,0.02
59,2,2,2,0.03,0.43,0.32,0.22
59,3,2,4,0.1,0.33,0.05,0.52
