1,1,0.11068,0.19874,0.1935,0.49709
1,2,0.099806,0.14854,0.14068,0.61097
2,1,0.077379,0.12262,0.19573,0.60427
2,2,0.06165,0.084272,0.13243,0.72165
3,1,0.083883,0.09767,0.27777,0.54068
3,2,0.04932,0.062816,0.17951,0.70835
4,1,0.076602,0.16748,0.21291,0.54301
4,2,0.063883,0.12117,0.15466,0.66029
5,1,0.2632,0.10864,0.099417,0.52874
5,2,0.16835,0.080777,0.074078,0.6768
6,1,0.079126,0.2765,0.14155,0.50282
6,2,0.060388,0.2068,0.10883,0.62398
7,1,0.035631,0.2367,0.054175,0.6735
7,2,0.028252,0.20068,0.041068,0.73
8,1,0.10097,0.18718,0.15107,0.56078
8,2,0.066602,0.1601,0.13466,0.63864
9,1,0.11427,0.30155,0.14738,0.4368
9,2,0.068058,0.22049,0.10097,0.61049
10,1,0.06699,0.19068,0.16155,0.58078
10,2,0.046893,0.15757,0.12369,0.67184
