1,1,0,2,0.12,0.85,0.02,0.01
1,2,1,3,0.2,0.1,0.6,0.1
1,3,3,3,0.1,0.1,0.4,0.4
1,4,0,1,0.7,0.25,0.04,0.01
1,5,4,2,0.76,0.2,0.03,0.01
2,1,0,2,0,1,0,0
2,2,1,3,0.1,0,0.7,0.2
2,3,1,3,0.05,0,0.7,0.25
2,4,0,1,1,0,0,0
2,5,5,2,1,0,0,0
3,1,1,2,0.1,0.85,0.05,0
3,2,1,3,0.15,0,0.7,0.15
3,3,1,3,0.05,0.05,0.65,0.25
3,4,1,1,0.83,0.15,0,0.02
3,5,6,2,0.9,0.05,0,0.05
4,1,0,2,0.27,0.72,0.01,0
4,2,1,3,0.08,0,0.62,0.3
4,3,4,3,0.05,0.09,0.41,0.45
4,4,0,1,0.92,0.08,0,0
4,5,5,2,0.89,0.06,0,0.05
5,1,0,2,0.2,0.7,0.05,0.05
5,2,0,3,0.05,0.2,0.52,0.23
5,3,0,3,0.1,0.1,0.6,0.2
5,4,0,1,0.65,0.15,0.15,0.05
5,5,3,2,0.59,0.16,0.15,0.1
6,1,1,2,0.05,0.95,0,0
6,2,1,3,0.05,0,0.95,0
6,3,1,3,0.05,0.05,0.7,0.2
6,4,0,1,1,0,0,0
6,5,5,2,0.95,0.05,0,0
7,1,0,2,0.13,0.85,0.02,0
7,2,1,3,0.33,0.06,0.53,0.08
7,3,2,3,0.12,0.11,0.3,0.47
7,4,0,1,0.77,0.15,0.06,0.02
7,5,1,2,0.59,0.41,0,0
8,1,0,2,0,1,0,0
8,2,0,3,0,0,1,0
8,3,0,3,0,0,1,0
8,4,0,1,1,0,0,0
8,5,5,2,0,0,1,0
9,1,0,2,0.15,0.45,0.35,0.05
9,2,1,3,0.28,0.17,0.35,0.2
9,3,1,3,0.21,0.21,0.33,0.25
9,4,0,1,0.45,0.33,0.15,0.07
9,5,5,2,0.35,0.3,0.2,0.15
10,1,0,2,0.1,0.9,0,0
10,2,0,3,0.1,0,0.85,0.05
10,3,0,3,0.05,0.05,0.55,0.35
10,4,0,1,0.9,0.1,0,0
10,5,5,2,0.81,0.12,0.05,0.02
11,1,0,2,0,1,0,0
11,2,0,3,0,0,1,0
11,3,0,3,0,0,0.93,0.07
11,4,0,1,1,0,0,0
11,5,6,2,1,0,0,0
12,1,0,2,0.25,0.42,0.22,0.11
12,2,2,3,0.18,0.11,0.35,0.36
12,3,0,3,0.21,0.2,0.4,0.19
12,4,0,1,0.36,0.2,0.1,0.34
12,5,3,2,0.37,0.36,0.06,0.21
13,1,1,2,0.3,0.6,0.05,0.05
13,2,1,3,0.15,0.05,0.5,0.3
13,3,1,3,0.15,0.15,0.4,0.3
13,4,0,1,0.6,0.1,0.14,0.16
13,5,4,2,0.5,0.14,0.17,0.19
14,1,0,2,0,1,0,0
14,2,2,3,0.2,0,0.75,0.05
14,3,3,3,0.05,0.05,0.7,0.2
14,4,1,1,0.9,0.08,0.01,0.01
14,5,4,2,0.39,0.39,0.17,0.05
15,1,0,2,0,1,0,0
15,2,0,3,0.25,0,0.75,0
15,3,1,3,0.25,0,0.6,0.15
15,4,0,1,0.9,0.1,0,0
15,5,4,2,0.9,0.1,0,0
16,1,1,2,0.2,0.8,0,0
16,2,1,3,0.15,0.1,0.75,0
16,3,3,3,0.25,0.25,0.25,0.25
16,4,0,1,0.85,0,0.15,0
16,5,2,2,0.65,0.35,0,0
17,1,2,2,0.41,0.41,0.11,0.07
17,2,1,3,0.3,0.12,0.36,0.22
17,3,1,3,0.22,0.12,0.34,0.32
17,4,1,1,0.42,0.29,0.19,0.1
17,5,2,2,0.44,0.29,0.17,0.1
18,1,1,2,0.23,0.74,0.03,0
18,2,1,3,0.3,0.02,0.65,0.03
18,3,1,3,0.25,0.01,0.59,0.15
18,4,1,1,0.77,0.2,0,0.03
18,5,6,2,0.95,0.03,0,0.02
19,1,0,2,0,1,0,0
19,2,1,3,0,0,0.95,0.05
19,3,2,3,0,0,0.9,0.1
19,4,0,1,1,0,0,0
19,5,5,2,1,0,0,0
20,1,1,2,0.25,0.7,0.05,0
20,2,1,3,0.1,0.05,0.75,0.1
20,3,1,3,0.1,0.05,0.6,0.25
20,4,0,1,0.75,0.25,0,0
20,5,4,2,0.9,0.1,0,0
21,1,0,2,0.2,0.8,0,0
21,2,0,3,0.34,0.33,0.33,0
21,3,1,3,0.15,0.1,0.6,0.15
21,4,0,1,0.9,0.1,0,0
21,5,4,2,0.85,0.15,0,0
22,1,0,2,0.03,0.65,0.16,0.16
22,2,3,3,0.1,0.03,0.84,0.03
22,3,1,3,0.05,0.05,0.45,0.45
22,4,0,1,0.9,0.1,0,0
22,5,1,2,0.9,0.1,0,0
23,1,0,2,0,1,0,0
23,2,0,3,0.1,0,0.9,0
23,3,0,3,0.02,0,0.78,0.2
23,4,0,1,0.95,0.05,0,0
23,5,6,2,1,0,0,0
24,1,0,2,0,1,0,0
24,2,1,3,0.1,0,0.86,0.04
24,3,1,3,0.04,0.04,0.64,0.28
24,4,0,1,1,0,0,0
24,5,4,2,1,0,0,0
25,1,0,2,0.25,0.5,0.15,0.1
25,2,3,3,0.3,0.25,0.35,0.1
25,3,2,3,0.1,0.2,0.4,0.3
25,4,3,1,0.6,0.25,0.1,0.05
25,5,6,2,0.6,0.2,0.15,0.05
26,1,0,2,0.2,0.46,0.25,0.09
26,2,0,3,0.12,0.13,0.57,0.18
26,3,0,3,0.2,0.16,0.37,0.27
26,4,0,1,0.55,0.29,0.11,0.05
26,5,4,2,0.51,0.28,0.13,0.08
27,1,0,2,0.1,0.8,0.05,0.05
27,2,1,3,0.2,0.1,0.6,0.1
27,3,1,3,0.05,0.1,0.45,0.4
27,4,0,1,0.85,0.05,0.05,0.05
27,5,3,2,0.75,0.15,0.05,0.05
