101,0,1,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
102,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
105,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
106,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1
107,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
108,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,3,0,0,0
109,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0
110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0
111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3,2,0
112,3,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,3,0
114,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,0
116,0,2,0,0,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,1,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
118,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
119,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0
126,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
127,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1
128,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
131,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0
132,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
134,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,1,0
136,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
137,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
151,0,2,0,1,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0
153,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
154,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0
156,2,0,1,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
157,3,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0
159,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0
160,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
161,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,2,0,0,1
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
