Subject_number,Phase_number,Trial_number,Surprise,Trial_time,Group_time,Surprise_time,Allocation_time,Probabilities_score,Troop_allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4
2,5,1,1,602554,45256,6661,86175,32.1059,49,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,0,2,0,0,NaN,106487,97828,6162,4773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,15,30,15,28,28,16,28,50,20,10,20,53,19,9,19,47,24,5,24,40,15,30,15,28,28,16,28,50,20,10,20,53,19,9,19,47,24,5,24,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,49,23,5,23,49,23,5,23
2,5,2,5,386883,51964,7004,76051,83.497,16,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,0,0,0,3,NaN,34165,17175,18096,28064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,15,41,22,17,20,37,26,16,19,40,25,20,7,44,29,29,16,33,22,22,15,41,22,17,20,37,26,16,19,40,25,20,7,44,29,29,16,33,22,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,34,16,30,20,34,16,30,20
2,5,3,1,307495,57221,4571,43118,73.6598,65,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,1,0,0,1,NaN,28127,6645,23182,14227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,48,10,23,22,51,12,15,21,54,11,14,12,62,6,20,18,66,1,15,19,48,10,23,22,51,12,15,21,54,11,14,12,62,6,20,18,66,1,15,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,15,65,3,17,15,65,3,17
2,5,4,1,292807,46707,5164,34102,26.344,52,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,1,1,0,4,NaN,75443,8346,6505,15054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,44,23,23,14,49,18,19,11,52,15,22,9,58,13,20,3,52,31,14,10,44,23,23,14,49,18,19,11,52,15,22,9,58,13,20,3,52,31,14,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,3,52,31,14,3,52,31,14
2,5,5,0,180790,41465,5944,26317,74.0354,57,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,0,1,0,2,NaN,3307,7098,10545,17722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,20,20,50,9,19,19,53,11,13,21,55,6,8,26,60,9,5,29,57,10,20,20,50,9,19,19,53,11,13,21,55,6,8,26,60,9,5,29,57,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,9,5,29,57,9,5,29,57
2,5,6,4,218778,45756,9048,29688,78.6093,18,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,0,3,0,0,NaN,6115,11560,10671,5242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,20,15,10,61,18,13,8,56,13,18,13,59,10,20,11,65,8,18,9,55,20,15,10,61,18,13,8,56,13,18,13,59,10,20,11,65,8,18,9,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,65,8,18,9,65,8,18,9
2,5,7,5,270940,135546,5834,19204,44.1495,10,5,4,4,ns3:SigintLayer,ns3:ImintLayer,ns3:SocintLayer,ns3:MovintLayer,NaN,2,2,1,1,NaN,5086,8955,10000,7550,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,15,40,15,34,19,28,19,39,24,23,14,38,23,26,13,41,20,29,10,30,15,40,15,34,19,28,19,39,24,23,14,38,23,26,13,41,20,29,10,32.5199,2.03,63.7267,1.7233,56.5411,3.5295,36.933,2.9963,80.7119,5.0384,13.1804,1.0693,71.3127,4.4516,23.2909,0.94476,74.3206,1.1599,24.2734,0.24615,41,20,29,10,41,20,29,10
2,5,8,1,137407,30218,7176,19532,49.9019,36,5,4,4,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,ns3:SocintLayer,NaN,1,1,2,2,NaN,5834,8908,10530,5180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,18,33,26,26,15,36,23,23,12,39,26,29,10,37,24,28,9,36,27,23,18,33,26,26,15,36,23,23,12,39,26,29,10,37,24,28,9,36,27,10.2411,3.4544,58.8301,27.4744,13.3341,1.1244,76.5984,8.9431,3.739,0.3153,85.9149,10.0308,21.3771,0.25753,70.1725,8.1929,19.7584,0.23803,64.8587,15.1449,28,9,36,27,28,9,36,27
2,5,9,1,166489,31295,5991,49391,31.6422,30,5,4,4,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,NaN,0,2,3,2,NaN,3354,7597,9626,7831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,25,20,20,38,24,19,19,35,27,16,22,32,24,19,25,34,26,21,19,35,25,20,20,38,24,19,19,35,27,16,22,32,24,19,25,34,26,21,19,71.3679,26.9639,0.25972,1.4085,83.292,15.7345,0.15156,0.82189,55.6508,42.0514,0.10126,2.1966,52.0619,39.3396,0.37892,8.2196,55.0802,41.6202,0.40089,2.8987,30,23,19,28,30,23,19,28
2,5,10,2,132654,21295,4508,25386,61.698,30,5,4,4,ns3:ImintLayer,ns3:SigintLayer,ns3:MovintLayer,ns3:SocintLayer,NaN,1,0,1,4,NaN,8611,7286,7176,8643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,14,28,28,27,11,31,31,29,5,33,33,26,8,30,36,28,10,32,30,30,14,28,28,27,11,31,31,29,5,33,33,26,8,30,36,28,10,32,30,39.4903,14.5422,13.219,32.7485,16.5994,6.1127,22.2259,55.062,17.3046,2.1241,23.1701,57.4012,6.2118,3.05,8.3174,82.4209,6.0279,5.9194,8.0712,79.9815,28,10,32,30,28,10,32,30
3,5,1,0,327032,17314,4196,10404,46.8317,45,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,6,4,0,4,NaN,95076,46203,5522,58122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,6,33,11,28,27,21,24,49,20,14,17,60,16,11,13,52,14,23,11,58,8,39,13,42,42,33,38,69,27,21,24,75,20,14,17,60,16,27,13,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,45,12,31,12,51,13,36,14
3,5,2,6,217195,42431,12495,28220,66.3769,1,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,6,6,0,4,NaN,30669,6396,9375,16520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,6,45,27,19,21,38,22,23,9,39,29,22,1,37,40,24,1,36,39,31,9,66,40,22,24,45,27,30,11,53,39,23,0,39,43,24,1,37,40,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,23,1,35,41,25,0,40,47
3,5,3,0,93271,16364,5180,5350,92.3489,100,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,3,3,0,0,NaN,11731,4930,8767,6848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,50,0,33,20,57,0,23,17,64,0,19,13,74,0,13,0,100,0,0,17,51,0,35,17,50,0,21,20,77,0,23,17,100,0,19,0,100,0,0,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,0,100,0,0,0,100,0,0
3,5,4,0,102287,26816,3432,6458,50.4725,76,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,3,0,0,6,NaN,8845,19220,4103,9344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,63,12,14,11,65,11,13,9,74,8,9,9,74,8,9,7,57,30,6,10,60,12,14,11,69,12,14,11,100,11,13,9,74,8,9,9,74,38,9,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,6,76,12,6,6,81,14,7
3,5,5,0,115700,56189,3806,5429,68.0265,77,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,3,0,0,5,NaN,7270,8377,6957,6521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,19,8,42,25,14,6,55,30,1,6,63,1,1,5,93,1,1,23,75,52,34,14,73,31,19,8,71,25,0,6,55,0,1,6,100,1,1,28,93,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,1,0,22,77,0,0,25,84
3,5,6,2,121831,3494,5397,8673,75.962,9,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,3,5,0,0,NaN,9781,12167,8423,4945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,41,22,28,9,39,21,32,8,53,17,24,6,100,0,0,0,25,25,25,25,70,36,48,17,41,22,35,9,68,21,32,8,100,0,0,0,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,91,0,9,0,100,0,10,0
3,5,7,6,107107,20419,4087,8954,73.8732,0,5,4,4,ns3:SigintLayer,ns3:ImintLayer,ns3:SocintLayer,ns3:MovintLayer,NaN,0,4,0,0,NaN,23352,8986,3885,7051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33,8,52,7,33,8,52,7,59,9,25,7,43,6,46,5,43,6,46,5,40,9,64,9,33,8,52,7,57,8,25,7,59,9,64,7,43,6,46,5,32.5199,2.03,63.7267,1.7233,56.5411,3.5295,36.933,2.9963,80.7119,5.0384,13.1804,1.0693,71.3127,4.4516,23.2909,0.94476,74.3206,1.1599,24.2734,0.24615,44,0,56,0,53,0,70,0
3,5,8,2,100275,16442,3962,15319,71.8313,22,5,4,4,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,ns3:SocintLayer,NaN,0,1,6,6,NaN,12870,4321,13197,6505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34,1,52,13,34,1,52,13,34,1,52,13,34,1,52,13,34,1,52,13,39,1,62,16,34,1,52,13,34,1,52,13,34,1,52,13,34,1,52,13,10.2411,3.4544,58.8301,27.4744,13.3341,1.1244,76.5984,8.9431,3.739,0.3153,85.9149,10.0308,21.3771,0.25753,70.1725,8.1929,19.7584,0.23803,64.8587,15.1449,31,0,22,47,46,0,34,72
3,5,9,2,134658,41277,3604,12979,41.2695,44,5,4,4,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,NaN,0,5,4,6,NaN,4399,15834,16739,7129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,19,0,37,51,16,0,33,43,29,0,28,36,24,0,40,44,29,0,27,41,18,0,36,56,19,0,37,51,34,0,34,43,29,0,48,36,24,0,23,71.3679,26.9639,0.25972,1.4085,83.292,15.7345,0.15156,0.82189,55.6508,42.0514,0.10126,2.1966,52.0619,39.3396,0.37892,8.2196,55.0802,41.6202,0.40089,2.8987,44,13,0,43,34,11,0,34
3,5,10,1,153192,17394,3448,13073,69.1124,50,5,4,4,ns3:ImintLayer,ns3:SigintLayer,ns3:MovintLayer,ns3:SocintLayer,NaN,5,4,4,6,NaN,31918,18330,11014,4290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53,23,10,14,28,9,25,38,28,9,25,38,24,8,24,44,24,8,24,44,45,19,9,12,37,12,33,52,28,9,25,38,28,9,29,53,24,8,24,44,39.4903,14.5422,13.219,32.7485,16.5994,6.1127,22.2259,55.062,17.3046,2.1241,23.1701,57.4012,6.2118,3.05,8.3174,82.4209,6.0279,5.9194,8.0712,79.9815,1,15,34,50,0,14,30,44
4,5,1,0,246736,21636,5497,21121,45.0862,65,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,3,1,0,0,NaN,39463,13843,16166,21909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,25,20,10,45,35,15,5,65,25,5,5,65,25,5,5,65,25,5,5,45,25,20,10,45,35,15,5,65,25,5,5,65,25,5,5,65,25,5,5,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,65,25,5,5,65,25,5,5
4,5,2,1,256249,25997,9315,35639,25.282,40,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,0,0,6,1,NaN,18696,12433,10692,14825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,5,40,10,45,5,45,5,45,3,49,3,40,20,40,0,35,25,40,0,45,5,40,10,45,5,45,5,45,3,49,3,40,20,40,0,35,25,40,0,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,20,40,40,0,20,40,40,0
4,5,3,0,150090,15129,13782,24896,55.8888,45,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,1,0,0,1,NaN,6850,6050,6440,7270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,50,0,25,15,45,0,40,15,40,0,45,10,45,0,45,10,45,0,45,25,50,0,25,15,45,0,40,15,40,0,45,10,45,0,45,10,45,0,45,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,10,45,0,45,10,45,0,45
4,5,4,0,268969,15080,4658,159830,9.9688,50,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,0,1,1,5,NaN,10775,5636,6770,9432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,30,20,30,20,30,20,30,20,30,20,30,15,40,15,30,15,35,25,25,20,30,20,30,20,30,20,30,20,30,20,30,15,40,15,30,15,35,25,25,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,5,50,35,10,5,50,35,10
