1,1,0.54873,0.1819,0.20117,0.068195
1,2,0.4118,0.28893,0.1352,0.16407
1,3,0.59266,0.21109,0.0742,0.12205
1,4,0.70353,0.1472,0.0562,0.09307
1,5,0.59967,0.16908,0.1042,0.12705
2,1,0.32796,0.1191,0.35996,0.19298
2,2,0.25796,0.1651,0.31496,0.26199
2,3,0.21906,0.13108,0.41288,0.23698
2,4,0.224,0.05928,0.44471,0.27201
2,5,0.29994,0.077275,0.40564,0.21714
3,1,0.16203,0.59061,0.033499,0.21386
3,2,0.18903,0.60361,0.038499,0.16886
3,3,0.16615,0.64248,0.034499,0.15687
3,4,0.11716,0.71134,0.024499,0.14699
3,5,0.10728,0.77411,0.010499,0.10811
4,1,0.1361,0.44888,0.1721,0.24292
4,2,0.1521,0.54784,0.1271,0.17296
4,3,0.1241,0.58984,0.1021,0.18396
4,4,0.0961,0.6677,0.0841,0.1521
4,5,0.0652,0.58567,0.23993,0.1092
5,1,0.1421,0.20799,0.16499,0.48493
5,2,0.1022,0.18297,0.13598,0.57885
5,3,0.1182,0.12809,0.14996,0.60375
5,4,0.06219,0.0873,0.17593,0.67458
5,5,0.07519,0.0743,0.25989,0.59062
6,1,0.47177,0.20408,0.17996,0.1442
6,2,0.5846,0.17505,0.14805,0.0923
6,3,0.51178,0.12309,0.23593,0.1292
6,4,0.56977,0.09709,0.24195,0.0912
6,5,0.74136,0.045299,0.16604,0.047299
7,1,0.26589,0.14009,0.46182,0.1322
7,2,0.37268,0.13319,0.36983,0.1243
7,3,0.44271,0.15719,0.3128,0.0873
7,4,0.42466,0.1223,0.38074,0.072299
7,5,0.46763,0.083299,0.39577,0.053299
8,1,0.21696,0.1202,0.4159,0.24695
8,2,0.21395,0.0683,0.54068,0.17706
8,3,0.17697,0.0693,0.58276,0.17097
8,4,0.32089,0.0494,0.50075,0.12897
8,5,0.28202,0.0464,0.45274,0.21885
9,1,0.44382,0.25892,0.1262,0.17106
9,2,0.55467,0.23788,0.0694,0.13806
9,3,0.46171,0.31683,0.0544,0.16706
9,4,0.38386,0.26192,0.0763,0.27792
9,5,0.42385,0.26992,0.0833,0.22294
10,1,0.38486,0.1691,0.1951,0.25094
10,2,0.2569,0.0852,0.27006,0.38784
10,3,0.2599,0.0752,0.27306,0.39184
10,4,0.20693,0.0872,0.23507,0.4708
10,5,0.20693,0.0912,0.26407,0.4378
