Subject_number,Phase_number,Trial_number,Surprise,Trial_time,Group_time,Surprise_time,Allocation_time,Probabilities_score,Troop_allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4,Normative_Center_X_1,Normative_Center_X_2,Normative_Center_X_3,Normative_Center_X_4,Normative_Center_Y_1,Normative_Center_Y_2,Normative_Center_Y_3,Normative_Center_Y_4,BaseRate_1,BaseRate_2,BaseRate_3,BaseRate_4,Sigma_X_1,Sigma_X_2,Sigma_X_3,Sigma_X_4,Sigma_Y_1,Sigma_Y_2,Sigma_Y_3,Sigma_Y_4,
S004,5,1,0,246736,21636,5497,21121,46.37574952288757,65.0,5,4,4,MOVINT,SIGINT,SOCINT,IMINT,NaN,3,1,0,0,NaN,39463,13843,16166,21909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.0,25.0,20.0,10.0,45.0,35.0,15.0,5.0,65.0,25.0,5.0,5.0,65.0,25.0,5.0,5.0,65.0,25.0,5.0,5.0,45.0,25.0,20.0,10.0,45.0,35.0,15.0,5.0,65.0,25.0,5.0,5.0,65.0,25.0,5.0,5.0,65.0,25.0,5.0,5.0,NaN,NaN,NaN,NaN,58.244538724619964,7.801723675883879,28.761863691042922,5.191873908453235,90.71000992502233,1.7357714009835226,6.3991013406717006,1.1551173333224576,95.12873494231896,0.9101627133604268,3.3554092641427204,0.6056930801779058,85.02495811488046,0.8134928592093582,11.99610327268637,2.1654457532238043,65.0,25.0,5.0,5.0,65.0,25.0,5.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,2,1,256249,25997,9315,35639,15.868327460647555,40.0,5,4,4,MOVINT,SOCINT,SIGINT,IMINT,NaN,0,0,6,1,NaN,18696,12433,10692,14825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.0,5.0,40.0,10.0,45.0,5.0,45.0,5.0,45.0,3.0,49.0,3.0,40.0,20.0,40.0,0.0,35.0,25.0,40.0,0.0,45.0,5.0,40.0,10.0,45.0,5.0,45.0,5.0,45.0,3.0,49.0,3.0,40.0,20.0,40.0,0.0,35.0,25.0,40.0,0.0,NaN,NaN,NaN,NaN,9.454161215544378,28.571203671763435,15.544470567190618,46.43016454550157,8.182270574381715,24.72745215025145,26.906472444566358,40.18380483080046,9.797362688187082,9.869461655681128,32.21752040619214,48.11565524993966,24.64737997663605,24.828760487320984,20.26253116856341,30.261328367479557,20.0,40.0,40.0,0.0,20.0,40.0,40.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,3,0,150090,15129,13782,24896,45.48085090915602,45.0,5,4,4,SIGINT,SOCINT,MOVINT,IMINT,NaN,1,0,0,1,NaN,6850,6050,6440,7270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0,50.0,0.0,25.0,15.0,45.0,0.0,40.0,15.0,40.0,0.0,45.0,10.0,45.0,0.0,45.0,10.0,45.0,0.0,45.0,25.0,50.0,0.0,25.0,15.0,45.0,0.0,40.0,15.0,40.0,0.0,45.0,10.0,45.0,0.0,45.0,10.0,45.0,0.0,45.0,NaN,NaN,NaN,NaN,30.938324147409485,55.534012955405274,4.4667949769209864E-5,13.527618229235467,19.891677427676303,71.41076334387128,2.8719087819084996E-5,8.697530509364602,5.844908352428661,83.93246243600646,8.438727044424584E-6,10.222620772837827,6.330246579422781,90.90188437553364,2.284861446349908E-6,2.767866760182137,10.0,45.0,0.0,45.0,10.0,45.0,0.0,45.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,4,0,268969,15080,4658,159830,7.978615048160938,50.0,5,4,4,IMINT,MOVINT,SOCINT,SIGINT,NaN,0,1,1,5,NaN,10775,5636,6770,9432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,30.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,30.0,15.0,40.0,15.0,30.0,15.0,35.0,25.0,25.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,30.0,15.0,40.0,15.0,30.0,15.0,35.0,25.0,25.0,NaN,NaN,NaN,NaN,0.25211570183714316,96.34956089294762,1.4143760450937004,1.9839473601215265,0.06382667516475657,97.56904596689574,0.3580694091370904,2.0090579488024143,0.03230600970531499,98.7695673574738,0.1812376060150105,1.0168890268058768,0.0319584849470943,97.70707556945763,1.2550158777138125,1.0059500678814681,5.0,50.0,35.0,10.0,5.0,50.0,35.0,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,5,1,260842,15381,8566,69512,35.63031640325858,30.0,5,4,4,SOCINT,SIGINT,IMINT,MOVINT,NaN,0,1,3,4,NaN,10625,21985,27554,51828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,25.0,25.0,40.0,10.0,25.0,25.0,40.0,10.0,30.0,20.0,40.0,10.0,30.0,20.0,40.0,5.0,30.0,25.0,40.0,10.0,25.0,25.0,40.0,10.0,25.0,25.0,40.0,10.0,30.0,20.0,40.0,10.0,30.0,20.0,40.0,5.0,30.0,25.0,40.0,NaN,NaN,NaN,NaN,2.2466323602062426,14.811180965707148,7.920325996881491,75.02186067720513,2.4927716392392782,5.477960777936099,8.78807070006918,83.24119688275545,0.6628164011228077,1.4565643283038718,9.346828730786157,88.53379053978716,2.0389812439996025,1.120184768006444,28.753073159724785,68.08776082826917,5.0,30.0,35.0,30.0,5.0,30.0,35.0,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,6,1,144856,14044,21565,13546,71.51338623752797,25.0,5,4,4,SOCINT,IMINT,MOVINT,SIGINT,NaN,0,3,0,0,NaN,6200,13237,12302,4720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.0,20.0,20.0,25.0,35.0,20.0,20.0,25.0,35.0,20.0,25.0,20.0,40.0,15.0,30.0,15.0,55.0,10.0,25.0,10.0,35.0,20.0,20.0,25.0,35.0,20.0,20.0,25.0,35.0,20.0,25.0,20.0,40.0,15.0,30.0,15.0,55.0,10.0,25.0,10.0,NaN,NaN,NaN,NaN,56.993899392052874,16.786870337659064,18.376029180197545,7.843201090090537,31.901173206357736,9.396108424702781,41.14243074965366,17.560287619285827,39.98507448356242,2.944281177271039,51.56810839896805,5.502535940198496,82.34390085284699,0.8661932000358099,15.171086640338125,1.6188193067790777,55.0,10.0,25.0,10.0,55.0,10.0,25.0,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,7,6,186589,22809,19680,30718,43.92685153225612,10.0,5,4,4,SIGINT,IMINT,SOCINT,MOVINT,NaN,0,5,0,0,NaN,4040,11958,7960,10801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,15.0,45.0,20.0,20.0,15.0,45.0,20.0,25.0,15.0,45.0,15.0,35.0,5.0,50.0,10.0,40.0,5.0,50.0,5.0,20.0,15.0,45.0,20.0,20.0,15.0,45.0,20.0,25.0,15.0,45.0,15.0,35.0,5.0,50.0,10.0,40.0,5.0,50.0,5.0,NaN,NaN,NaN,NaN,56.54114979148309,3.529544013492119,36.93303467831639,2.996271516708389,80.71193719554077,5.0383894879474935,13.180386260229657,1.0692870562820784,71.31265395221756,4.45164542588059,23.290937053218205,0.9447635686836476,61.3763046742934,15.325501482182629,20.04569413004797,3.2524997134760114,43.0,0.0,47.0,10.0,43.0,0.0,47.0,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,8,1,185519,21476,7835,22454,67.66244653881067,40.0,5,4,4,MOVINT,IMINT,SIGINT,SOCINT,NaN,0,0,1,1,NaN,13754,7372,11473,5977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,5.0,45.0,40.0,10.0,5.0,45.0,40.0,10.0,5.0,55.0,30.0,35.0,0.0,45.0,20.0,35.0,0.0,45.0,20.0,10.0,5.0,45.0,40.0,10.0,5.0,45.0,40.0,10.0,5.0,55.0,30.0,35.0,0.0,45.0,20.0,35.0,0.0,45.0,20.0,NaN,NaN,NaN,NaN,13.334113330871359,1.1244356916985396,76.59835976671599,8.94309121071412,3.7389800279295624,0.3152997495692731,85.91489519646926,10.030825026031897,21.377138549953397,0.2575265515866334,70.17248418401513,8.192850714444836,19.75836518660039,0.23802547939727664,64.85870713326753,15.144902200734798,35.0,0.0,40.0,25.0,35.0,0.0,40.0,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,9,4,201373,16506,5934,50686,18.716055148981063,16.0,5,4,4,SOCINT,MOVINT,IMINT,SIGINT,NaN,0,3,2,1,NaN,7369,16029,16128,5866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.0,25.0,5.0,20.0,50.0,25.0,5.0,20.0,45.0,30.0,5.0,20.0,25.0,35.0,5.0,35.0,20.0,30.0,5.0,45.0,50.0,25.0,5.0,20.0,50.0,25.0,5.0,20.0,45.0,30.0,5.0,20.0,25.0,35.0,5.0,35.0,20.0,30.0,5.0,45.0,NaN,NaN,NaN,NaN,83.29204714098411,15.734502168863528,0.15155690584167625,0.8218937843106946,95.10102366626579,4.491326946872784,0.17304433477110684,0.23460505209034477,95.39267440550935,4.505100708434351,0.04339375447331166,0.0588311315829724,95.43010281174598,4.506868336195114,0.043410780508916814,0.019618071549986092,16.0,22.0,5.0,57.0,15.0,20.0,5.0,55.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S004,5,10,1,192246,14516,5100,75847,38.76302202257479,35.0,5,4,4,IMINT,SIGINT,MOVINT,SOCINT,NaN,1,4,1,0,NaN,11353,8180,7142,7877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.0,20.0,25.0,25.0,25.0,15.0,30.0,30.0,20.0,30.0,25.0,25.0,15.0,35.0,20.0,30.0,17.0,37.0,22.0,24.0,30.0,20.0,25.0,25.0,25.0,15.0,30.0,30.0,20.0,30.0,25.0,25.0,15.0,35.0,20.0,30.0,17.0,37.0,22.0,24.0,NaN,NaN,NaN,NaN,16.599382383504295,6.1126811408534545,22.225934993796663,55.06200148184559,17.30456427479236,2.124120870873009,23.170146441696467,57.40116841263816,6.211795877479565,3.0499711080683847,8.317355921916441,82.42087709253562,6.027945287791746,5.919402160471996,8.071187048848406,79.98146550288784,10.0,35.0,20.0,35.0,10.0,35.0,20.0,35.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,1,0,463873,194679,9891,26720,69.30755372326672,90.0,5,4,4,MOVINT,SIGINT,SOCINT,IMINT,NaN,0,0,0,4,NaN,48392,18594,5765,47954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.0,25.0,0.0,5.0,75.0,25.0,0.0,0.0,95.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,70.0,25.0,0.0,5.0,75.0,25.0,0.0,0.0,95.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,NaN,NaN,NaN,NaN,58.244538724619964,7.801723675883879,28.761863691042922,5.191873908453235,90.71000992502233,1.7357714009835226,6.3991013406717006,1.1551173333224576,95.12873494231896,0.9101627133604268,3.3554092641427204,0.6056930801779058,85.02495811488046,0.8134928592093582,11.99610327268637,2.1654457532238043,90.0,10.0,0.0,0.0,90.0,10.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,2,6,434118,62876,17938,27829,13.507183713030813,0.0,5,4,4,MOVINT,SOCINT,SIGINT,IMINT,NaN,3,1,0,2,NaN,52547,12563,38064,36891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.0,5.0,45.0,10.0,40.0,0.0,45.0,15.0,35.0,0.0,60.0,5.0,35.0,0.0,60.0,5.0,40.0,0.0,60.0,0.0,40.0,5.0,45.0,10.0,40.0,0.0,45.0,15.0,35.0,0.0,60.0,5.0,35.0,0.0,60.0,5.0,40.0,0.0,60.0,0.0,NaN,NaN,NaN,NaN,9.454161215544378,28.571203671763435,15.544470567190618,46.43016454550157,8.182270574381715,24.72745215025145,26.906472444566358,40.18380483080046,9.797362688187082,9.869461655681128,32.21752040619214,48.11565524993966,24.64737997663605,24.828760487320984,20.26253116856341,30.261328367479557,40.0,0.0,60.0,0.0,40.0,0.0,60.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,3,0,649697,41938,8297,13360,72.78437380024317,100.0,5,4,4,SIGINT,SOCINT,MOVINT,IMINT,NaN,1,0,1,0,NaN,29626,179691,60486,15985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,80.0,0.0,10.0,15.0,80.0,0.0,5.0,0.0,90.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,80.0,0.0,10.0,15.0,80.0,0.0,5.0,0.0,90.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,NaN,NaN,NaN,NaN,30.938324147409485,55.534012955405274,4.4667949769209864E-5,13.527618229235467,19.891677427676303,71.41076334387128,2.8719087819084996E-5,8.697530509364602,5.844908352428661,83.93246243600646,8.438727044424584E-6,10.222620772837827,6.330246579422781,90.90188437553364,2.284861446349908E-6,2.767866760182137,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,4,0,377474,91126,6844,16062,80.65420907765811,100.0,5,4,4,IMINT,MOVINT,SOCINT,SIGINT,NaN,1,4,1,5,NaN,26813,26641,16922,36985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,60.0,0.0,40.0,0.0,80.0,0.0,20.0,0.0,80.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,60.0,0.0,40.0,0.0,80.0,0.0,20.0,0.0,80.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,95.0,5.0,0.0,NaN,NaN,NaN,NaN,0.25211570183714316,96.34956089294762,1.4143760450937004,1.9839473601215265,0.06382667516475657,97.56904596689574,0.3580694091370904,2.0090579488024143,0.03230600970531499,98.7695673574738,0.1812376060150105,1.0168890268058768,0.0319584849470943,97.70707556945763,1.2550158777138125,1.0059500678814681,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,5,1,397942,90017,15469,21875,95.29166859256964,80.0,5,4,4,SOCINT,SIGINT,IMINT,MOVINT,NaN,0,1,0,4,NaN,6984,11562,22828,44329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,15.0,10.0,75.0,0.0,10.0,10.0,80.0,0.0,0.0,15.0,85.0,0.0,0.0,10.0,90.0,0.0,0.0,20.0,80.0,0.0,15.0,10.0,75.0,0.0,10.0,10.0,80.0,0.0,0.0,15.0,85.0,0.0,0.0,10.0,90.0,0.0,0.0,20.0,80.0,NaN,NaN,NaN,NaN,2.2466323602062426,14.811180965707148,7.920325996881491,75.02186067720513,2.4927716392392782,5.477960777936099,8.78807070006918,83.24119688275545,0.6628164011228077,1.4565643283038718,9.346828730786157,88.53379053978716,2.0389812439996025,1.120184768006444,28.753073159724785,68.08776082826917,0.0,0.0,20.0,80.0,0.0,0.0,20.0,80.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,6,6,422990,95064,32219,46860,59.54534718770971,0.0,5,4,4,SOCINT,IMINT,MOVINT,SIGINT,NaN,0,4,1,0,NaN,6329,37422,21188,7313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.0,20.0,5.0,0.0,80.0,20.0,0.0,0.0,60.0,10.0,30.0,0.0,75.0,10.0,15.0,0.0,90.0,0.0,10.0,0.0,75.0,20.0,5.0,0.0,80.0,20.0,0.0,0.0,60.0,10.0,30.0,0.0,75.0,10.0,15.0,0.0,90.0,0.0,10.0,0.0,NaN,NaN,NaN,NaN,56.993899392052874,16.786870337659064,18.376029180197545,7.843201090090537,31.901173206357736,9.396108424702781,41.14243074965366,17.560287619285827,39.98507448356242,2.944281177271039,51.56810839896805,5.502535940198496,82.34390085284699,0.8661932000358099,15.171086640338125,1.6188193067790777,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,7,6,344830,97469,6891,26828,72.1803516814665,0.0,5,4,4,SIGINT,IMINT,SOCINT,MOVINT,NaN,5,4,4,4,NaN,12640,34562,7343,14125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.0,10.0,60.0,0.0,40.0,10.0,50.0,0.0,50.0,10.0,40.0,0.0,55.0,0.0,45.0,0.0,70.0,0.0,30.0,0.0,30.0,10.0,60.0,0.0,40.0,10.0,50.0,0.0,50.0,10.0,40.0,0.0,55.0,0.0,45.0,0.0,70.0,0.0,30.0,0.0,NaN,NaN,NaN,NaN,56.54114979148309,3.529544013492119,36.93303467831639,2.996271516708389,80.71193719554077,5.0383894879474935,13.180386260229657,1.0692870562820784,71.31265395221756,4.45164542588059,23.290937053218205,0.9447635686836476,61.3763046742934,15.325501482182629,20.04569413004797,3.2524997134760114,70.0,0.0,30.0,0.0,70.0,0.0,30.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,8,2,549709,75891,17266,47469,92.9147187959102,70.0,5,4,4,MOVINT,IMINT,SIGINT,SOCINT,NaN,1,1,4,5,NaN,56922,39751,55345,31829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,0.0,50.0,30.0,20.0,0.0,60.0,20.0,10.0,0.0,80.0,10.0,30.0,0.0,65.0,5.0,25.0,0.0,65.0,10.0,20.0,0.0,50.0,30.0,20.0,0.0,60.0,20.0,10.0,0.0,80.0,10.0,30.0,0.0,65.0,5.0,25.0,0.0,65.0,10.0,NaN,NaN,NaN,NaN,13.334113330871359,1.1244356916985396,76.59835976671599,8.94309121071412,3.7389800279295624,0.3152997495692731,85.91489519646926,10.030825026031897,21.377138549953397,0.2575265515866334,70.17248418401513,8.192850714444836,19.75836518660039,0.23802547939727664,64.85870713326753,15.144902200734798,30.0,0.0,70.0,0.0,30.0,0.0,70.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,9,1,462319,51954,12031,66485,40.11466796471264,70.0,5,4,4,SOCINT,MOVINT,IMINT,SIGINT,NaN,0,4,5,2,NaN,14375,31141,57922,12547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.0,30.0,15.0,5.0,60.0,35.0,0.0,5.0,50.0,45.0,0.0,5.0,50.0,20.0,0.0,30.0,60.0,15.0,0.0,25.0,50.0,30.0,15.0,5.0,60.0,35.0,0.0,5.0,50.0,45.0,0.0,5.0,50.0,20.0,0.0,30.0,60.0,15.0,0.0,25.0,NaN,NaN,NaN,NaN,83.29204714098411,15.734502168863528,0.15155690584167625,0.8218937843106946,95.10102366626579,4.491326946872784,0.17304433477110684,0.23460505209034477,95.39267440550935,4.505100708434351,0.04339375447331166,0.0588311315829724,95.43010281174598,4.506868336195114,0.043410780508916814,0.019618071549986092,70.0,0.0,0.0,30.0,70.0,0.0,0.0,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S005,5,10,2,414849,50500,11609,35016,77.03618868213933,65.0,5,4,4,IMINT,SIGINT,MOVINT,SOCINT,NaN,3,0,2,4,NaN,20719,9141,39376,29109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.0,5.0,30.0,30.0,20.0,0.0,35.0,45.0,20.0,0.0,35.0,45.0,15.0,0.0,25.0,60.0,10.0,0.0,30.0,60.0,35.0,5.0,30.0,30.0,20.0,0.0,35.0,45.0,20.0,0.0,35.0,45.0,15.0,0.0,25.0,60.0,10.0,0.0,30.0,60.0,NaN,NaN,NaN,NaN,16.599382383504295,6.1126811408534545,22.225934993796663,55.06200148184559,17.30456427479236,2.124120870873009,23.170146441696467,57.40116841263816,6.211795877479565,3.0499711080683847,8.317355921916441,82.42087709253562,6.027945287791746,5.919402160471996,8.071187048848406,79.98146550288784,0.0,0.0,35.0,65.0,0.0,0.0,35.0,65.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S006,5,1,1,741239,70512,7722,35038,55.19932652456577,60.0,5,4,4,MOVINT,SIGINT,SOCINT,IMINT,NaN,4,4,2,4,NaN,283349,25599,17145,36114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.0,11.0,29.0,10.0,32.0,24.0,20.0,24.0,65.0,14.0,7.0,14.0,77.0,9.0,5.0,9.0,60.0,9.0,11.0,20.0,50.0,11.0,29.0,10.0,32.0,24.0,20.0,24.0,65.0,14.0,7.0,14.0,77.0,9.0,5.0,9.0,60.0,9.0,11.0,20.0,NaN,NaN,NaN,NaN,58.244538724619964,7.801723675883879,28.761863691042922,5.191873908453235,90.71000992502233,1.7357714009835226,6.3991013406717006,1.1551173333224576,95.12873494231896,0.9101627133604268,3.3554092641427204,0.6056930801779058,85.02495811488046,0.8134928592093582,11.99610327268637,2.1654457532238043,60.0,6.0,16.0,18.0,60.0,6.0,16.0,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S006,5,2,2,496767,100277,9267,140135,87.17168775367526,40.0,5,4,4,MOVINT,SOCINT,SIGINT,IMINT,NaN,2,4,1,4,NaN,16396,11169,19047,39718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.0,15.0,29.0,29.0,22.0,21.0,22.0,35.0,20.0,19.0,30.0,31.0,22.0,13.0,32.0,33.0,26.0,17.0,27.0,30.0,27.0,15.0,29.0,29.0,22.0,21.0,22.0,35.0,20.0,19.0,30.0,31.0,22.0,13.0,32.0,33.0,26.0,17.0,27.0,30.0,NaN,NaN,NaN,NaN,9.454161215544378,28.571203671763435,15.544470567190618,46.43016454550157,8.182270574381715,24.72745215025145,26.906472444566358,40.18380483080046,9.797362688187082,9.869461655681128,32.21752040619214,48.11565524993966,24.64737997663605,24.828760487320984,20.26253116856341,30.261328367479557,19.0,40.0,21.0,20.0,19.0,40.0,21.0,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
