Subject_number,Phase_number,Trial_number,Surprise,Trial_time,Group_time,Surprise_time,Allocation_time,Probabilities_score,Troop_allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4,Normative_Center_X_1,Normative_Center_X_2,Normative_Center_X_3,Normative_Center_X_4,Normative_Center_Y_1,Normative_Center_Y_2,Normative_Center_Y_3,Normative_Center_Y_4,BaseRate_1,BaseRate_2,BaseRate_3,BaseRate_4,Sigma_X_1,Sigma_X_2,Sigma_X_3,Sigma_X_4,Sigma_Y_1,Sigma_Y_2,Sigma_Y_3,Sigma_Y_4,
S002,6,1,2,153506,27925,3712,26879,76.34420264925127,22.0,4,4,4,SOCINT,MOVINT,IMINT,NaN,NaN,0,2,1,NaN,NaN,7379,15756,8315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,40.0,20.0,20.0,19.0,43.0,19.0,19.0,22.0,40.0,22.0,16.0,25.0,43.0,19.0,13.0,NaN,NaN,NaN,NaN,20.0,40.0,20.0,20.0,19.0,43.0,19.0,19.0,22.0,40.0,22.0,16.0,25.0,43.0,19.0,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.501097657159212,67.09281579028683,4.571675603165009,17.83441094938895,28.924994237635094,46.20134421847079,12.592558872903354,12.281102670990766,35.558524516269756,56.796956209573,3.8701201608373634,3.7743991133198924,NaN,NaN,NaN,NaN,22.0,40.0,22.0,16.0,22.0,40.0,22.0,16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,2,1,189839,50139,6287,23416,28.374345835187256,50.0,4,4,4,MOVINT,IMINT,SIGINT,NaN,NaN,1,1,2,NaN,NaN,8829,5258,5975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.0,18.0,36.0,15.0,27.0,22.0,40.0,11.0,23.0,18.0,44.0,15.0,21.0,16.0,50.0,13.0,NaN,NaN,NaN,NaN,31.0,18.0,36.0,15.0,27.0,22.0,40.0,11.0,23.0,18.0,44.0,15.0,21.0,16.0,50.0,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.4981079513518,0.6724485245790293,68.680454064072,0.14898945999718927,9.95082191038479,0.21940428313325383,89.63532665122612,0.19444715525583495,1.560149783304497,0.034399524769827564,98.37496409595717,0.03048659596851692,NaN,NaN,NaN,NaN,21.0,16.0,50.0,13.0,21.0,16.0,50.0,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,3,2,180744,39749,4852,32573,63.75859804690865,32.0,4,4,4,SOCINT,IMINT,MOVINT,NaN,NaN,1,0,2,NaN,NaN,3338,10015,4743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0,23.0,32.0,29.0,15.0,22.0,35.0,28.0,11.0,18.0,39.0,32.0,7.0,22.0,35.0,36.0,NaN,NaN,NaN,NaN,16.0,23.0,32.0,29.0,15.0,22.0,35.0,28.0,11.0,18.0,39.0,32.0,7.0,22.0,35.0,36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.367800251111696,18.119429570916807,49.10112760647969,21.411642571491818,3.648925306049697,5.816116014708983,63.04345365721493,27.49150502202639,4.863983099638541,1.9382069807087656,84.03633053906167,9.16147938059103,NaN,NaN,NaN,NaN,11.0,18.0,39.0,32.0,11.0,18.0,39.0,32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,4,1,151556,42947,7083,12777,38.55162738266356,16.0,4,4,4,IMINT,MOVINT,SIGINT,NaN,NaN,1,2,2,NaN,NaN,5944,6084,3541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.0,35.0,32.0,15.0,21.0,38.0,29.0,12.0,18.0,41.0,26.0,15.0,16.0,47.0,24.0,13.0,NaN,NaN,NaN,NaN,18.0,35.0,32.0,15.0,21.0,38.0,29.0,12.0,18.0,41.0,26.0,15.0,16.0,47.0,24.0,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.392980102247453,63.379947216481185,12.359848075554602,1.8672246057167754,7.571808126741309,85.72343604378452,4.179273936584242,2.5254818928899336,1.2325097716644242,97.67611589104008,0.6802861191253359,0.4110882181701585,NaN,NaN,NaN,NaN,16.0,47.0,24.0,13.0,16.0,47.0,24.0,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,5,1,176984,44117,6006,31918,51.5983102043657,20.0,4,4,4,IMINT,MOVINT,SIGINT,NaN,NaN,1,1,2,NaN,NaN,6021,5943,7191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.0,31.0,6.0,31.0,28.0,27.0,10.0,35.0,32.0,23.0,14.0,31.0,38.0,21.0,12.0,29.0,NaN,NaN,NaN,NaN,32.0,31.0,6.0,31.0,28.0,27.0,10.0,35.0,32.0,23.0,14.0,31.0,38.0,21.0,12.0,29.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.3129260571091,33.18215553513102,5.193424734955337E-5,12.504866473512546,22.91094314541222,55.98921171054114,2.1907539782965706E-5,21.099823236506854,67.5367557479176,23.57781414642744,9.225561239880481E-6,8.885420880093713,NaN,NaN,NaN,NaN,40.0,20.0,5.0,35.0,40.0,20.0,5.0,35.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,6,2,198747,59000,6490,52635,65.52949339774182,30.0,4,4,4,IMINT,MOVINT,SIGINT,NaN,NaN,2,2,4,NaN,NaN,10670,6989,6598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.0,29.0,36.0,20.0,19.0,33.0,32.0,16.0,23.0,29.0,36.0,12.0,25.0,31.0,30.0,14.0,NaN,NaN,NaN,NaN,15.0,29.0,36.0,20.0,19.0,33.0,32.0,16.0,23.0,29.0,36.0,12.0,25.0,31.0,30.0,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.556451482032678,49.611193033480134,26.846141722673583,13.986213761813612,18.27169429293583,23.713837566168607,51.32914611911845,6.685322021777113,4.478632223648637,5.812573008693196,88.07013454533963,1.6386602223185511,NaN,NaN,NaN,NaN,25.0,31.0,30.0,14.0,25.0,31.0,30.0,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,7,2,240352,36442,7878,21263,88.79655372583858,25.0,4,4,4,IMINT,MOVINT,SIGINT,NaN,NaN,4,2,4,NaN,NaN,10498,5975,6880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.0,18.0,31.0,36.0,19.0,22.0,27.0,32.0,23.0,18.0,31.0,28.0,25.0,20.0,25.0,30.0,NaN,NaN,NaN,NaN,15.0,18.0,31.0,36.0,19.0,22.0,27.0,32.0,23.0,18.0,31.0,28.0,25.0,20.0,25.0,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.761881267629857,33.505603778650745,12.902464513732767,40.83005043998663,28.841544185311186,18.93046431736934,29.1592589343487,23.06873256297078,35.801101430239406,23.498446157845862,12.065160589551015,28.635291822363723,NaN,NaN,NaN,NaN,25.0,20.0,25.0,30.0,25.0,20.0,25.0,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,8,2,246296,43837,12246,45256,70.917477153926,10.0,4,4,4,SOCINT,SIGINT,MOVINT,NaN,NaN,0,4,2,NaN,NaN,5787,3791,7348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.0,15.0,35.0,10.0,46.0,13.0,8.0,33.0,37.0,16.0,11.0,36.0,34.0,19.0,8.0,39.0,NaN,NaN,NaN,NaN,40.0,15.0,35.0,10.0,46.0,13.0,8.0,33.0,37.0,16.0,11.0,36.0,34.0,19.0,8.0,39.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.71530199234686,8.926715997987714,3.310134919851616E-4,30.35765099617343,34.000956125282855,14.997053577796533,5.561089963459973E-4,51.001434187924275,11.409890522855695,20.13057972341197,1.8661659818339007E-4,68.45934313713416,NaN,NaN,NaN,NaN,34.0,10.0,0.0,56.0,34.0,10.0,0.0,56.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,9,3,180416,40061,12480,40779,48.32151287307314,66.0,4,4,4,SOCINT,IMINT,SIGINT,NaN,NaN,1,3,1,NaN,NaN,7504,6614,3494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.0,19.0,33.0,33.0,13.0,17.0,39.0,31.0,16.0,20.0,36.0,28.0,14.0,18.0,42.0,26.0,NaN,NaN,NaN,NaN,15.0,19.0,33.0,33.0,13.0,17.0,39.0,31.0,16.0,20.0,36.0,28.0,14.0,18.0,42.0,26.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0095514991485695,4.140042990575448,69.75948189018332,25.09092362009266,3.497833303434149,14.344171904352551,60.42461409635468,21.733380695858624,0.756210315186074,3.101122842596287,91.44404193921315,4.698624903004499,NaN,NaN,NaN,NaN,0.0,0.0,66.0,34.0,0.0,0.0,66.0,34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
S002,6,10,2,164208,39313,6833,20499,84.74408362955619,32.0,4,4,4,IMINT,MOVINT,SIGINT,NaN,NaN,1,1,4,NaN,NaN,15990,7800,3885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,32.0,30.0,30.0,4.0,28.0,34.0,34.0,0.0,32.0,30.0,38.0,0.0,35.0,33.0,32.0,NaN,NaN,NaN,NaN,8.0,32.0,30.0,30.0,4.0,28.0,34.0,34.0,0.0,32.0,30.0,38.0,0.0,35.0,33.0,32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.403976674759898,27.772653834960654,32.43202052880285,39.391348961476595,0.13399249848050682,36.84695190871962,10.757174195782964,52.26188139701692,0.20564008249144444,56.54951072630172,16.5091793501967,26.73566984101013,NaN,NaN,NaN,NaN,0.0,35.0,33.0,32.0,0.0,35.0,33.0,32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
