Subject_number,Phase_number,Trial_number,Query_type,Layer_type,Phase_type,Presentation_order,User_choice,Trial_time,Trial_score,Specified_answer,Normalization_compensation,Number_probability_sets,Number_facilities,Max_probs_in_set,WTAnh,WTAnr,TVDnh,TVDnr,KLDnh,KLDnr,KLDSnh,KLDSnr,RMSnh,RMSnr,Probs_norm_1_1,Probs_norm_1_2,Probs_norm_1_3,Probs_norm_1_4,Probs_norm_2_1,Probs_norm_2_2,Probs_norm_2_3,Probs_norm_2_4,Probs_norm_3_1,Probs_norm_3_2,Probs_norm_3_3,Probs_norm_3_4,Probs_human_1_1,Probs_human_1_2,Probs_human_1_3,Probs_human_1_4,Probs_human_2_1,Probs_human_2_2,Probs_human_2_3,Probs_human_2_4,Probs_human_3_1,Probs_human_3_2,Probs_human_3_3,Probs_human_3_4,Probs_random_1_1,Probs_random_1_2,Probs_random_1_3,Probs_random_1_4,Probs_random_2_1,Probs_random_2_2,Probs_random_2_3,Probs_random_2_4,Probs_random_3_1,Probs_random_3_2,Probs_random_3_3,Probs_random_3_4,Raw_probs_human_1_1,Raw_probs_human_1_2,Raw_probs_human_1_3,Raw_probs_human_1_4,Raw_probs_human_2_1,Raw_probs_human_2_2,Raw_probs_human_2_3,Raw_probs_human_2_4,Raw_probs_human_3_1,Raw_probs_human_3_2,Raw_probs_human_3_3,Raw_probs_human_3_4
11,2,1,Identify,Simultaneous,2,0,0,30145,100,A,0,1,2,4,0,0,3.8754e-005,0.49996,3.7088e-005,0.99939,4.4198e-005,3.6753,3.8774e-005,0.49996,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,2,2,Identify,Simultaneous,2,0,0,8877,100,B,0,1,2,4,0,0,0.00014198,0.49986,1.2256e-005,0.99796,1.1556e-005,3.1896,0.00014199,0.49986,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,4,1,Identify,Simultaneous,2,0,0,16065,0.012262,B,0,1,2,4,1,0,0.99774,0.49774,13.2347,0.97686,11.0101,2.1862,0.99774,0.49774,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,4,2,Identify,Simultaneous,2,0,0,9767,100,A,0,1,2,4,0,0,0.0053711,0.49463,0.023291,0.95176,0.015171,1.8629,0.0053711,0.49463,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,6,1,Identify,Simultaneous,2,0,0,24520,100,A,0,1,2,4,0,0,2.0549e-005,0.49998,6.6463e-005,0.99964,8.8548e-005,3.883,2.0556e-005,0.49998,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,6,2,Identify,Simultaneous,2,0,0,17846,100,B,0,1,2,4,0,0,7.811e-009,0.5,0.00014404,1,0.00063204,6.483,1.1046e-008,0.5,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,8,1,Identify,Simultaneous,2,0,0,11314,74.9893,A,0,1,3,4,0,0,0.13122,0.53545,1.1301,0.97121,0.66552,1.3297,0.1031,0.38128,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,8,2,Identify,Simultaneous,2,0,0,20143,19.8376,B,0.06,1,3,4,0,0,0.47474,0.6414,0.83008,1.4148,1.2511,3.7312,0.38762,0.45365,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0
11,8,3,Identify,Simultaneous,2,0,0,21658,15.7304,C,0,1,3,4,0,0,0.48093,0.64746,0.86368,1.4468,1.3668,3.031,0.39262,0.45789,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
11,10,1,Identify,Simultaneous,2,0,0,24595,4.3502,B,0.57,1,3,4,1,0,0.67876,0.66543,1.6293,1.5711,4.1006,4.4634,0.49326,0.47053,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0,0.2,0.32,0.48,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.31,0.5,0.76,0,0,0,0,0,0,0,0,0
11,10,2,Identify,Simultaneous,2,0,0,8047,1.8185,A,0.52,1,3,4,1,0,0.77871,0.66538,2.1685,1.5707,5.1164,4.7113,0.56773,0.47049,0.99871,2.3413e-006,0.0012844,0,0,0,0,0,0,0,0,0,0.22,0.22,0.56,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.33,0.86,0,0,0,0,0,0,0,0,0
11,10,3,Identify,Simultaneous,2,0,0,12267,51.0634,C,0.62,1,3,4,1,0,0.20966,0.33299,0.34877,0.59105,1.0163,1.7567,0.1573,0.24041,0.00034521,0.44041,0.55925,0,0,0,0,0,0,0,0,0,0.21,0.4,0.39,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.65,0.64,0,0,0,0,0,0,0,0,0
11,12,1,Identify,Simultaneous,2,0,0,14548,1.8185,B,0.5,1,3,4,1,0,0.77988,0.66655,2.1825,1.5832,6.3074,5.6304,0.56865,0.47132,5.6233e-007,0.99988,0.00011996,0,0,0,0,0,0,0,0,0,0.22,0.22,0.56,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.33,0.84,0,0,0,0,0,0,0,0,0
