Subject_number,Phase_number,Trial_number,Query_type,Layer_type,Phase_type,Presentation_order,User_choice,Trial_time,Trial_score,Specified_answer,Normalization_compensation,Number_probability_sets,Number_facilities,Max_probs_in_set,WTAnh,WTAnr,TVDnh,TVDnr,KLDnh,KLDnr,KLDSnh,KLDSnr,RMSnh,RMSnr,Probs_norm_1_1,Probs_norm_1_2,Probs_norm_1_3,Probs_norm_1_4,Probs_norm_2_1,Probs_norm_2_2,Probs_norm_2_3,Probs_norm_2_4,Probs_norm_3_1,Probs_norm_3_2,Probs_norm_3_3,Probs_norm_3_4,Probs_human_1_1,Probs_human_1_2,Probs_human_1_3,Probs_human_1_4,Probs_human_2_1,Probs_human_2_2,Probs_human_2_3,Probs_human_2_4,Probs_human_3_1,Probs_human_3_2,Probs_human_3_3,Probs_human_3_4,Probs_random_1_1,Probs_random_1_2,Probs_random_1_3,Probs_random_1_4,Probs_random_2_1,Probs_random_2_2,Probs_random_2_3,Probs_random_2_4,Probs_random_3_1,Probs_random_3_2,Probs_random_3_3,Probs_random_3_4,Raw_probs_human_1_1,Raw_probs_human_1_2,Raw_probs_human_1_3,Raw_probs_human_1_4,Raw_probs_human_2_1,Raw_probs_human_2_2,Raw_probs_human_2_3,Raw_probs_human_2_4,Raw_probs_human_3_1,Raw_probs_human_3_2,Raw_probs_human_3_3,Raw_probs_human_3_4
20,2,1,Identify,Simultaneous,2,0,0,55708,54.3526,A,0,1,2,4,0,0,0.19996,0.49996,0.3214,0.99939,1.27,3.6753,0.19996,0.49996,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0
20,2,2,Identify,Simultaneous,2,0,0,24212,80.5888,B,0,1,2,4,0,0,0.099858,0.49986,0.15041,0.99796,0.47891,3.1896,0.099858,0.49986,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0
20,4,1,Identify,Simultaneous,2,0,0,12153,0.88679,B,0,1,2,4,1,0,0.79774,0.49774,2.2943,0.97686,4.3017,2.1862,0.79774,0.49774,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0
20,4,2,Identify,Simultaneous,2,0,0,24055,0.23692,A,0,1,2,4,1,0,0.89463,0.49463,3.2567,0.95176,4.7873,1.8629,0.89463,0.49463,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0
20,6,1,Identify,Simultaneous,2,0,0,27800,37.3186,A,0.01,1,2,4,0,0,0.27998,0.49998,0.4736,0.99964,1.9836,3.883,0.27998,0.49998,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0,0.72,0.28,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.72,0.29,0,0,0,0,0,0,0,0,0,0
20,6,2,Identify,Simultaneous,2,0,0,12605,61.7844,B,0.02,1,2,4,0,0,0.17,0.5,0.26882,1,2.0098,6.483,0.17,0.5,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0,0.17,0.83,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.17,0.85,0,0,0,0,0,0,0,0,0,0
20,8,1,Identify,Simultaneous,2,0,0,31824,3.2852,A,0.13,1,3,4,1,0,0.77878,0.53545,2.492,0.97121,2.4486,1.3297,0.56995,0.38128,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0,0.09,0.22,0.69,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.1,0.24,0.79,0,0,0,0,0,0,0,0,0
20,8,2,Identify,Simultaneous,2,0,0,21560,71.7965,B,0.04,1,3,4,0,0,0.14473,0.6414,0.20921,1.4148,0.9713,3.7312,0.11264,0.45365,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0,0.13,0.83,0.04,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.12,0.8,0.04,0,0,0,0,0,0,0,0,0
20,8,3,Identify,Simultaneous,2,0,0,17207,2.2808,C,0.05,1,3,4,1,0,0.77079,0.64746,2.0801,1.4468,3.0277,3.031,0.59941,0.45789,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0,0.08,0.71,0.21,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.07,0.68,0.2,0,0,0,0,0,0,0,0,0
20,10,1,Identify,Simultaneous,2,0,0,20592,0.51371,B,0.15,1,3,4,1,0,0.88876,0.66543,3.1676,1.5711,6.3156,4.4634,0.64097,0.47053,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0,0.29,0.11,0.6,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.12,0.7,0,0,0,0,0,0,0,0,0
20,10,2,Identify,Simultaneous,2,0,0,24118,48.8142,A,0.14,1,3,4,0,0,0.25871,0.66538,0.42269,1.5707,1.2565,4.7113,0.18925,0.47049,0.99871,2.3413e-006,0.0012844,0,0,0,0,0,0,0,0,0,0.74,0.07,0.19,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.84,0.08,0.22,0,0,0,0,0,0,0,0,0
20,10,3,Identify,Simultaneous,2,0,0,24056,48.2394,C,0.19,1,3,4,1,0,0.37925,0.33299,0.5822,0.59105,0.73518,1.7567,0.2828,0.24041,0.00034521,0.44041,0.55925,0,0,0,0,0,0,0,0,0,0.08,0.74,0.18,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.06,0.6,0.15,0,0,0,0,0,0,0,0,0
20,12,1,Identify,Simultaneous,2,0,0,15896,37.5734,B,0.1,1,3,4,0,0,0.31988,0.66655,0.55483,1.5832,2.1203,5.6304,0.23329,0.47132,5.6233e-007,0.99988,0.00011996,0,0,0,0,0,0,0,0,0,0.09,0.68,0.23,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.09,0.75,0.26,0,0,0,0,0,0,0,0,0
20,12,2,Identify,Simultaneous,2,0,0,22309,51.5378,C,0.07,1,3,4,0,0,0.20887,0.49905,0.33378,0.92291,0.82524,1.7741,0.15279,0.35928,0.16648,0.001138,0.83239,0,0,0,0,0,0,0,0,0,0.11,0.21,0.68,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.11,0.23,0.73,0,0,0,0,0,0,0,0,0
20,12,3,Identify,Simultaneous,2,0,0,25849,45.7503,A,0.02,1,3,4,0,0,0.27616,0.66282,0.44523,1.5486,1.3935,4.6738,0.19773,0.46869,0.99616,8.7573e-007,0.0038432,0,0,0,0,0,0,0,0,0,0.72,0.1,0.18,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.73,0.1,0.19,0,0,0,0,0,0,0,0,0
20,14,1,Identify,Simultaneous,2,0,0,19157,1.3556,B,0.14,1,4,4,1,0,0.74106,0.48065,2.4365,0.9009,4.8162,1.6976,0.4704,0.284,0.00031558,0.73065,0.17041,0.098621,0,0,0,0,0,0,0,0,0.67,0.08,0.08,0.17,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.76,0.09,0.09,0.2,0,0,0,0,0,0,0,0
20,14,2,Identify,Simultaneous,2,0,0,38938,0.8102,A,0.12,1,4,4,1,0,0.83516,0.73516,2.6019,1.8716,3.8762,3.1044,0.55157,0.42445,0.98516,0.00048103,0.0057011,0.0086605,0,0,0,0,0,0,0,0,0.15,0.03,0.72,0.1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.16,0.03,0.81,0.12,0,0,0,0,0,0,0,0
20,14,3,Identify,Simultaneous,2,0,0,17363,68.1731,C,0.06,1,4,4,0,0,0.15821,0.60821,0.17148,1.2909,0.24735,1.6411,0.099763,0.35372,0.012714,0.11681,0.85821,0.012263,0,0,0,0,0,0,0,0,0.04,0.13,0.7,0.13,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.04,0.13,0.75,0.14,0,0,0,0,0,0,0,0
20,14,4,Identify,Simultaneous,2,0,0,54195,2.4447,D,0.26,1,4,4,1,0,0.69011,0.42386,2.8361,0.79951,3.1742,1.2791,0.40703,0.25887,0.0021563,0.23773,0.086252,0.67386,0,0,0,0,0,0,0,0,0.41,0.52,0.04,0.03,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.51,0.65,0.05,0.05,0,0,0,0,0,0,0,0
20,16,1,Identify,Simultaneous,2,0,0,24227,0.35407,C,0.47,1,4,4,1,0,0.8975,0.7175,3.6064,1.7666,4.9891,2.7566,0.55077,0.41436,0.005375,0.00088183,0.9675,0.026246,0,0,0,0,0,0,0,0,0.54,0.35,0.07,0.04,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.78,0.51,0.11,0.07,0,0,0,0,0,0,0,0
20,16,2,Identify,Simultaneous,2,0,0,18939,60.6191,A,0.15,1,4,4,0,0,0.22572,0.74572,0.35135,1.958,0.93076,4.3287,0.13616,0.43054,0.99572,2.1008e-005,0.0038415,0.00041683,0,0,0,0,0,0,0,0,0.77,0.04,0.05,0.14,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.88,0.04,0.06,0.17,0,0,0,0,0,0,0,0
20,16,3,Identify,Simultaneous,2,0,0,15678,1.9921,D,0.1,1,4,4,1,0,0.78086,0.48086,2.1485,0.96025,3.0035,1.7458,0.46541,0.2677,0.00090055,0.018236,0.3242,0.65666,0,0,0,0,0,0,0,0,0.06,0.74,0.07,0.13,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.06,0.81,0.08,0.15,0,0,0,0,0,0,0,0
20,16,4,Identify,Simultaneous,2,0,0,17519,47.2451,B,0.47,1,4,4,1,0,0.42252,0.55252,0.58392,1.2747,0.85137,3.3637,0.2687,0.32889,7.4887e-006,0.80252,0.00089865,0.19658,0,0,0,0,0,0,0,0,0.03,0.38,0.07,0.52,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.04,0.55,0.11,0.77,0,0,0,0,0,0,0,0
20,18,1,Identify,Simultaneous,2,0,0,27066,0.87089,C,0.54,1,4,4,1,0,0.83372,0.70372,2.7911,1.7026,4.2681,2.7161,0.51893,0.40659,0.0047097,0.00068684,0.95372,0.040884,0,0,0,0,0,0,0,0,0.57,0.25,0.12,0.06,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.87,0.37,0.2,0.1,0,0,0,0,0,0,0,0
20,18,2,Identify,Simultaneous,2,0,0,16037,1.1887,D,0.04,1,4,4,1,0,0.80978,0.74978,2.3927,1.9967,6.0926,5.2227,0.5427,0.43289,2.8565e-005,8.5696e-005,0.00010712,0.99978,0,0,0,0,0,0,0,0,0.04,0.72,0.05,0.19,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.04,0.74,0.06,0.2,0,0,0,0,0,0,0,0
20,18,3,Identify,Simultaneous,2,0,0,22309,22.9486,B,0.04,1,4,4,0,0,0.45485,0.73485,0.80948,1.8861,1.5501,5.5217,0.29434,0.42431,3.5899e-008,0.98485,6.8927e-005,0.015078,0,0,0,0,0,0,0,0,0.01,0.53,0.08,0.38,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0.54,0.09,0.39,0,0,0,0,0,0,0,0
