Subject_number,Phase_number,Trial_number,Query_type,Layer_type,Phase_type,Presentation_order,User_choice,Trial_time,Trial_score,Specified_answer,Normalization_compensation,Number_probability_sets,Number_facilities,Max_probs_in_set,WTAnh,WTAnr,TVDnh,TVDnr,KLDnh,KLDnr,KLDSnh,KLDSnr,RMSnh,RMSnr,Probs_norm_1_1,Probs_norm_1_2,Probs_norm_1_3,Probs_norm_1_4,Probs_norm_2_1,Probs_norm_2_2,Probs_norm_2_3,Probs_norm_2_4,Probs_norm_3_1,Probs_norm_3_2,Probs_norm_3_3,Probs_norm_3_4,Probs_human_1_1,Probs_human_1_2,Probs_human_1_3,Probs_human_1_4,Probs_human_2_1,Probs_human_2_2,Probs_human_2_3,Probs_human_2_4,Probs_human_3_1,Probs_human_3_2,Probs_human_3_3,Probs_human_3_4,Probs_random_1_1,Probs_random_1_2,Probs_random_1_3,Probs_random_1_4,Probs_random_2_1,Probs_random_2_2,Probs_random_2_3,Probs_random_2_4,Probs_random_3_1,Probs_random_3_2,Probs_random_3_3,Probs_random_3_4,Raw_probs_human_1_1,Raw_probs_human_1_2,Raw_probs_human_1_3,Raw_probs_human_1_4,Raw_probs_human_2_1,Raw_probs_human_2_2,Raw_probs_human_2_3,Raw_probs_human_2_4,Raw_probs_human_3_1,Raw_probs_human_3_2,Raw_probs_human_3_3,Raw_probs_human_3_4
15,2,1,Identify,Simultaneous,2,0,0,28454,80.5888,A,0,1,2,4,0,0,0.099961,0.49996,0.15152,0.99939,0.57641,3.6753,0.099961,0.49996,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
15,2,2,Identify,Simultaneous,2,0,0,23935,54.3526,B,0,1,2,4,0,0,0.19986,0.49986,0.32017,0.99796,1.0754,3.1896,0.19986,0.49986,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0
15,4,1,Identify,Simultaneous,2,0,0,20027,67.0003,B,0,1,2,4,0,0,0.14774,0.49774,0.21698,0.97686,0.46406,2.1862,0.14774,0.49774,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0
15,4,2,Identify,Simultaneous,2,0,0,11444,93.6105,A,0,1,2,4,0,0,0.044629,0.49463,0.048584,0.95176,0.073292,1.8629,0.044629,0.49463,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0,0,0,0,0,0,0,0,0,0
15,6,1,Identify,Simultaneous,2,0,0,28384,80.5888,A,0,1,2,4,0,0,0.099979,0.49998,0.15171,0.99964,0.618,3.883,0.099979,0.49998,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0
15,6,2,Identify,Simultaneous,2,0,0,14770,93.6105,B,0,1,2,4,0,0,0.05,0.5,0.074,1,0.5421,6.483,0.05,0.5,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0
15,8,1,Identify,Simultaneous,2,0,0,55110,85.8854,A,0.01,1,3,4,0,0,0.090661,0.53545,0.12762,0.97121,0.10971,1.3297,0.067502,0.38128,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0,0.94,0.03,0.03,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.94,0.03,0.04,0,0,0,0,0,0,0,0,0
15,8,2,Identify,Simultaneous,2,0,0,34667,3.3431,B,0.19,1,3,4,1,0,0.75473,0.6414,1.9706,1.4148,2.8512,3.7312,0.59687,0.45365,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0,0.05,0.22,0.73,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.05,0.26,0.88,0,0,0,0,0,0,0,0,0
15,8,3,Identify,Simultaneous,2,0,0,53250,1.0405,C,0.02,1,3,4,1,0,0.82079,0.64746,2.5038,1.4468,5.4253,3.031,0.61784,0.45789,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0,0.67,0.17,0.16,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.68,0.17,0.17,0,0,0,0,0,0,0,0,0
15,10,1,Identify,Simultaneous,2,0,0,43885,5.2238,B,0.34,1,3,4,1,0,0.64876,0.66543,1.5001,1.5711,3.7328,4.4634,0.48033,0.47053,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0,0.15,0.35,0.5,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.2,0.46,0.68,0,0,0,0,0,0,0,0,0
15,10,2,Identify,Simultaneous,2,0,0,55905,16.2488,A,0.12,1,3,4,0,0,0.45871,0.66538,0.87525,1.5707,2.2629,4.7113,0.35589,0.47049,0.99871,2.3413e-006,0.0012844,0,0,0,0,0,0,0,0,0,0.54,0.05,0.41,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.6,0.05,0.47,0,0,0,0,0,0,0,0,0
15,10,3,Identify,Simultaneous,2,0,0,20005,45.2788,C,0.04,1,3,4,0,0,0.34041,0.33299,0.65028,0.59105,0.83372,1.7567,0.2475,0.24041,0.00034521,0.44041,0.55925,0,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.1,0.1,0.84,0,0,0,0,0,0,0,0,0
15,12,1,Identify,Simultaneous,2,0,0,38008,67.5774,B,0.21,1,3,4,0,0,0.16988,0.66655,0.26738,1.5832,0.97096,5.6304,0.12823,0.47132,5.6233e-007,0.99988,0.00011996,0,0,0,0,0,0,0,0,0,0.03,0.83,0.14,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.03,1,0.18,0,0,0,0,0,0,0,0,0
15,12,2,Identify,Simultaneous,2,0,0,24396,90.3518,C,0.03,1,3,4,0,0,0.066476,0.49905,0.091057,0.92291,0.15804,1.7741,0.048707,0.35928,0.16648,0.001138,0.83239,0,0,0,0,0,0,0,0,0,0.1,0.05,0.85,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.09,0.05,0.83,0,0,0,0,0,0,0,0,0
