Subject_number,Phase_number,Trial_number,Query_type,Layer_type,Phase_type,Presentation_order,User_choice,Trial_time,Trial_score,Specified_answer,Normalization_compensation,Number_probability_sets,Number_facilities,Max_probs_in_set,WTAnh,WTAnr,TVDnh,TVDnr,KLDnh,KLDnr,KLDSnh,KLDSnr,RMSnh,RMSnr,Probs_norm_1_1,Probs_norm_1_2,Probs_norm_1_3,Probs_norm_1_4,Probs_norm_2_1,Probs_norm_2_2,Probs_norm_2_3,Probs_norm_2_4,Probs_norm_3_1,Probs_norm_3_2,Probs_norm_3_3,Probs_norm_3_4,Probs_human_1_1,Probs_human_1_2,Probs_human_1_3,Probs_human_1_4,Probs_human_2_1,Probs_human_2_2,Probs_human_2_3,Probs_human_2_4,Probs_human_3_1,Probs_human_3_2,Probs_human_3_3,Probs_human_3_4,Probs_random_1_1,Probs_random_1_2,Probs_random_1_3,Probs_random_1_4,Probs_random_2_1,Probs_random_2_2,Probs_random_2_3,Probs_random_2_4,Probs_random_3_1,Probs_random_3_2,Probs_random_3_3,Probs_random_3_4,Raw_probs_human_1_1,Raw_probs_human_1_2,Raw_probs_human_1_3,Raw_probs_human_1_4,Raw_probs_human_2_1,Raw_probs_human_2_2,Raw_probs_human_2_3,Raw_probs_human_2_4,Raw_probs_human_3_1,Raw_probs_human_3_2,Raw_probs_human_3_3,Raw_probs_human_3_4
14,2,1,Identify,Simultaneous,2,0,0,45926,93.6105,A,0,1,2,4,0,0,0.049961,0.49996,0.073554,0.99939,0.26117,3.6753,0.049961,0.49996,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0,0,0,0,0,0,0,0,0,0
14,2,2,Identify,Simultaneous,2,0,0,25064,77.846,B,0.05,1,2,4,0,0,0.10986,0.49986,0.16651,0.99796,0.53531,3.1896,0.10986,0.49986,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0,0.11,0.89,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.85,0,0,0,0,0,0,0,0,0,0
14,4,1,Identify,Simultaneous,2,0,0,45276,54.3526,B,0.01,1,2,4,0,0,0.19774,0.49774,0.30331,0.97686,0.67079,2.1862,0.19774,0.49774,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.81,0,0,0,0,0,0,0,0,0,0
14,4,2,Identify,Simultaneous,2,0,0,19748,80.5888,A,0.01,1,2,4,0,0,0.094629,0.49463,0.1208,0.95176,0.20641,1.8629,0.094629,0.49463,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.9,0.11,0,0,0,0,0,0,0,0,0,0
14,6,1,Identify,Simultaneous,2,0,0,26968,95.8379,A,0.01,1,2,4,0,0,0.039979,0.49998,0.058632,0.99964,0.21884,3.883,0.039979,0.49998,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0,0.96,0.04,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.96,0.05,0,0,0,0,0,0,0,0,0,0
14,6,2,Identify,Simultaneous,2,0,0,18657,93.6105,B,0.01,1,2,4,0,0,0.05,0.5,0.074,1,0.5421,6.483,0.05,0.5,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.05,0.96,0,0,0,0,0,0,0,0,0,0
14,8,1,Identify,Simultaneous,2,0,0,12766,84.3364,A,0.03,1,3,4,0,0,0.090661,0.53545,0.13664,0.97121,0.12231,1.3297,0.065406,0.38128,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0,0.93,0.04,0.03,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.95,0.04,0.04,0,0,0,0,0,0,0,0,0
14,8,2,Identify,Simultaneous,2,0,0,30906,85.0579,B,0.08,1,3,4,0,0,0.12473,0.6414,0.1357,1.4148,0.3062,3.7312,0.092074,0.45365,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0,0.03,0.85,0.12,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.03,0.92,0.13,0,0,0,0,0,0,0,0,0
14,8,3,Identify,Simultaneous,2,0,0,84206,0.3935,C,0.22,1,3,4,1,0,0.90079,0.64746,3.4709,1.4468,6.0425,3.031,0.65547,0.45789,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0,0.64,0.28,0.08,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.78,0.34,0.1,0,0,0,0,0,0,0,0,0
14,10,1,Identify,Simultaneous,2,0,0,23829,39.5837,B,0.24,1,3,4,0,0,0.28876,0.66543,0.48211,1.5711,1.2514,4.4634,0.22453,0.47053,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0,0.03,0.71,0.26,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.03,0.88,0.33,0,0,0,0,0,0,0,0,0
