Subject_number,Phase_number,Trial_number,Query_type,Layer_type,Phase_type,Presentation_order,User_choice,Trial_time,Trial_score,Specified_answer,Normalization_compensation,Number_probability_sets,Number_facilities,Max_probs_in_set,WTAnh,WTAnr,TVDnh,TVDnr,KLDnh,KLDnr,KLDSnh,KLDSnr,RMSnh,RMSnr,Probs_norm_1_1,Probs_norm_1_2,Probs_norm_1_3,Probs_norm_1_4,Probs_norm_2_1,Probs_norm_2_2,Probs_norm_2_3,Probs_norm_2_4,Probs_norm_3_1,Probs_norm_3_2,Probs_norm_3_3,Probs_norm_3_4,Probs_human_1_1,Probs_human_1_2,Probs_human_1_3,Probs_human_1_4,Probs_human_2_1,Probs_human_2_2,Probs_human_2_3,Probs_human_2_4,Probs_human_3_1,Probs_human_3_2,Probs_human_3_3,Probs_human_3_4,Probs_random_1_1,Probs_random_1_2,Probs_random_1_3,Probs_random_1_4,Probs_random_2_1,Probs_random_2_2,Probs_random_2_3,Probs_random_2_4,Probs_random_3_1,Probs_random_3_2,Probs_random_3_3,Probs_random_3_4,Raw_probs_human_1_1,Raw_probs_human_1_2,Raw_probs_human_1_3,Raw_probs_human_1_4,Raw_probs_human_2_1,Raw_probs_human_2_2,Raw_probs_human_2_3,Raw_probs_human_2_4,Raw_probs_human_3_1,Raw_probs_human_3_2,Raw_probs_human_3_3,Raw_probs_human_3_4
21,2,1,Identify,Simultaneous,2,0,0,33750,100,A,0,1,2,4,0,0,3.8754e-005,0.49996,3.7088e-005,0.99939,4.4198e-005,3.6753,3.8774e-005,0.49996,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,2,2,Identify,Simultaneous,2,0,0,27704,43.2073,B,0,1,2,4,0,0,0.24986,0.49986,0.41322,0.99796,1.3963,3.1896,0.24986,0.49986,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0
21,4,1,Identify,Simultaneous,2,0,0,10360,10.523,B,0,1,2,4,0,0,0.49774,0.49774,0.97686,0.97686,2.1862,2.1862,0.49774,0.49774,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
21,4,2,Identify,Simultaneous,2,0,0,15078,54.3526,A,0,1,2,4,0,0,0.19463,0.49463,0.28444,0.95176,0.53839,1.8629,0.19463,0.49463,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0
21,6,1,Identify,Simultaneous,2,0,0,32656,0.23692,A,0,1,2,4,1,0,0.89998,0.49998,3.3215,0.99964,8.4159,3.883,0.89998,0.49998,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0
21,6,2,Identify,Simultaneous,2,0,0,33423,93.6105,B,0,1,2,4,0,0,0.05,0.5,0.074,1,0.5421,6.483,0.05,0.5,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0
21,8,1,Identify,Simultaneous,2,0,0,35188,81.8176,A,0,1,3,4,0,0,0.17934,0.53545,0.18331,0.97121,0.17927,1.3297,0.14232,0.38128,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0,0.7,0,0.3,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.7,0,0.3,0,0,0,0,0,0,0,0,0
21,8,2,Identify,Simultaneous,2,0,0,25673,19.8376,B,0,1,3,4,0,0,0.47474,0.6414,0.83008,1.4148,1.2511,3.7312,0.38762,0.45365,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
21,8,3,Identify,Simultaneous,2,0,0,10390,6.5181,C,0.01,1,3,4,1,0,0.65079,0.64746,1.4613,1.4468,3.0716,3.031,0.46033,0.45789,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0,0.34,0.33,0.33,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0
21,10,1,Identify,Simultaneous,2,0,0,33484,7.0804,B,0.33,1,3,4,0,0,0.61876,0.66543,1.3822,1.5711,3.8432,4.4634,0.44021,0.47053,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0,0.25,0.38,0.37,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.5,0.5,0,0,0,0,0,0,0,0,0
21,10,2,Identify,Simultaneous,2,0,0,9969,5.379,A,0.01,1,3,4,0,0,0.65871,0.66538,1.5422,1.5707,4.65,4.7113,0.46578,0.47049,0.99871,2.3413e-006,0.0012844,0,0,0,0,0,0,0,0,0,0.34,0.33,0.33,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0
21,10,3,Identify,Simultaneous,2,0,0,18719,2.9726,C,0,1,3,4,0,0,0.49966,0.33299,5.4178,0.59105,5.2927,1.7567,0.38606,0.24041,0.00034521,0.44041,0.55925,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
21,12,1,Identify,Simultaneous,2,0,0,30563,28.6775,B,0.01,1,3,4,0,0,0.33988,0.66655,0.59784,1.5832,2.057,5.6304,0.27352,0.47132,5.6233e-007,0.99988,0.00011996,0,0,0,0,0,0,0,0,0,0.01,0.66,0.33,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0.66,0.33,0,0,0,0,0,0,0,0,0
21,12,2,Identify,Simultaneous,2,0,0,30251,85.6206,C,0.01,1,3,4,0,0,0.17352,0.49905,0.1113,0.92291,0.12005,1.7741,0.14122,0.35928,0.16648,0.001138,0.83239,0,0,0,0,0,0,0,0,0,0.34,0,0.66,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0,0.66,0,0,0,0,0,0,0,0,0
21,12,3,Identify,Simultaneous,2,0,0,32359,5.379,A,0.01,1,3,4,0,0,0.65616,0.66282,1.5202,1.5486,4.6128,4.6738,0.46398,0.46869,0.99616,8.7573e-007,0.0038432,0,0,0,0,0,0,0,0,0,0.34,0.33,0.33,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0
21,14,1,Identify,Simultaneous,2,0,0,29360,7.1154,B,0,1,4,4,1,0,0.57927,0.48065,2.0139,0.9009,3.5393,1.6976,0.35241,0.284,0.00031558,0.73065,0.17041,0.098621,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0
21,14,2,Identify,Simultaneous,2,0,0,18094,2.5769,A,0,1,4,4,1,0,0.74086,0.73516,1.9274,1.8716,3.3064,3.1044,0.45939,0.42445,0.98516,0.00048103,0.0057011,0.0086605,0,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0,0,0
21,14,3,Identify,Simultaneous,2,0,0,58626,12.1887,C,0.5,1,4,4,1,0,0.52821,0.60821,1.0144,1.2909,1.4281,1.6411,0.32046,0.35372,0.012714,0.11681,0.85821,0.012263,0,0,0,0,0,0,0,0,0.34,0.17,0.33,0.16,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0,0,0,0,0,0
21,14,4,Identify,Simultaneous,2,0,0,24688,12.3116,D,0.25,1,4,4,1,0,0.51159,0.42386,1.1193,0.79951,1.9879,1.2791,0.31511,0.25887,0.0021563,0.23773,0.086252,0.67386,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0
21,16,1,Identify,Simultaneous,2,0,0,52892,18.9642,C,0.1,1,4,4,0,0,0.5175,0.7175,0.95279,1.7666,1.5298,2.7566,0.30234,0.41436,0.005375,0.00088183,0.9675,0.026246,0,0,0,0,0,0,0,0,0.23,0.1,0.45,0.22,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.1,0.5,0.25,0,0,0,0,0,0,0,0
21,16,2,Identify,Simultaneous,2,0,0,30844,10.7914,A,0.25,1,4,4,0,0,0.59572,0.74572,1.2842,1.958,3.1615,4.3287,0.34394,0.43054,0.99572,2.1008e-005,0.0038415,0.00041683,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0
21,16,3,Identify,Simultaneous,2,0,0,31625,36.8011,D,0.5,1,4,4,0,0,0.32666,0.48086,0.57803,0.96025,1.0458,1.7458,0.19898,0.2677,0.00090055,0.018236,0.3242,0.65666,0,0,0,0,0,0,0,0,0.17,0.17,0.33,0.33,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0,0,0,0
21,16,4,Identify,Simultaneous,2,0,0,87251,26.779,B,0.5,1,4,4,0,0,0.46252,0.55252,0.84057,1.2747,2.161,3.3637,0.26737,0.32889,7.4887e-006,0.80252,0.00089865,0.19658,0,0,0,0,0,0,0,0,0.17,0.34,0.16,0.33,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0,0,0,0,0,0,0
21,18,1,Identify,Simultaneous,2,0,0,35672,23.8858,C,0,1,4,4,0,0,0.45843,0.70372,0.80219,1.7026,1.5577,2.7161,0.27918,0.40659,0.0047097,0.00068684,0.95372,0.040884,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0
21,18,2,Identify,Simultaneous,2,0,0,54720,6.467,D,0.5,1,4,4,1,0,0.66978,0.74978,1.5963,1.9967,4.4758,5.2227,0.39326,0.43289,2.8565e-005,8.5696e-005,0.00010712,0.99978,0,0,0,0,0,0,0,0,0.17,0.34,0.16,0.33,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0,0,0,0,0,0,0
21,18,3,Identify,Simultaneous,2,0,0,51282,9.0935,B,0.5,1,4,4,0,0,0.64485,0.73485,1.4432,1.8861,3.9747,5.5217,0.37732,0.42431,3.5899e-008,0.98485,6.8927e-005,0.015078,0,0,0,0,0,0,0,0,0.17,0.34,0.16,0.33,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0,0,0,0,0,0,0
