Subject_number,Phase_number,Trial_number,Query_type,Layer_type,Phase_type,Presentation_order,User_choice,Trial_time,Trial_score,Specified_answer,Normalization_compensation,Number_probability_sets,Number_facilities,Max_probs_in_set,WTAnh,WTAnr,TVDnh,TVDnr,KLDnh,KLDnr,KLDSnh,KLDSnr,RMSnh,RMSnr,Probs_norm_1_1,Probs_norm_1_2,Probs_norm_1_3,Probs_norm_1_4,Probs_norm_2_1,Probs_norm_2_2,Probs_norm_2_3,Probs_norm_2_4,Probs_norm_3_1,Probs_norm_3_2,Probs_norm_3_3,Probs_norm_3_4,Probs_human_1_1,Probs_human_1_2,Probs_human_1_3,Probs_human_1_4,Probs_human_2_1,Probs_human_2_2,Probs_human_2_3,Probs_human_2_4,Probs_human_3_1,Probs_human_3_2,Probs_human_3_3,Probs_human_3_4,Probs_random_1_1,Probs_random_1_2,Probs_random_1_3,Probs_random_1_4,Probs_random_2_1,Probs_random_2_2,Probs_random_2_3,Probs_random_2_4,Probs_random_3_1,Probs_random_3_2,Probs_random_3_3,Probs_random_3_4,Raw_probs_human_1_1,Raw_probs_human_1_2,Raw_probs_human_1_3,Raw_probs_human_1_4,Raw_probs_human_2_1,Raw_probs_human_2_2,Raw_probs_human_2_3,Raw_probs_human_2_4,Raw_probs_human_3_1,Raw_probs_human_3_2,Raw_probs_human_3_3,Raw_probs_human_3_4
22,2,1,Identify,Simultaneous,2,0,0,44265,18.4066,A,0.2,1,2,4,0,0,0.40996,0.49996,0.76063,0.99939,2.9061,3.6753,0.40996,0.49996,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0,0.59,0.41,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0,0,0,0,0,0,0,0,0,0
22,2,2,Identify,Simultaneous,2,0,0,55764,19.5154,B,0,1,2,4,0,0,0.39986,0.49986,0.73501,0.99796,2.4345,3.1896,0.39986,0.49986,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0
22,4,1,Identify,Simultaneous,2,0,0,33437,19.5154,B,0,1,2,4,0,0,0.39774,0.49774,0.71515,0.97686,1.6307,2.1862,0.39774,0.49774,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0
22,4,2,Identify,Simultaneous,2,0,0,25671,2.3394,A,0,1,2,4,1,0,0.69463,0.49463,1.6822,0.95176,3.0407,1.8629,0.69463,0.49463,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0
22,6,1,Identify,Simultaneous,2,0,0,43327,43.2073,A,0,1,2,4,0,0,0.24998,0.49998,0.41471,0.99964,1.7433,3.883,0.24998,0.49998,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0
22,6,2,Identify,Simultaneous,2,0,0,25436,67.0003,B,0,1,2,4,0,0,0.15,0.5,0.23446,1,1.7572,6.483,0.15,0.5,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0
22,8,1,Identify,Simultaneous,2,0,0,26765,16.0529,A,0.01,1,3,4,0,0,0.52878,0.53545,0.94829,0.97121,1.303,1.3297,0.3766,0.38128,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0,0.34,0.33,0.33,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0
22,8,2,Identify,Simultaneous,2,0,0,49155,8.4813,B,0,1,3,4,1,0,0.64473,0.6414,1.418,1.4148,3.0767,3.7312,0.46349,0.45365,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0,0.22,0.33,0.45,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.22,0.33,0.45,0,0,0,0,0,0,0,0,0
22,8,3,Identify,Simultaneous,2,0,0,37452,7.7014,C,0,1,3,4,1,0,0.63079,0.64746,1.3668,1.4468,2.3606,3.031,0.46606,0.45789,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0,0.15,0.5,0.35,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.15,0.5,0.35,0,0,0,0,0,0,0,0,0
22,10,1,Identify,Simultaneous,2,0,0,119309,0.90826,B,0,1,3,4,1,0,0.84876,0.66543,2.7217,1.5711,6.7017,4.4634,0.60522,0.47053,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0,0.52,0.15,0.33,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.52,0.15,0.33,0,0,0,0,0,0,0,0,0
