Subject_number,Phase_number,Trial_number,Surprise,Trial_time,Group_time,Surprise_time,Allocation_time,Probabilities_score,Troop_allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4
8,5,1,2,428974,161107,5209,31496,29.9753,50,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,3,4,2,5,NaN,29682,26096,10840,39411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44,24,25,7,29,44,20,7,37,44,16,3,55,34,8,3,43,34,20,3,44,24,25,7,29,44,20,7,37,44,16,3,55,34,8,3,43,34,20,3,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,50,27,19,4,50,27,19,4
8,5,2,6,192417,15041,5777,29193,84.3368,13,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,3,3,2,4,NaN,11849,14553,15817,9760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,20,25,25,25,20,21,34,25,20,21,34,25,12,26,37,32,12,26,30,30,20,25,25,25,20,21,34,25,20,21,34,25,12,26,37,32,12,26,30,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,32,13,27,28,32,13,27,28
8,5,3,0,162599,19817,7849,28401,61.9491,70,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,2,1,2,1,NaN,15936,6497,5977,7096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,39,11,25,27,39,11,23,29,39,11,21,24,44,11,21,24,62,4,10,25,39,11,25,27,39,11,23,29,39,11,21,24,44,11,21,24,62,4,10,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,25,70,0,5,25,70,0,5
8,5,4,1,199289,30249,4520,58059,14.7078,66,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,3,2,2,4,NaN,8592,7935,5561,7130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,32,20,28,20,35,20,25,20,41,16,23,16,46,12,26,12,46,18,24,20,32,20,28,20,35,20,25,20,41,16,23,16,46,12,26,12,46,18,24,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,3,66,11,20,3,66,11,20
8,5,5,2,164726,25512,4600,25601,57.7386,45,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,2,2,2,4,NaN,12864,12769,6953,14151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,22,18,46,14,22,18,46,14,18,22,46,5,18,24,53,5,18,31,46,14,22,18,46,14,22,18,46,14,18,22,46,5,18,24,53,5,18,31,46,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,0,23,32,45,0,23,32,45
8,5,6,6,124622,10264,5617,24400,81.3248,10,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,1,4,2,1,NaN,6056,11400,7833,7382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36,25,25,14,36,25,25,14,36,16,34,14,41,14,34,11,52,11,26,11,36,25,25,14,36,25,25,14,36,16,34,14,41,14,34,11,52,11,26,11,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,85,2,10,3,85,2,10,3
8,5,7,6,147339,25648,8600,23974,40.2122,10,5,4,4,ns3:SigintLayer,ns3:ImintLayer,ns3:SocintLayer,ns3:MovintLayer,NaN,3,3,3,2,NaN,17425,5750,11208,12207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,17,43,17,27,17,39,17,34,17,32,17,34,17,32,17,34,14,36,16,23,17,43,17,27,17,39,17,34,17,32,17,34,17,32,17,34,14,36,16,32.5199,2.03,63.7267,1.7233,56.5411,3.5295,36.933,2.9963,80.7119,5.0384,13.1804,1.0693,71.3127,4.4516,23.2909,0.94476,74.3206,1.1599,24.2734,0.24615,34,10,46,10,34,10,46,10
8,5,8,1,131489,11376,3256,24342,48.4452,49,5,4,4,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,ns3:SocintLayer,NaN,3,2,2,3,NaN,8111,5815,7192,18543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,25,15,35,25,25,10,40,25,27,8,40,25,23,8,40,29,25,25,25,25,25,15,35,25,25,10,40,25,27,8,40,25,23,8,40,29,10.2411,3.4544,58.8301,27.4744,13.3341,1.1244,76.5984,8.9431,3.739,0.3153,85.9149,10.0308,21.3771,0.25753,70.1725,8.1929,19.7584,0.23803,64.8587,15.1449,10,0,49,41,10,0,49,41
8,5,9,1,131399,18207,2896,24145,58.2526,68,5,4,4,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,NaN,2,3,4,2,NaN,5239,11087,9512,17552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,34,14,12,44,34,10,12,44,37,7,12,44,28,7,21,44,28,7,21,40,34,14,12,44,34,10,12,44,37,7,12,44,28,7,21,44,28,7,21,71.3679,26.9639,0.25972,1.4085,83.292,15.7345,0.15156,0.82189,55.6508,42.0514,0.10126,2.1966,52.0619,39.3396,0.37892,8.2196,55.0802,41.6202,0.40089,2.8987,68,7,0,25,68,7,0,25
8,5,10,3,108230,3296,4944,3034,67.7907,25,5,4,4,ns3:ImintLayer,ns3:SigintLayer,ns3:MovintLayer,ns3:SocintLayer,NaN,2,2,2,3,NaN,10305,8585,5472,17961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,25,25,21,9,34,36,21,7,34,38,18,7,34,41,18,7,34,41,25,25,25,25,21,9,34,36,21,7,34,38,18,7,34,41,18,7,34,41,39.4903,14.5422,13.219,32.7485,16.5994,6.1127,22.2259,55.062,17.3046,2.1241,23.1701,57.4012,6.2118,3.05,8.3174,82.4209,6.0279,5.9194,8.0712,79.9815,25,25,25,25,25,25,25,25
