site_id,response_generator_id,data_type,exam_id,task_number,trial_number,AA_measured,AA_magnitude,AA_exhibited,PDE_measured,PDE_magnitude,PDE_exhibited,RR_1_measured,RR_1_magnitude,RR_1_exhibited,RR_2_measured,RR_2_magnitude,RR_2_exhibited,AV_measured,AV_magnitude,AV_exhibited
PSU,120,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.18,1,1,0.45,1,0,NaN,NaN
PSU,120,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.2,1,1,0.2,1,0,NaN,NaN
PSU,120,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.32,1,1,0.32,1,0,NaN,NaN
PSU,120,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.32,1,1,0.24,1,0,NaN,NaN
PSU,120,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.24,1,0,NaN,NaN
PSU,120,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.020000000000000018,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,120,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.28,1,1,0.36,1,0,NaN,NaN
PSU,120,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.017000000000000015,1,1,0.413,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.04999999999999999,1,1,0.04999999999999999,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.38,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.030000000000000013,1,1,0.11000000000000001,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.26999999999999996,1,1,0.32,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.12,1,1,0.15,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.06,1,1,0.24,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.41000000000000003,1,1,0.19999999999999998,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.30000000000000004,1,1,0.18,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.21,1,1,0.16,1,0,NaN,NaN
PSU,121,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,-0.03249999999999997,0,1,0.32249999999999995,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.0,0,1,0.0,0,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.33,1,1,0.33,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.24,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.12,1,1,0.12,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.12,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2700000000000001,1,1,0.33,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.21,1,0,NaN,NaN
PSU,122,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.12000000000000005,1,1,0.12000000000000005,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.0,0,1,0.0,0,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.33,1,1,0.33,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.24,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2645,1,1,0.3755,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.23000000000000004,1,1,0.26,1,0,NaN,NaN
PSU,123,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.21500000000000002,1,1,0.21500000000000002,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.34550000000000003,1,1,0.39449999999999996,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.23,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.27999999999999997,1,1,0.29500000000000004,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.19999999999999998,1,1,0.23999999999999996,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.22,1,1,0.22,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.15,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.244,1,1,0.256,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.23,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,124,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.16550000000000004,1,1,0.1945,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.12,1,1,-0.02999999999999997,0,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.26,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.09500000000000001,1,1,0.11000000000000001,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.204,1,1,0.2,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21000000000000002,1,1,0.21000000000000002,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.3,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2700000000000001,1,1,0.14500000000000002,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.21000000000000002,1,1,0.19599999999999998,1,0,NaN,NaN
PSU,125,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.17250000000000004,1,1,0.2645,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.395,1,1,0.395,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.26,1,1,0.28,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.4745,1,1,0.3755,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.32,1,1,0.24,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.32,1,1,0.32,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.32,1,1,0.33,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.5329999999999999,1,1,0.21699999999999997,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.512,1,1,0.128,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.474,1,1,0.356,1,0,NaN,NaN
PSU,126,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.017000000000000015,1,1,0.413,1,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.0,0,1,0.0,0,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,-0.01999999999999999,0,1,-0.01999999999999999,0,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.030000000000000013,1,1,0.030000000000000013,1,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.01999999999999999,1,1,0.03999999999999998,1,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.01999999999999999,1,1,0.01999999999999999,1,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.12,1,1,-0.01999999999999999,0,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.03999999999999998,1,1,0.01999999999999999,1,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.020000000000000018,1,1,0.030000000000000013,1,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,-0.01999999999999999,0,1,0.06,1,0,NaN,NaN
PSU,127,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,-0.07999999999999996,0,1,-0.07999999999999996,0,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.30000000000000004,1,1,0.30000000000000004,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.19999999999999998,1,1,0.26,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.48000000000000004,1,1,0.27999999999999997,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.32,1,1,0.24,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.26999999999999996,1,1,0.26999999999999996,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.24999999999999997,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.27999999999999997,1,1,0.18,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.23000000000000004,1,1,0.26,1,0,NaN,NaN
PSU,128,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.314,1,1,0.11600000000000005,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.4,1,1,0.35,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.33,1,1,0.33,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.24,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2700000000000001,1,1,0.33,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.21,1,0,NaN,NaN
PSU,129,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.16550000000000004,1,1,0.2645,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.27399999999999997,1,1,0.29600000000000004,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.316,1,1,0.2739999999999999,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.33,1,1,0.43,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.16000000000000003,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.37,1,1,0.37,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.4800000000000001,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.39999999999999997,1,1,0.12,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.314,1,1,0.326,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.38,1,1,0.36,1,0,NaN,NaN
PSU,130,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.11600000000000005,1,1,0.174,1,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.0,0,1,0.0,0,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.0,0,1,0.0,0,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.623,1,1,0.22699999999999998,1,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.712,1,1,0.03799999999999998,1,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.415,1,1,0.415,1,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,-1.3877787807814457E-17,0,1,0.0,0,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.03999999999999998,1,1,0.12,1,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.020000000000000018,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.0,0,1,-6.938893903907228E-18,0,0,NaN,NaN
PSU,131,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.020000000000000018,1,1,0.020000000000000018,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.30000000000000004,1,1,0.30000000000000004,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.33,1,1,0.33,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.24,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.18,1,1,0.28,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.33999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.38,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.18,1,1,0.16,1,0,NaN,NaN
PSU,132,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.2700000000000001,1,1,0.07,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.19999999999999998,1,1,0.19999999999999998,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.18,1,1,0.18,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.24,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2700000000000001,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.23000000000000004,1,1,0.26,1,0,NaN,NaN
PSU,133,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.16550000000000004,1,1,0.2645,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.494,1,1,0.29600000000000004,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.276,1,1,0.474,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.33,1,1,0.33,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.32,1,1,0.24,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2700000000000001,1,1,0.33,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.21,1,0,NaN,NaN
PSU,134,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.16550000000000004,1,1,0.2645,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.13,1,1,0.13,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.13,1,1,0.13,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.24,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2700000000000001,1,1,0.33,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.21,1,0,NaN,NaN
PSU,135,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.21500000000000002,1,1,0.21500000000000002,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.4445,1,1,0.34550000000000003,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.22999999999999998,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.33,1,1,0.33,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.24,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.21999999999999997,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.22000000000000003,1,1,0.23000000000000004,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.24,1,1,0.21999999999999997,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.2645,1,1,0.3755,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.22999999999999998,1,1,0.21,1,0,NaN,NaN
PSU,136,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.16550000000000004,1,1,0.2645,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,0.1,1,1,0.05,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.1,1,1,0.21,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,0.030000000000000013,1,1,0.05,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,4,0,NaN,NaN,0,NaN,NaN,1,0.06999999999999998,1,1,0.24999999999999997,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,5,0,NaN,NaN,0,NaN,NaN,1,0.06999999999999998,1,1,0.06999999999999998,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,6,0,NaN,NaN,0,NaN,NaN,1,0.09,1,1,0.18,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,7,0,NaN,NaN,0,NaN,NaN,1,0.18999999999999995,1,1,0.06999999999999998,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,8,0,NaN,NaN,0,NaN,NaN,1,0.17000000000000004,1,1,0.09500000000000001,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,9,0,NaN,NaN,0,NaN,NaN,1,0.18,1,1,0.12,1,0,NaN,NaN
PSU,137,Human_Single,Final-Exam-1,3,10,0,NaN,NaN,0,NaN,NaN,1,0.10500000000000001,1,1,0.21499999999999997,1,0,NaN,NaN
PSU,138,Human_Single,Final-Exam-1,3,1,0,NaN,NaN,0,NaN,NaN,1,-0.0010000000000000009,0,1,-0.09000000000000001,0,0,NaN,NaN
PSU,138,Human_Single,Final-Exam-1,3,2,0,NaN,NaN,0,NaN,NaN,1,0.0,0,1,0.0,0,0,NaN,NaN
PSU,138,Human_Single,Final-Exam-1,3,3,0,NaN,NaN,0,NaN,NaN,1,1.3877787807814457E-17,0,1,1.3877787807814457E-17,0,0,NaN,NaN
