site_id,response_generator_id,data_type,exam_id,task_number,trial_number,trial_time,num_blue_locations,red_capability_Pc,red_vulnerability_P_1,red_opportunity_U_1,red_activity_detected_1,bluebook_Netural_prob_1,probs_Pp_time,probs_Pp_1,probs_Pp_2,probs_Pp_normative_1,probs_Pp_normative_2,probs_Pp_normative_inc_1,probs_Pp_normative_inc_2,probs_Ppc_time,probs_Ppc_1,probs_Ppc_2,probs_Ppc_normative_1,probs_Ppc_normative_2,probs_Ppc_normative_inc_1,probs_Ppc_normative_inc_2,probs_Pt_time,probs_Pt_1,probs_Pt_2,probs_Pt_normative_1,probs_Pt_normative_2,probs_Pt_normative_inc_1,probs_Pt_normative_inc_2,probs_Ptpc_time,probs_Ptpc_1,probs_Ptpc_2,probs_Ptpc_normative_1,probs_Ptpc_normative_2,probs_Ptpc_normative_inc_1,probs_Ptpc_normative_inc_2,blue_action_time,blue_action_1,blue_action_expected_utility,blue_action_normative_participant_1,blue_action_normative_participant_expected_utility,blue_action_normative_bayesian_1,blue_action_normative_bayesian_expected_utility
PSU,106,Human_Single,Final-Exam-1,1,5,44460.0,1,0.7,0.475453163,4,0,0.4,14524.0,0.4,0.6,0.4,0.6,0.4,0.6,9891.0,0.65,0.35,0.27999999999999997,0.72,0.27999999999999997,0.72,3588.0,0.4,0.6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,2964.0,0.5,0.5,0.1627906976744186,0.8372093023255814,0.5531914893617021,0.44680851063829785,NaN,Do_Not_Divert,NaN,Do_Not_Divert,-0.09818734799999995,Do_Not_Divert,-0.03196797376744184
PSU,106,Human_Single,Final-Exam-1,1,6,52743.0,1,0.9,0.177883181,3,1,0.6,4087.0,0.6,0.4,0.6,0.4,0.6,0.4,2636.0,0.8,0.2,0.54,0.45999999999999996,0.54,0.45999999999999996,6786.0,0.6,0.4,0.7499999999999999,0.2500000000000001,0.7499999999999999,0.2500000000000001,24648.0,0.75,0.25,0.7788461538461537,0.22115384615384626,0.8571428571428572,0.1428571428571428,NaN,Divert,NaN,Divert,-0.25,Divert,-0.22115384615384626
PSU,106,Human_Single,Final-Exam-1,1,7,27020.0,1,0.4,0.423021625,3,0,0.2,5211.0,0.2,0.8,0.2,0.8,0.2,0.8,5258.0,0.25,0.75,0.08000000000000002,0.9199999999999999,0.08000000000000002,0.9199999999999999,3276.0,0.4,0.6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,3713.0,0.3,0.7,0.041666666666666664,0.9583333333333334,0.18181818181818185,0.8181818181818181,NaN,Do_Not_Divert,NaN,Do_Not_Divert,-0.13856107499999998,Do_Not_Divert,-0.019244593749999997
PSU,106,Human_Single,Final-Exam-1,1,8,28360.0,1,0.7,0.187121096,2,1,0.6,4851.0,0.6,0.4,0.6,0.4,0.6,0.4,3838.0,0.67,0.33,0.42,0.5800000000000001,0.42,0.5800000000000001,6209.0,0.6,0.4,0.7499999999999999,0.2500000000000001,0.7499999999999999,0.2500000000000001,3432.0,0.65,0.35,0.684782608695652,0.315217391304348,0.7528089887640449,0.2471910112359551,NaN,Do_Not_Divert,NaN,Divert,-0.35,Divert,-0.315217391304348
PSU,106,Human_Single,Final-Exam-1,1,9,32901.0,1,0.9,0.247636435,4,0,0.8,5710.0,0.8,0.2,0.8,0.19999999999999996,0.8,0.19999999999999996,4867.0,0.87,0.13,0.7200000000000001,0.2799999999999999,0.7200000000000001,0.2799999999999999,4259.0,0.4,0.6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,10873.0,0.65,0.35,0.5625000000000001,0.4374999999999999,0.8169014084507042,0.18309859154929575,NaN,Do_Not_Divert,NaN,Divert,-0.35,Divert,-0.4374999999999999
PSU,106,Human_Single,Final-Exam-1,1,10,30701.0,1,1.0,0.402986574,3,0,0.2,6256.0,0.2,0.8,0.2,0.8,0.2,0.8,3182.0,0.8,0.2,0.2,0.8,0.2,0.8,4321.0,0.4,0.6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,5601.0,0.65,0.35,0.11111111111111109,0.888888888888889,0.7272727272727273,0.2727272727272727,NaN,Do_Not_Divert,NaN,Divert,-0.35,Do_Not_Divert,-0.06467561733333332
PSU,107,Human_Single,Final-Exam-1,1,1,152580.0,1,1.0,0.484673201,4,0,0.4,27502.0,0.4,0.6,0.4,0.6,0.4,0.6,18158.0,0.4,0.6,0.4,0.6,0.4,0.6,39749.0,0.4,0.6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,44846.0,0.16,0.84,0.25,0.75,0.30769230769230776,0.6923076923076923,NaN,Do_Not_Divert,NaN,Do_Not_Divert,-0.019618302720000005,Do_Not_Divert,-0.030653598000000004
PSU,107,Human_Single,Final-Exam-1,1,2,45723.0,1,1.0,0.103481851,2,1,0.6,12184.0,0.6,0.4,0.6,0.4,0.6,0.4,4602.0,0.6,0.4,0.6,0.4,0.6,0.4,8924.0,0.6,0.4,0.7499999999999999,0.2500000000000001,0.7499999999999999,0.2500000000000001,11996.0,0.36,0.64,0.8181818181818181,0.18181818181818188,0.6923076923076923,0.3076923076923077,NaN,Divert,NaN,Do_Not_Divert,-0.5709861345599999,Divert,-0.18181818181818188
PSU,107,Human_Single,Final-Exam-1,1,3,99809.0,1,0.4,0.146325185,5,0,0.8,6427.0,0.8,0.2,0.8,0.19999999999999996,0.8,0.19999999999999996,43461.0,0.32,0.68,0.32000000000000006,0.6799999999999999,0.32000000000000006,0.6799999999999999,20327.0,0.4,0.6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,13791.0,0.13,0.87,0.1904761904761905,0.8095238095238095,0.23880597014925373,0.7611940298507462,NaN,Do_Not_Divert,NaN,Do_Not_Divert,-0.4597772595,Do_Not_Divert,-0.6736663142857143
PSU,107,Human_Single,Final-Exam-1,1,4,56628.0,1,0.4,0.431649873,2,0,0.2,7083.0,0.2,0.8,0.2,0.8,0.2,0.8,18143.0,0.08,0.92,0.08000000000000002,0.9199999999999999,0.08000000000000002,0.9199999999999999,5694.0,0.4,0.6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666667,15397.0,0.04,0.96,0.041666666666666664,0.9583333333333334,0.0547945205479452,0.9452054794520548,NaN,Do_Not_Divert,NaN,Do_Not_Divert,-0.010936020319999998,Do_Not_Divert,-0.01139168783333333
