1,SIGINT,IMINT,MOVINT
2,SIGINT,MOVINT,IMINT
3,SIGINT,IMINT,MOVINT
4,SIGINT,IMINT,MOVINT
5,SIGINT,IMINT,MOVINT
6,SIGINT,IMINT,MOVINT
7,SIGINT,MOVINT,IMINT
8,SIGINT,MOVINT,IMINT
9,SIGINT,MOVINT,IMINT
10,IMINT,SIGINT,MOVINT
