1,IMINT,MOVINT,SIGINT,0.7839329736223563
1,IMINT,MOVINT,SOCINT,0.48275909993167077
1,IMINT,SIGINT,MOVINT,0.8159032553806644
1,IMINT,SIGINT,SOCINT,0.5664801231939613
1,IMINT,SOCINT,MOVINT,0.3911280401191829
1,IMINT,SOCINT,SIGINT,0.43767421165098197
1,MOVINT,IMINT,SIGINT,0.7816738219417999
1,MOVINT,IMINT,SOCINT,0.4804999482511146
1,MOVINT,SIGINT,IMINT,0.614441794485782
1,MOVINT,SIGINT,SOCINT,0.5774604386443232
1,MOVINT,SOCINT,IMINT,0.4406777853555823
1,MOVINT,SOCINT,SIGINT,0.6331519075135597
1,SIGINT,IMINT,MOVINT,0.9641967374120705
1,SIGINT,IMINT,SOCINT,0.7147736052253676
1,SIGINT,MOVINT,IMINT,0.9055566396378536
1,SIGINT,MOVINT,SOCINT,0.7010168778306117
1,SIGINT,SOCINT,IMINT,0.6801641513906317
1,SIGINT,SOCINT,MOVINT,0.6603901869856954
1,SOCINT,IMINT,MOVINT,0.3290716663538109
1,SOCINT,IMINT,SIGINT,0.3756178378856101
1,SOCINT,MOVINT,IMINT,0.358044681301113
1,SOCINT,MOVINT,SIGINT,0.5505188034590904
1,SOCINT,SIGINT,IMINT,0.58139728685751
1,SOCINT,SIGINT,MOVINT,0.5616233224525738
2,IMINT,MOVINT,SIGINT,0.8248515665835778
2,IMINT,MOVINT,SOCINT,0.6110719505535085
2,IMINT,SIGINT,MOVINT,0.7478045964287764
2,IMINT,SIGINT,SOCINT,0.6312506473900624
2,IMINT,SOCINT,MOVINT,0.6041511036916205
2,IMINT,SOCINT,SIGINT,0.6487663650387202
2,MOVINT,IMINT,SIGINT,0.7644997169417732
2,MOVINT,IMINT,SOCINT,0.550720100911704
2,MOVINT,SIGINT,IMINT,0.6804465580087748
2,MOVINT,SIGINT,SOCINT,0.666174241359203
2,MOVINT,SOCINT,IMINT,0.4962918631136515
2,MOVINT,SOCINT,SIGINT,0.6190179459443108
2,SIGINT,IMINT,MOVINT,0.5559370646074375
2,SIGINT,IMINT,SOCINT,0.43938311556872345
2,SIGINT,MOVINT,IMINT,0.5416331906611507
2,SIGINT,MOVINT,SOCINT,0.5273608740115788
2,SIGINT,SOCINT,IMINT,0.4088727929862253
2,SIGINT,SOCINT,MOVINT,0.47249057863102367
2,SOCINT,IMINT,MOVINT,0.5624222413388305
2,SOCINT,IMINT,SIGINT,0.6070375026859303
2,SOCINT,MOVINT,IMINT,0.5109203294426065
2,SOCINT,MOVINT,SIGINT,0.6336464122732657
2,SOCINT,SIGINT,IMINT,0.47782290297595337
2,SOCINT,SIGINT,MOVINT,0.5414406886207517
3,IMINT,MOVINT,SIGINT,0.8655281420319265
3,IMINT,MOVINT,SOCINT,0.6506321820334647
3,IMINT,SIGINT,MOVINT,0.9170457939729886
3,IMINT,SIGINT,SOCINT,0.7092451718291986
3,IMINT,SOCINT,MOVINT,0.6264662435364399
3,IMINT,SOCINT,SIGINT,0.6730977529447812
3,MOVINT,IMINT,SIGINT,0.8229640143435482
3,MOVINT,IMINT,SOCINT,0.6080680543450863
3,MOVINT,SIGINT,IMINT,0.9892059456875555
3,MOVINT,SIGINT,SOCINT,0.7406670916314461
3,MOVINT,SOCINT,IMINT,0.5498417911029836
3,MOVINT,SOCINT,SIGINT,0.6484986895279843
3,SIGINT,IMINT,MOVINT,0.9125368403065028
3,SIGINT,IMINT,SOCINT,0.704736218162713
3,SIGINT,MOVINT,IMINT,0.9079479013281812
3,SIGINT,MOVINT,SOCINT,0.659409047272072
3,SIGINT,SOCINT,IMINT,0.7030911668862332
3,SIGINT,SOCINT,MOVINT,0.6998753163925142
3,SOCINT,IMINT,MOVINT,0.5868801515130877
3,SOCINT,IMINT,SIGINT,0.6335116609214291
3,SOCINT,MOVINT,IMINT,0.5494262210218277
3,SOCINT,MOVINT,SIGINT,0.6480831194468282
3,SOCINT,SIGINT,IMINT,0.740049349962365
3,SOCINT,SIGINT,MOVINT,0.7368334994686461
4,IMINT,MOVINT,SIGINT,0.7235511418726743
4,IMINT,MOVINT,SOCINT,0.5582433321205641
4,IMINT,SIGINT,MOVINT,0.6657596592204078
4,IMINT,SIGINT,SOCINT,0.6492840867729626
4,IMINT,SOCINT,MOVINT,0.622659795185579
4,IMINT,SOCINT,SIGINT,0.7131919946483254
4,MOVINT,IMINT,SIGINT,0.7900666657989766
4,MOVINT,IMINT,SOCINT,0.6247588560468665
4,MOVINT,SIGINT,IMINT,0.7347708806054606
4,MOVINT,SIGINT,SOCINT,0.6534947106927139
4,MOVINT,SOCINT,IMINT,0.649040346866732
4,MOVINT,SOCINT,SIGINT,0.6974209621206826
4,SIGINT,IMINT,MOVINT,0.5330944722588389
4,SIGINT,IMINT,SOCINT,0.5166188998113936
4,SIGINT,MOVINT,IMINT,0.5428394807229266
4,SIGINT,MOVINT,SOCINT,0.46156331081018004
4,SIGINT,SOCINT,IMINT,0.5314879080722794
4,SIGINT,SOCINT,MOVINT,0.4924747631827205
4,SOCINT,IMINT,MOVINT,0.64146685324703
4,SOCINT,IMINT,SIGINT,0.7319990527097762
